,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_015,10:00,-72,-16,1.06,4.53,0.55,16.4,503508,3.85,0.16,9.35,562351,32609,48069,4908,2277
VIP_016,10:00,-86,-12,0.49,4.99,4.74,4.1,805398,0.32,1.94,6.06,621650,19948,15995,2400,1407
VIP_017,10:00,-77,-11,4.39,2.84,11.18,1.3,711943,3.7,1.01,5.13,105066,47821,23496,3029,2930
VIP_018,10:00,-71,-6,2.72,1.13,11.86,11.4,289577,3.82,0.89,6.82,465282,47387,33968,4428,815
VIP_019,10:00,-80,-7,3.91,1.88,6.71,3.2,694843,4.84,0.58,5.75,261936,3960,22614,754,120
VIP_020,10:00,-73,-14,0.65,5.28,9.48,19,486474,1.26,4.8,0.21,352278,27429,6785,4351,2460
VIP_021,10:00,-112,-13,1.28,1.79,10.14,9.4,439518,2.04,1.42,6.43,860437,18368,6000,3222,2872
VIP_022,10:00,-94,-15,4.25,0.87,10.17,18.3,685320,0.81,1,3.4,458863,21168,48392,4285,285
VIP_023,10:00,-61,-12,3.82,3.88,11.34,5.8,495133,1.54,0.33,7.98,683179,17484,26765,3711,2844
VIP_024,10:00,-95,-6,0.9,2.2,0.27,6.9,459634,4.15,2.21,4.72,659441,20361,29288,4531,384
VIP_025,10:00,-89,-10,1.39,3.18,7.26,14.6,704643,3.91,3.02,3.19,215116,4457,15417,356,446
VIP_026,10:00,-92,-10,1.74,4.77,0.82,5.9,851271,0.53,2.03,3.27,777453,7520,20666,309,653
VIP_027,10:00,-82,-9,3.33,0.83,7.66,2.7,281189,4.33,4.7,1.34,776461,11258,39461,1976,425
VIP_028,10:00,-82,-13,5.4,2.63,8,13.4,550062,4.04,4.29,3.63,295296,48766,19403,4626,1594
VIP_029,10:00,-63,-7,0.47,4.31,5.8,5.8,692308,1.56,1.74,2.22,825445,24944,18287,1785,1594
VIP_030,10:00,-106,-10,3.86,3.04,8.86,8.4,404547,3.48,1.54,2.04,403675,38286,21426,1608,1255
VIP_031,10:00,-113,-16,3.08,4.04,9.15,6.9,812397,0.11,1.71,3.53,174509,13537,42058,753,1267
VIP_032,10:00,-111,-9,1.71,3.07,2.87,15.7,898746,4.97,2.14,8.94,962019,22113,35429,2921,1515
VIP_033,10:00,-96,-16,3.23,1.68,0.64,4,148285,1.84,0.94,5.21,400250,31349,48536,491,2164
VIP_034,10:00,-78,-12,5.1,4.08,4.91,17.2,464059,5.08,3.82,7.52,162285,25949,41916,2446,2996
VIP_035,10:00,-117,-14,2.69,3.19,3.69,9.3,675859,1.34,0.7,10,419795,43311,14061,3480,469
VIP_036,10:00,-111,-8,1.55,3.52,8.05,4.8,206078,3.07,3.85,8.78,381782,16658,5498,1394,2649
VIP_037,10:00,-85,-16,2.32,3.29,7.24,14.2,895945,1.09,0.35,2.25,285855,48845,40882,2751,2780
VIP_038,10:00,-79,-8,5.02,0.24,7.3,12,208542,5.23,4,1.37,860291,20049,10014,4243,2638
VIP_039,10:00,-91,-11,0.75,4.8,3.21,1.2,748218,4.51,1.34,9.61,173415,14351,49605,3622,345
VIP_040,10:00,-119,-8,4.17,0.32,7.61,11.9,150647,2.67,4.63,6.91,758259,29733,15297,4343,2122
VIP_041,10:00,-70,-16,0.32,4.23,6.07,6.2,556830,0.91,3.04,3.92,729243,21699,19403,580,732
VIP_042,10:00,-80,-15,3.55,3.75,9.2,4.8,115698,3.68,1.03,0.07,756697,25078,22542,3301,1329
VIP_043,10:00,-117,-8,3.04,1.35,2.3,11.9,196700,3.95,3.51,9.29,290245,22039,46745,4308,2381
VIP_044,10:00,-110,-7,3.69,5.47,2.99,8.6,149161,5.49,2.4,1.65,335328,3930,37713,217,337
VIP_045,10:00,-90,-9,1.16,1.7,0.46,6.2,707416,4.63,2.94,8.72,891135,23813,35923,4072,651
VIP_046,10:00,-79,-11,0.72,0.75,1.07,8.3,785874,1.77,3.61,1.57,221029,7250,2305,263,2997
VIP_047,10:00,-106,-9,4.17,3.42,8.02,6.2,851761,2.17,2.1,6.57,581300,17387,12646,3568,530
VIP_048,10:00,-93,-12,4.45,2.9,9.09,20,473497,0.42,2.16,11.14,425321,43641,29433,1694,1799
VIP_049,10:00,-84,-15,4.91,5.29,11.68,17.2,351534,3.43,0.65,2.59,488998,12799,10706,4234,1429
VIP_050,10:00,-81,-12,4.37,5.03,0.13,11.3,565749,1.12,3.18,2.86,319252,18701,11323,490,2764
VIP_051,10:00,-117,-10,3,0.87,7.89,14,893671,1.23,1.37,0.44,806021,28496,31300,4673,1830
VIP_052,10:00,-75,-9,0.79,0.77,11.33,12.5,477937,4.3,4.11,11.89,501435,4846,18829,2087,2821
VIP_053,10:00,-83,-15,4.3,1.18,7.94,17.9,692313,2.93,3.17,8,185887,46344,36462,4176,367
VIP_054,10:00,-70,-6,3.46,1.54,3.88,6.4,395343,2.35,4.18,7.35,184419,2800,28680,942,597
VIP_055,10:00,-82,-8,1.98,4.33,11.26,4.3,900181,1.46,3.06,7.38,714333,6402,28235,2065,1360
VIP_056,10:00,-82,-10,4.55,4.93,0.09,2,465357,4.59,3.93,2.77,638065,44077,42085,4858,2107
VIP_057,10:00,-68,-12,2.96,3.82,10.43,14.6,440678,4.65,2.74,5.82,458540,16040,18135,3559,1568
VIP_058,10:00,-60,-10,0.37,3.28,2.54,10.7,665914,3.09,3.55,4.65,491136,14735,45608,2002,2915
VIP_059,10:00,-120,-6,2.04,4.95,8.74,14.2,855257,3.51,0.69,5.27,966355,28332,40379,3171,450
VIP_060,10:00,-114,-13,0.5,0.34,8.33,7.7,677733,5.29,4.17,9.52,520348,49603,33644,4480,943
VIP_061,10:00,-79,-14,3.77,5.16,10.33,4.2,980233,2.37,2.72,4.94,989865,44912,1300,3245,261
VIP_062,10:00,-83,-9,2.96,4.21,3.03,10.7,626739,2.12,1.53,5.98,961531,9469,17068,2355,512
VIP_063,10:00,-100,-6,4.46,0.28,9.93,6.8,343941,3.63,4.31,5.25,857337,39637,42529,3511,1014
VIP_064,10:00,-109,-7,3.04,1.5,11.22,15.7,909720,4.66,3.96,2.18,165296,4222,11334,239,1467
VIP_065,10:00,-85,-9,2.2,3.01,8.28,2.8,919027,1.48,0.35,5.65,542109,11288,47522,2581,1173
VIP_066,10:00,-84,-13,0.89,4.45,6.79,12.2,291549,0.6,4.35,9.48,828003,14909,24917,2169,2794
VIP_067,10:00,-113,-8,0.41,0.8,1.54,7.3,213019,3.22,4.17,11.94,219022,24763,48335,1846,983
VIP_068,10:00,-107,-7,4.6,1.37,10.12,10.5,617098,0.18,3.32,4.52,322702,17231,17856,3657,2163
VIP_069,10:00,-84,-7,3.83,1.98,0.75,19.4,756339,0.72,2.23,11.62,181019,43431,41082,4785,870
VIP_070,10:00,-99,-15,2.31,2.8,3.19,8.6,120428,1.57,3.24,2.06,437923,43303,49451,3150,2962
VIP_071,10:00,-103,-14,0.52,4.66,10.83,1.2,210229,4.51,5.19,6.37,455456,48528,15617,4565,2734
VIP_072,10:00,-117,-8,4.59,4.74,1.12,7,640363,0.74,5.37,4.78,798017,44085,34914,3519,776
VIP_073,10:00,-117,-14,3.5,3.78,10.06,8.1,902676,4.38,5.02,3.04,223664,5690,7351,895,1497
VIP_074,10:00,-97,-7,0.28,1.12,8.59,3.8,774225,0.45,4.02,7.08,916657,15085,13599,4494,2733
VIP_075,10:00,-74,-15,2.93,5.47,8.48,16.3,237518,2,1.52,3.54,414050,10354,37153,1547,1232
VIP_076,10:00,-101,-11,4.92,3.59,4.03,5.9,729625,0.84,3.91,7.28,918071,20127,28784,3827,1494
VIP_077,10:00,-103,-12,5.3,1.54,3.01,14,652966,1.26,3.65,7.93,748532,44328,40598,2717,373
VIP_078,10:00,-114,-16,0.67,3.75,10.18,8.2,595750,4.77,2.28,0.5,667978,21414,26420,4737,963
VIP_079,10:00,-70,-7,5.06,1.18,9.99,18.1,216164,1.15,4.23,7.49,890931,17357,32671,1170,1558
VIP_080,10:00,-106,-12,2.19,1.07,4.3,1,673760,2.92,3.27,0.48,681439,17738,11102,4115,2474
VIP_081,10:00,-97,-6,3.95,3.63,6.78,10,175059,0.74,0.24,0.22,591096,15951,23580,320,990
VIP_082,10:00,-62,-8,2.11,2.56,6.94,8.5,730623,0.06,2.3,0.63,537022,32911,14615,3841,412
VIP_083,10:00,-108,-7,4.71,2,2.16,4.8,313607,0.26,1.19,11.33,234564,8989,36507,806,1811
VIP_084,10:00,-72,-7,2.98,1.23,11.02,7.9,452324,4.56,0.16,0.51,624613,46524,10389,4177,2910
VIP_085,10:00,-110,-11,2.99,0.46,8.71,17.4,107637,4.38,2.02,3.04,280982,5407,32482,3164,821
VIP_086,10:00,-104,-16,1.47,0.99,5.28,2.4,657141,3.69,0.94,2.13,143312,39426,5235,1346,868
VIP_087,10:00,-117,-13,2.15,5.5,1.52,7.5,124366,2.39,2.34,2.13,354359,26235,47975,488,2318
VIP_088,10:00,-73,-11,0.58,3.78,7.2,14.8,534058,2.13,4.23,1.14,369612,40092,10261,1910,2971
VIP_089,10:00,-69,-7,1.85,5.42,11.02,11,668325,3.77,1.91,10.4,989495,39839,3373,4819,1553
VIP_090,10:00,-72,-14,3.8,1.91,2.64,4.4,608136,1.93,2.86,11.1,105795,32827,22571,3761,1829
VIP_091,10:00,-69,-9,2.48,2.55,5.79,14,595916,2.26,1.05,8.75,417313,34548,39192,4019,1269
VIP_092,10:00,-92,-6,2.95,1.95,8.8,19.9,783566,0.38,3.37,7.05,923856,12899,23936,4056,1019
VIP_093,10:00,-95,-6,0.62,3.14,4.65,19.7,951501,0.75,0.56,3.1,522829,44959,34706,3002,173
VIP_094,10:00,-65,-8,1.34,3.69,9.19,18.1,298112,4.85,0.91,8.29,133568,3472,1522,4953,512
VIP_095,10:00,-60,-14,3.06,4.12,5.52,12.6,671916,4.02,3.6,6.93,933811,28750,40905,3881,573
VIP_096,10:00,-81,-13,0.14,0.43,1.39,13.7,109051,2.47,1.28,0.6,279391,4114,32772,1969,2235
VIP_097,10:00,-80,-9,1.5,4.45,3.21,9.3,762528,4.82,0.07,7.42,972819,27365,33344,1126,1439
VIP_098,10:00,-69,-14,1.87,4.63,9.48,1.1,690920,0.22,4.7,3.85,456828,37398,22493,4622,2335
VIP_099,10:00,-111,-13,0.07,4.06,1.62,19,706316,4.9,4.11,0.09,413071,21810,38537,4176,2909
VIP_100,10:00,-81,-7,5.49,3.48,7,8,405038,4.7,1.82,10.48,588574,47491,27373,1203,318
VIP_101,10:00,-108,-8,4.75,2.51,8.68,3,304025,3.56,5.49,1.91,404939,47493,22556,4673,366
VIP_102,10:00,-106,-13,1.54,0.57,1.22,14.8,188236,3.98,1.05,2.88,773665,10130,21230,4572,1875
VIP_103,10:00,-68,-9,0.45,2.18,2.14,0.8,743680,0.75,2.68,1.89,726330,47576,9627,2389,1791
VIP_104,10:00,-85,-15,0.89,0.21,2.05,12,509442,4.07,3.26,4.12,253756,45729,28120,972,1396
VIP_105,10:00,-111,-9,0.48,3.75,3.96,16.4,388383,1.05,3.63,4.8,441632,1487,9908,3562,876
VIP_106,10:00,-79,-12,4.23,0.07,0.25,16.4,874340,3.76,3.59,0.59,488398,17226,15898,1874,577
VIP_107,10:00,-63,-9,2.43,2.89,4.32,19.1,860350,0.09,4.31,5.75,978825,17654,36308,2297,2649
VIP_108,10:00,-63,-10,1.96,3.1,1.08,10.1,313110,3.67,4.33,3.8,244460,28378,38221,2163,279
VIP_109,10:00,-107,-16,1.37,1.93,4.83,13.1,196421,1.11,3.77,8.44,474294,8170,36613,376,2443
VIP_110,10:00,-96,-16,1.29,4.76,10.93,13.1,962253,2.9,0.52,4.76,914512,17537,14145,151,2670
VIP_111,10:00,-95,-6,5.48,2.8,1.62,2.9,870295,3.55,5.16,7.88,250872,17318,9545,3111,571
VIP_112,10:00,-110,-15,5.41,3.29,11.07,5.3,667417,4.13,5.34,5.96,455894,17891,27902,1068,762
