,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_024,15:00,-103,-9,2.22,3.93,8.25,8.8,329658,0.08,3.12,8.79,450756,47070,47533,1164,1356
VIP_025,15:00,-104,-12,2.03,2.59,9.78,16.6,770943,3.91,3.04,2.68,694179,11082,46401,1538,842
VIP_026,15:00,-90,-16,3.91,0.8,10.66,10.5,819839,1.42,3.86,7.9,101726,10561,1497,4455,2512
VIP_027,15:00,-118,-14,2.46,1.41,6.26,2.7,590905,0.12,2.51,5.3,586678,38695,34350,1429,2026
VIP_028,15:00,-74,-7,2.55,5.06,8.91,13.4,264176,2.65,2.23,3.81,353969,17174,11298,1030,1487
VIP_029,15:00,-72,-7,1.54,4.22,5.84,9.9,969592,4.79,2.12,3.71,395574,27234,19172,3647,1957
VIP_030,15:00,-115,-16,3.72,4.88,2.23,5.3,325304,3.02,2.02,0.45,909988,29823,45257,1914,2849
VIP_031,15:00,-82,-10,2.93,2.97,9.92,11.3,927044,2.18,3.85,5.54,706830,37729,35910,1278,40
VIP_032,15:00,-97,-9,2.08,4.15,0.99,16.2,713860,0.43,2.38,7.14,856870,21833,49354,1885,1504
VIP_033,15:00,-105,-12,1.68,0.6,4.89,11.1,311694,3.39,3.51,1.07,392812,36753,40906,1889,2749
VIP_034,15:00,-79,-11,3.92,3.25,2.08,13.7,732665,2.51,0.26,11.42,314850,17414,35898,1746,2196
VIP_035,15:00,-60,-7,2.76,5.09,7.5,18.6,864266,0.43,1.04,8.69,514895,46070,38729,134,1634
VIP_036,15:00,-77,-16,5.28,2.63,8.41,16.6,919306,1.19,4.93,2.43,729548,17218,21483,3128,2226
VIP_037,15:00,-79,-12,3.87,1.56,2.4,9.1,338443,0.06,1.79,7.64,559321,29059,13867,3826,409
VIP_038,15:00,-66,-8,3.28,2.57,7.43,10.5,607388,1.48,1.57,1.37,296196,45434,30811,138,2113
VIP_039,15:00,-112,-10,2.59,1.84,8.44,6.7,634448,5.39,4.31,10.21,827465,43992,41908,4271,1339
VIP_040,15:00,-64,-16,2.03,0.91,7.04,4.9,334073,2.3,2.67,4.05,688483,14174,38700,1921,2945
VIP_041,15:00,-93,-9,3.37,0.66,7.54,16,755398,4.9,1.82,5.19,881883,9404,8113,720,1328
VIP_042,15:00,-75,-8,2.22,3.79,2.69,5.7,481855,4.86,2.47,5.93,488207,33227,24246,65,903
VIP_043,15:00,-79,-13,1.03,5.32,5.28,15.6,798782,0.28,4.76,2.06,152123,23062,40043,1411,2074
VIP_044,15:00,-115,-14,4.74,3.99,8.39,14.2,167846,4.55,2.45,11.48,514388,33297,37139,4432,348
VIP_045,15:00,-62,-12,3.85,5.12,1.63,11.8,393181,3.09,1.33,1.34,341081,34015,11573,902,567
VIP_046,15:00,-64,-7,0.6,3.21,3.44,3.9,785622,1.47,1.71,0.75,473583,7800,1624,2328,2311
VIP_047,15:00,-118,-12,3.28,1.05,6,15.1,421076,4.06,0.12,4.91,680201,30873,45174,1382,14
VIP_048,15:00,-110,-8,1.04,3.32,10.09,18.2,666279,0.1,1.45,4.56,204422,37713,11960,835,2097
VIP_049,15:00,-105,-9,5.48,0.85,3.1,15.5,799980,4.59,2.37,10.07,943949,9438,23154,4767,1611
VIP_050,15:00,-98,-12,0.06,1.48,3.33,2.3,201701,5.01,2.84,6.39,751160,4528,40665,4459,180
VIP_051,15:00,-81,-7,2.92,3.14,11.43,8.2,287369,3.95,2.79,4.07,670702,25957,28344,3244,1114
VIP_052,15:00,-65,-10,5.09,3.13,5.14,7.5,891553,4.87,0.28,1.18,979975,37527,43826,3727,470
VIP_053,15:00,-112,-16,4.18,1.02,3.34,19.9,648450,1.84,2.11,8.31,695507,48395,42828,3129,1357
VIP_054,15:00,-64,-13,1.67,0.79,5.96,8.6,878989,4.42,1.63,10.13,323418,24733,32918,507,735
VIP_055,15:00,-81,-9,4,3.38,0.84,8.6,649313,3.15,3.05,2.06,688234,32475,26367,699,2949
VIP_056,15:00,-82,-7,1.7,1.15,3.59,10.8,130261,1.57,1.79,0.38,372150,1152,18485,4286,2166
VIP_057,15:00,-89,-14,1.14,4.55,5.42,8.3,205696,1.58,1.92,9.44,319922,37362,10784,2134,2280
VIP_058,15:00,-106,-14,0.36,3.87,7.14,3.2,325217,5.35,0.39,1.44,939667,11846,46559,4958,2459
VIP_059,15:00,-68,-15,1.42,2.82,9.19,10.5,812141,1.69,2.07,8.45,437073,35185,21187,1504,45
VIP_060,15:00,-107,-11,3.52,1.94,9.87,19.5,309750,0.33,5.12,1.76,886796,16935,42366,4920,2457
VIP_061,15:00,-69,-15,2.03,2.7,3.95,17.9,814958,0.34,0.85,2.93,170051,24777,5256,1662,146
VIP_062,15:00,-110,-13,3.04,1.69,10.39,15.9,710522,2.35,4.92,7.63,845690,11388,47808,3948,1017
VIP_063,15:00,-60,-9,4.72,1.29,10.31,2.8,840543,5.15,3.53,5.47,910957,12933,26750,4318,1715
VIP_064,15:00,-76,-7,1.92,0.84,7.85,7.2,183153,4.23,4.31,6.12,511131,9922,15091,2700,1681
VIP_065,15:00,-68,-9,1.75,2.92,8.59,7.7,246454,1.36,0.1,2.07,184731,7482,36717,1422,436
VIP_066,15:00,-86,-12,2.61,4.29,0.24,17.6,653104,0.38,2.17,3.68,509799,24946,32556,1980,1077
VIP_067,15:00,-79,-14,1.02,5.32,4.26,8.9,612901,2.03,4.3,11.46,504870,39982,20866,2550,2138
VIP_068,15:00,-110,-13,2.45,3.33,10.22,6.8,450546,1.36,4.1,7.51,467461,41282,31039,2892,2928
VIP_069,15:00,-63,-15,3.99,5.07,2.57,11.4,743594,1.43,1.63,5.45,228592,1470,7053,3454,304
VIP_070,15:00,-91,-13,2.6,0.73,8.48,17.4,978868,0.18,1.17,4.48,507599,11367,48161,2533,747
VIP_071,15:00,-118,-6,4.41,1.01,8.33,12.1,520746,3.03,4.49,4.27,829731,19936,30107,4042,1930
VIP_072,15:00,-86,-13,3.9,2.65,1.71,0.7,444849,1.42,5.44,11.33,791725,21561,49005,67,1445
VIP_073,15:00,-113,-7,5.24,4.8,5.96,19.1,934588,1.32,4.46,11.01,604227,40858,28735,4897,2670
VIP_074,15:00,-94,-7,2.44,5.46,1.81,8.8,133078,4.9,3.13,5.98,349387,40456,49968,4227,2403
VIP_075,15:00,-61,-7,1.62,0.98,3.38,16,382343,4.1,3.57,5.8,302259,7661,39109,4827,1145
VIP_076,15:00,-93,-11,2.8,3.35,2.72,2.1,660089,4.16,4.64,8.81,750748,11989,26482,3837,1309
VIP_077,15:00,-105,-8,3.43,5.31,1.26,10.3,307786,0.23,5.06,11.62,129047,39663,29209,652,739
VIP_078,15:00,-103,-9,1.5,1.15,8.22,12.3,225415,1.28,0.91,9.55,942736,40664,6569,792,1800
VIP_079,15:00,-81,-16,4.09,1.7,3.34,13.2,917524,2.83,0.36,3.76,794000,19004,29277,4489,24
VIP_080,15:00,-119,-13,1.49,3.41,10.71,6.1,175824,0.52,1.12,5.22,708174,35225,36149,2850,2681
VIP_081,15:00,-74,-6,1.4,5.45,2.11,14.9,825747,2.61,1.97,0.35,527677,6810,16144,3669,327
VIP_082,15:00,-109,-11,0.68,5.04,4.89,17.5,851711,3.92,3.05,6,850484,28083,47553,4982,133
VIP_083,15:00,-108,-6,0.51,5.24,3.72,19,324121,4.5,4.92,2.75,829184,40195,20801,328,181
VIP_084,15:00,-93,-13,3.94,3.61,9.72,10.3,895108,3.9,5.46,8.22,570935,41835,28757,669,1029
VIP_085,15:00,-92,-15,2.19,3.32,2.02,8.5,386842,3.05,2.81,11.75,287933,29164,10370,3210,1823
VIP_086,15:00,-70,-9,0.86,3.91,6.44,13.4,355695,1.02,2.88,6.11,546860,23822,35106,3907,2487
VIP_087,15:00,-100,-10,1.56,5.32,5.55,5.8,471511,2.25,4.14,5.04,136296,12798,48991,1789,2944
VIP_088,15:00,-111,-8,4.88,0.73,4.79,18.8,198871,5.39,2.17,7.47,528027,7210,7927,1571,345
VIP_089,15:00,-94,-16,2.89,2.24,7.42,2.5,679809,2.52,0.99,3.61,636252,49662,26832,411,1913
VIP_090,15:00,-74,-8,3.38,1.47,11.73,3.2,739144,2.65,1.53,1.2,631739,28968,17741,3067,661
VIP_091,15:00,-63,-7,2.3,0.79,7.65,11.2,657255,2.37,3.37,7.74,209680,41243,17597,307,2978
VIP_092,15:00,-64,-8,0.65,5.5,10.31,18.5,331307,2.1,0.81,12,199989,17303,46356,2684,1331
VIP_093,15:00,-66,-10,2.1,0.91,11.72,4.3,242106,2.41,2.03,0.29,792412,11998,40229,4627,2425
VIP_094,15:00,-66,-10,4.2,0.92,3.64,4,883898,3.83,0.06,8.78,491630,7505,32341,4110,2209
VIP_095,15:00,-64,-12,2.94,2.36,4.1,1.8,535239,1.05,3.93,2.52,589082,38099,27967,4828,2909
VIP_096,15:00,-71,-6,0.49,4.26,8.7,9.5,876497,0.41,0.24,6.62,635866,22335,9186,2587,1466
VIP_097,15:00,-90,-12,0.7,4.8,11.72,9.5,415241,2.61,3.39,1.83,599066,3008,4407,1272,1305
VIP_098,15:00,-115,-6,4.13,4.13,8.99,5.6,812680,2.1,0.1,10.96,485604,27307,45819,161,532
VIP_099,15:00,-62,-15,0.56,2.34,1.97,12.7,141578,5.27,0.74,3.33,865445,3013,19296,2088,2385
VIP_100,15:00,-74,-15,2.53,4.26,11,16.2,870683,0.71,3.38,1.43,508447,16630,13760,706,319
VIP_101,15:00,-65,-13,2.36,0.85,0.98,17,317230,0.54,3.43,6.29,824923,20826,34131,913,1924
VIP_102,15:00,-71,-6,4.47,1.56,5.05,14.5,717659,1.82,0.83,6.38,399992,3802,3448,4317,658
VIP_103,15:00,-75,-9,3.83,0.43,5.8,16.9,687044,3.33,0.77,0.36,502560,14489,44535,4366,246
VIP_104,15:00,-102,-9,3.97,1.04,6.09,5,582833,4.14,3.69,1.39,877840,43906,14849,312,423
VIP_105,15:00,-115,-16,2.29,4.34,4.17,5.5,354337,0.2,3.33,11.81,339824,47706,32154,194,2236
VIP_106,15:00,-64,-15,3.93,1.1,5.36,18.8,438903,1.13,2.03,7.85,518244,27394,31274,4042,1019
VIP_107,15:00,-63,-16,2.3,2.36,3.99,4.8,359138,1.91,1.4,5.75,879224,42618,16782,3614,1683
VIP_108,15:00,-119,-10,3.89,2.41,0.68,8.4,263591,4.75,1.72,11.65,500948,32181,10021,2443,164
VIP_109,15:00,-119,-11,1.86,3.94,8.25,15.1,569787,3.46,4.1,11.07,858978,3184,37076,484,1463
VIP_110,15:00,-116,-13,3.16,3.44,5.36,11,630781,3.91,3.67,7.77,853106,16458,41526,2810,131
VIP_111,15:00,-88,-8,1.5,0.56,8.54,12.2,386555,5.12,4.11,1.33,223994,11517,42700,2735,1269
VIP_112,15:00,-60,-9,5.35,0.8,10.5,7.2,351783,1.96,0.7,11.66,559114,40503,21003,4137,2138
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,16:00,-79,-7,2.41,1.6,7.28,12,233208,2.52,2.38,1.26,778160,11679,32851,4449,2156
VIP_002,16:00,-113,-13,2.79,0.52,11.55,0.8,314899,1.59,0.14,1.95,984889,1436,49865,3966,1037
VIP_003,16:00,-117,-14,5.05,2.46,3.59,15,928704,3.88,0.26,10.57,817661,23237,9869,2301,617
VIP_004,16:00,-92,-6,1.22,2.48,11.19,6.5,543692,5.09,4.07,8.31,463271,18993,45642,4825,766
VIP_005,16:00,-79,-10,0.47,3.44,3.58,4.1,506651,2.49,1.62,6.63,632443,3396,9738,4701,2564
VIP_006,16:00,-83,-13,3.91,1.49,2.69,9.2,811713,2.42,4.58,10.3,611934,13705,11160,4309,765
VIP_007,16:00,-71,-9,2.02,1.75,9.75,12.7,936839,3.41,3.86,0.64,216618,28060,41393,1720,2663
VIP_008,16:00,-74,-13,4.96,4.62,7.03,1.7,747468,3,5.24,10.17,886551,34400,28568,1065,1240
VIP_009,16:00,-108,-6,5.2,4.78,1.69,10.4,177545,1.55,0.31,1.14,988214,19235,34474,61,191
VIP_010,16:00,-83,-8,5.22,2.46,5.95,2.7,615873,0.28,3.44,1.41,364509,3994,4734,2787,881
VIP_011,16:00,-78,-11,4.32,2.51,5.08,6.1,604190,2.56,4.9,8.53,539762,27281,25066,1140,1537
VIP_012,16:00,-106,-14,0.83,1.01,3.87,18.1,858921,1.81,0.4,9.47,868094,25976,18802,2578,2861
VIP_013,16:00,-103,-11,3.51,0.78,1.24,9,560012,0.88,5.25,10.99,769803,40867,5892,653,986
VIP_014,16:00,-80,-15,2.8,0.37,4.88,18.3,505141,3.6,2.9,5,582661,35799,15529,1692,1022
VIP_015,16:00,-106,-15,4.36,2.1,10.87,1.6,261771,0.87,0.14,2.15,154983,39625,12521,457,2738
VIP_016,16:00,-62,-7,4.6,1.42,3.96,13.4,774015,0.39,5.21,9.46,590163,14120,40019,4744,1718
VIP_017,16:00,-87,-9,0.22,1.12,7.2,17.4,544582,4.31,2.14,4.63,490350,11247,48993,3103,383
VIP_018,16:00,-100,-15,4.1,1.37,7.96,6.8,398551,0.32,2.51,3.77,439073,8062,2920,2605,2441
VIP_019,16:00,-66,-13,1.78,0.45,5.88,14.5,968055,1.67,0.78,11.52,644450,5239,14568,2458,1465
VIP_020,16:00,-95,-11,3.5,0.55,0.08,1.4,993858,3.73,1.66,0.24,530411,48851,2779,1160,841
VIP_021,16:00,-119,-9,2.58,4.01,4.14,6.7,850477,2.74,5.12,5.08,704911,20321,49080,2697,371
VIP_022,16:00,-71,-9,1.08,2.62,8.21,11.5,959688,4.84,2.68,8.71,549292,43383,22554,620,2494
VIP_023,16:00,-96,-11,5.4,5.23,7.58,9.5,168040,3.48,2.03,11.64,547307,49445,46800,751,2367
VIP_024,16:00,-83,-11,1.92,2.71,10.99,6,715054,0.39,1.48,3.65,348436,27851,45746,3779,326
VIP_025,16:00,-114,-15,1.19,0.24,9.49,11.7,948277,3.8,4.96,7.31,182426,36764,2128,3447,1140
VIP_026,16:00,-60,-10,4.6,2.58,2.49,6.2,592055,0.54,5.02,6.21,462620,40840,28075,4158,105
VIP_027,16:00,-108,-10,1.94,4.93,0.56,15,178691,0.25,1.07,2.27,375387,26798,32493,1375,1963
VIP_028,16:00,-61,-13,1.7,5.25,5.89,5.6,696530,1.06,1.8,11.37,741531,41913,4166,4683,889
VIP_029,16:00,-99,-16,1.58,3.99,8.25,4.2,918170,1.74,4.87,8.5,662988,12123,36934,1965,2422
VIP_030,16:00,-94,-12,0.14,1.3,10.27,14.3,944842,5.49,0.17,6.01,871400,46971,41986,4710,11
VIP_031,16:00,-113,-12,2.22,0.8,6.67,14.6,149322,3.01,4.31,9.31,621287,21153,5915,178,2468
VIP_032,16:00,-104,-14,5.31,0.81,10.48,10.3,140367,0.38,2.79,9.26,668536,11044,43542,88,1449
VIP_033,16:00,-92,-7,4.67,3.34,0.32,7.2,448664,0.4,0.07,4.29,646773,45947,46512,1263,1135
VIP_034,16:00,-107,-9,2.17,4.68,4.77,6.6,898981,5,4.16,7.62,646213,31907,33576,4346,1293
VIP_035,16:00,-67,-14,4.21,1.21,2.45,8,803322,2.71,0.55,2.79,676660,49050,28651,1113,780
VIP_036,16:00,-113,-13,0.2,3.28,11.47,0.7,773908,3.13,0.53,5.42,128082,7856,17426,1508,33
VIP_037,16:00,-73,-13,4.57,0.77,3.05,6.6,105164,4.26,3.68,1.25,296984,29560,23570,3875,2000
VIP_038,16:00,-118,-16,4.01,2.03,3.57,18.3,644415,3.66,0.76,5.13,616095,9719,10334,1951,2450
VIP_039,16:00,-117,-6,3.92,1.46,0.62,11.7,266366,3.66,5.02,1.19,784824,25904,46788,3886,1039
VIP_040,16:00,-88,-16,4.97,5.45,8.96,8.6,223442,4.08,3.2,4.3,456475,46748,9503,1071,1818
VIP_041,16:00,-81,-16,1.07,1.67,11.2,3.8,173481,0.61,4.99,4.14,553927,9686,19408,4954,2315
VIP_042,16:00,-113,-10,3.87,4.73,0.13,0.6,676200,0.97,3.01,8.84,745208,14122,29630,216,2636
VIP_043,16:00,-114,-9,1.91,3.02,8.15,4.7,242297,2.05,1.32,9.69,772146,17126,25711,4367,1209
VIP_044,16:00,-108,-16,1.14,0.32,1.12,11.2,275558,1.94,1.04,9.3,230704,33065,15267,469,2881
VIP_045,16:00,-65,-15,5.35,1.59,0.17,14,437273,3.64,4.75,8.56,994950,10144,1123,3675,1270
VIP_046,16:00,-63,-12,5.3,1.37,4.39,14.9,577523,2.67,0.87,9.84,526763,29259,31773,3126,1647
VIP_047,16:00,-78,-16,2.23,0.76,11.51,5.6,524595,1.33,2.97,8.59,858106,5881,23293,2901,2189
VIP_048,16:00,-70,-13,0.32,0.13,3.84,11.8,531520,5.09,5.19,6.39,579889,10503,33832,304,1195
VIP_049,16:00,-83,-15,1.68,3.8,4.7,12.3,549533,1.91,0.94,10.3,286312,34384,34981,3777,2492
VIP_050,16:00,-66,-11,4.69,3.63,2.66,10.8,703742,1.1,0.07,0.13,131043,3249,38847,91,139
VIP_051,16:00,-100,-6,1.63,3.24,8.83,2.6,872886,0.06,1.76,3.82,190577,30828,34651,4178,1516
VIP_052,16:00,-105,-14,4.13,4.33,5.96,2.7,746422,2.08,1.02,6.43,726954,31074,8424,2139,603
VIP_053,16:00,-92,-12,4.57,2.49,6.04,1.1,419988,2.26,5.49,10.53,136096,26806,3253,3212,1866
VIP_054,16:00,-112,-16,3.5,1.21,6.98,7.2,864607,3.38,2.32,0.21,878156,27498,27828,2526,1415
VIP_055,16:00,-93,-10,4.89,5.32,8.97,19.8,639538,2.32,2.94,5.77,509143,7787,49614,2082,827
VIP_056,16:00,-94,-6,4.05,0.81,10.32,19.9,382777,2.12,2.12,0.14,132064,32324,23037,1207,205
VIP_057,16:00,-76,-16,0.06,3.15,7.44,16.6,434229,1.83,3.34,5.45,685433,49076,40627,4952,361
VIP_058,16:00,-104,-13,2.89,0.55,8.17,9.5,213675,0.36,1.2,7.43,582498,2974,26253,4410,2626
VIP_059,16:00,-114,-6,2.01,3.8,8.2,17.1,536038,3.99,3.59,1.49,701841,17044,29839,3449,903
VIP_060,16:00,-104,-15,2.2,2.2,10.34,19,863798,2.84,2.72,0.95,270284,3725,29932,3070,331
VIP_061,16:00,-118,-15,2.82,3.66,8.93,9.7,247342,2.17,2.23,0.18,331659,2423,28651,2897,2348
VIP_062,16:00,-62,-6,0.43,1.73,1.43,10,734802,2.97,1.12,3.43,715056,31177,39694,1788,235
VIP_063,16:00,-80,-11,2.68,2.07,10.05,18.4,242996,2.52,2.41,6.41,297268,37269,14057,4776,81
VIP_064,16:00,-78,-14,5.44,0.93,10.38,4,119312,3.12,0.35,1,535848,24233,1296,4295,1096
VIP_065,16:00,-115,-8,2.85,1.16,4.56,3.7,990268,2.22,0.84,6.22,531589,40406,36528,4653,1666
VIP_066,16:00,-116,-14,2.86,0.48,0.57,15.9,995566,0.78,5.06,5.36,649927,48238,25452,2444,1791
VIP_067,16:00,-64,-15,2.11,3.82,9.01,10.4,537512,1.29,3,10.33,233547,10241,10840,4277,2408
VIP_068,16:00,-88,-6,5.27,1.94,8.4,5.7,594534,0.82,0.89,10.94,867014,39956,45904,739,2353
VIP_069,16:00,-99,-13,0.69,4.12,5.29,19,891472,1.51,5.36,5.36,784097,35684,17632,2884,1598
VIP_070,16:00,-63,-10,2.46,3.21,4.99,9.9,987758,3.41,0.58,8.94,397362,14541,46983,3848,1839
VIP_071,16:00,-80,-8,0.13,0.26,7.34,1.7,697143,4.92,3.77,3.42,291259,12493,30365,540,504
VIP_072,16:00,-81,-8,2.64,0.94,0.06,13.6,778032,4.65,1.28,9.8,244091,4820,37742,3708,781
VIP_073,16:00,-76,-8,3.87,5.01,11.33,5.3,367884,4.92,4.37,8.92,279708,49231,11924,2948,1452
VIP_074,16:00,-92,-10,2.4,4.39,10.05,9.7,609129,1.68,4.79,10.85,211025,31196,23438,3789,1300
VIP_075,16:00,-86,-11,1.59,1,6.88,14.8,133756,1.49,5.27,7.04,665755,27684,11938,3088,1070
VIP_076,16:00,-87,-13,0.92,1.26,0.11,17,663854,0.98,3.02,0.23,371966,21721,31630,742,1799
VIP_077,16:00,-81,-11,4.46,3.1,8.05,2.3,503951,3.3,0.75,5.86,915479,21135,24634,4937,2676
VIP_078,16:00,-92,-8,5.43,5.11,6.11,13.4,554177,1.85,4.64,3.76,907776,17555,22405,3522,608
VIP_079,16:00,-78,-16,2.01,0.6,10.55,2.2,311756,0.92,2.98,2.27,762943,41685,22987,4297,1530
VIP_080,16:00,-66,-12,0.4,0.81,1.02,9.4,481255,3.62,4.16,7.15,485397,18073,2736,1942,1633
VIP_081,16:00,-92,-8,0.96,5.05,10.61,8.7,851551,0.75,1.59,9.99,661169,33225,4202,866,517
VIP_082,16:00,-114,-12,1.02,1.12,6.02,18.9,427679,3.39,5.5,1.86,422545,40332,34091,3963,1692
VIP_083,16:00,-87,-9,1.62,0.83,0.2,10.4,524406,0.39,5.37,2.81,329228,49956,10075,3645,2599
VIP_084,16:00,-68,-8,2.56,2.95,10.17,12.1,604288,5.48,3.31,8.51,103148,11680,43775,1228,924
VIP_085,16:00,-87,-7,0.79,1.35,11.85,5.3,835255,1.94,5.05,3.26,261184,14640,30852,4798,65
VIP_086,16:00,-96,-7,3.36,1.49,6.64,5.9,451538,2.15,0.77,11.43,841843,48023,11333,2102,2214
VIP_087,16:00,-117,-7,3.97,4.51,0.38,19.3,571362,4.25,3.75,9.77,105410,45926,31610,2974,1384
VIP_088,16:00,-67,-6,3.56,1.01,4.83,7.1,306085,0.08,4.88,5.65,286156,17641,6254,935,2325
VIP_089,16:00,-111,-9,0.1,4.95,0.67,15.1,366008,0.95,3.49,11.39,642722,21481,47360,1289,1885
VIP_090,16:00,-102,-14,0.8,5.14,5.72,16.6,350106,5.37,5.49,10.3,618668,35051,31914,2993,908
VIP_091,16:00,-116,-13,3.67,4.96,7.78,14.9,278915,2.61,2.2,3.93,393121,6493,24284,261,473
VIP_092,16:00,-111,-8,1.67,0.68,4.56,8,792423,3.97,1.75,10.32,828857,19011,42882,4548,2585
VIP_093,16:00,-87,-8,2.49,4.37,4.94,18,404997,0.48,4.96,10.81,842861,44844,41209,4928,586
VIP_094,16:00,-102,-15,2.14,3.01,7.67,6.7,875581,0.6,0.78,5.63,913455,17658,1522,4474,1732
VIP_095,16:00,-73,-8,2.87,1.14,9.42,2.5,256080,4.51,2.03,11.48,258334,11264,7947,4829,140
VIP_096,16:00,-85,-9,1.55,2.05,9.07,16.2,394400,0.9,3.15,4.51,542700,44123,12398,4973,752
VIP_097,16:00,-70,-9,1.22,2.82,10.4,19.1,660149,2.74,0.85,1.31,353463,30958,15838,3777,2395
VIP_098,16:00,-113,-11,4.23,4.71,5.66,19.5,630747,3.69,3.26,9.12,274825,28790,16086,2085,645
VIP_099,16:00,-91,-12,4.16,5.28,9.44,5.8,862583,5.04,3.7,2.08,768006,48335,9240,2711,1259
VIP_100,16:00,-84,-11,2.38,5.31,7.13,3.1,963302,0.96,0.06,3.93,549204,49365,20088,100,2794
VIP_101,16:00,-95,-12,0.33,1.9,5.79,4.5,912735,1.55,0.69,7.46,152045,35423,30447,871,2727
VIP_102,16:00,-79,-12,0.76,2.34,8.42,10.4,173981,4.82,2.51,5.21,495968,40742,8120,1848,2135
VIP_103,16:00,-89,-9,0.18,5.04,0.27,8.1,537341,0.42,5.4,10.1,416531,41342,9573,4247,783
VIP_104,16:00,-93,-14,2.79,3.08,4.31,2.8,774719,0.63,1.36,2.53,101488,13079,47384,4400,1255
VIP_105,16:00,-119,-9,1.5,5.12,2.2,1.7,392072,3.64,1.67,1.73,709837,44903,6053,1250,2183
VIP_106,16:00,-101,-15,4,3.46,4.66,13.9,152676,0.5,3.04,6.69,610176,14744,6462,2947,2065
VIP_107,16:00,-88,-14,1.56,2.75,3.4,10.4,477275,0.83,2.9,0.27,788946,16280,46652,4156,725
VIP_108,16:00,-116,-8,2.8,1.29,5.97,6.2,735701,4.7,0.74,4.84,852916,19666,15792,1317,1146
VIP_109,16:00,-92,-15,2.4,1.85,8.09,15.6,156492,0.76,0.5,0.06,546906,27729,21896,299,160
VIP_110,16:00,-95,-13,2.7,2.4,3.53,11.9,928009,3.14,0.29,9.44,766930,13003,48960,898,662
VIP_111,16:00,-84,-10,5.01,1.06,3.62,4.5,954169,3.86,5.43,5.25,666456,30246,39641,3987,1419
VIP_112,16:00,-68,-9,3.31,3.3,10.69,1.1,218387,2.45,1.04,12,607297,29279,19320,3623,99
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,17:00,-62,-12,3.79,5.23,4.39,14.4,893653,0.47,5.27,11.67,653512,14757,49449,4517,2379
VIP_002,17:00,-77,-9,4.87,4.46,4.61,18.7,884448,0.07,5.24,2.15,124139,43691,9690,3725,68
VIP_003,17:00,-88,-16,1.71,4.63,2.65,17.4,724874,0.81,0.57,7.08,489873,49667,43306,3329,2357
VIP_004,17:00,-76,-13,0.1,5.23,9.58,4.6,978175,5.5,4.17,4.16,595214,38824,27522,4207,280
VIP_005,17:00,-72,-15,4.65,3.61,6.33,10,964734,1.37,0.38,2.38,492226,43268,5947,718,681
VIP_006,17:00,-107,-6,2.9,2.67,8.38,4.5,751143,2.07,4.58,5.06,986882,28270,34991,1503,1321
VIP_007,17:00,-66,-13,2.61,4.28,2.73,18.7,585745,1.76,4.2,0.1,380369,49545,17347,3922,2578
VIP_008,17:00,-96,-7,3.96,2.39,11.34,8,193894,3.32,2.25,3.49,111934,27381,7019,2184,2000
VIP_009,17:00,-76,-9,0.92,2.59,3.78,13.9,478989,0.33,1.21,10.36,836294,4224,6843,4423,810
VIP_010,17:00,-64,-6,3.08,0.9,1.61,7.8,110585,1.65,4.24,6.35,706577,19055,26556,4640,2589
VIP_011,17:00,-100,-15,5.37,0.86,2.45,13.1,239029,0.73,2.66,7.88,469741,3048,36216,4918,857
VIP_012,17:00,-103,-16,4.83,5.36,2.41,13.5,970672,1.74,2.28,3.67,667657,8503,47871,2066,383
VIP_013,17:00,-94,-15,2.82,2.08,3.91,19,138899,3.26,1.2,1.78,604641,29935,11824,339,2704
VIP_014,17:00,-117,-7,3.19,4.92,4.25,10.6,483259,0.98,2.6,9.27,208022,49932,20671,2630,1385
VIP_015,17:00,-61,-11,4.19,1.05,10.62,17,859718,4.7,1.92,0.41,665973,39266,44110,4888,1329
VIP_016,17:00,-88,-14,0.54,1.87,1.74,8,666064,0.39,5.27,1.01,414583,4207,14621,784,1180
VIP_017,17:00,-87,-10,0.94,1.37,9.12,11.4,725522,4.77,4.08,2.4,998225,31974,18053,1722,152
VIP_018,17:00,-83,-8,2.7,5.23,6.9,18.1,131251,3.73,0.81,4,270393,8515,43607,2601,2278
VIP_019,17:00,-88,-7,2.5,3.8,3.81,5,304492,2.2,0.25,11.89,654422,6201,14727,4772,264
VIP_020,17:00,-95,-16,5.41,1.91,7.1,19.6,841033,2.81,2.19,9.76,652060,28548,42187,1057,2558
VIP_021,17:00,-115,-16,3.7,0.7,0.54,11.2,816776,3.81,3.26,6.81,861264,45182,6826,4752,269
VIP_022,17:00,-104,-11,0.66,3.61,9.28,13.8,949320,3.76,1.37,8.56,178586,6757,38773,1603,799
VIP_023,17:00,-97,-12,2.09,4.43,7.71,9.7,109626,4.18,5.46,0.54,883210,12013,11934,2600,1076
VIP_024,17:00,-81,-8,1.78,4.57,7.78,12,303552,2.24,3.95,8.25,928746,16741,48117,4536,2069
VIP_025,17:00,-96,-9,1.91,4.77,8.47,7.1,610513,1.17,1.41,9.77,620106,43613,8383,4229,1432
VIP_026,17:00,-113,-13,2.28,5.2,1.68,16.6,940889,5.13,0.17,0.91,223021,7997,6964,3884,2049
