,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Sri Lanka,Bharti Airtel,413/05,15:00,-64,-9,4.85,0.99,4.12,0.9,224986,3.68,2.77,2.28,149800,11122,4314,1790,1006
Sri Lanka,Dialog Axiata (ex MTN),413/02,15:00,-80,-13,2.21,2.8,9.16,8.5,192363,1.98,3.37,3.41,592300,37378,3080,4555,2352
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,15:00,-72,-13,0.75,4.35,3,19.2,385030,3.52,3.07,7.17,703134,2003,17946,3512,920
Myanmar,Ooredoo Myanmar,414/05,15:00,-68,-14,2.48,5,8.49,8.2,614136,1.42,3.25,4.62,805286,28240,6191,3111,2845
Myanmar,Myanmar Post and Telecommunication,414/01,15:00,-81,-14,1.9,3.19,3.47,13,863904,3.75,1.22,8.23,236906,25432,40786,2224,24
Saudi Arabia,Mobily,420/03,15:00,-70,-16,1.23,0.25,2.53,11.2,103654,0.84,5.4,7.9,487028,12475,47950,2525,1029
Saudi Arabia,Saudi Telecom Company,420/01,15:00,-81,-13,5.25,1.05,5.59,15.5,965662,2.5,4.76,11.3,166352,37583,30775,490,803
United Arab Emirates,Etisalat(UAE),424/02,15:00,-67,-8,0.43,5.49,1.65,1.7,671377,0.73,4.03,3.49,365420,29370,13855,4602,2803
Bahrain,Batelco,426/01,15:00,-83,-15,4.91,0.58,0.67,15.4,209850,0.12,4.81,8.34,118918,22191,35274,2681,1029
Qatar,Q-Tel,427/01,15:00,-83,-12,0.37,0.45,5.76,12.3,491432,5.19,2.43,4.13,312200,22473,24404,2455,2823
Japan,NTT Docomo,440/10,15:00,-83,-9,1.8,2.86,5.74,9.3,628538,5.38,4,7.79,412696,48750,22153,4404,2111
Japan,Soft Bank (Vodafone KK),440/20,15:00,-91,-6,4.47,1.58,6.33,3.5,889129,4.44,0.72,5.14,727946,5259,4833,2573,2970
South Korea,LGT Telcom,450/06,15:00,-94,-16,4.05,3.32,7.75,5.3,717965,0.59,2.75,8.26,355267,35854,37317,4540,685
South Korea,SK Telecom,450/05,15:00,-115,-12,0.23,5.07,6.79,12.8,705609,3.4,2.21,2.18,489264,2965,31597,4749,1991
Vietnam,Viettel,452/04,15:00,-99,-14,3.69,2.73,9.36,9.7,887044,1.71,2.08,6.69,520416,18835,18053,1034,120
Vietnam,Vinaphone,452/02,15:00,-89,-13,5.37,4.87,3.27,8.2,518665,4.2,2.41,1.09,216997,10311,11140,2726,376
Vietnam,Vietnam Mobile Telecom (VMS),452/01,15:00,-102,-8,1.61,5.28,5.98,2.3,617413,1.13,2.72,11.45,885837,43261,25951,725,1775
Hongkong,CSL (C&W),454/00,15:00,-101,-12,0.75,1.68,11.17,14.8,727501,2.49,4,6.23,986930,42862,31333,1687,148
Hongkong,PCCW-HKT Telephone Limited,454/19,15:00,-105,-16,3.61,0.4,6.32,15.9,553821,5.13,3.28,5.97,589014,7954,10533,1034,735
Hongkong,China Mobile - Peoples,454/12,15:00,-61,-13,2.77,5.39,9.54,11.1,919064,4.95,1.57,10.29,521800,6838,27360,945,736
Hongkong,H3G(HONG KONG),454/03,15:00,-97,-16,1.09,5.18,1.35,11.8,300579,5.28,5.25,4.35,959575,16403,41558,3453,1815
Macao,Hutchison 3,455/03,15:00,-119,-11,4.65,1.57,4,5.7,319188,0.19,2.45,8.65,170102,19023,46505,2776,2306
Macao,CTM,455/01,15:00,-87,-15,0.61,2.04,0.81,5,688115,2.28,1.48,3.02,352021,26906,22288,3980,2977
CAMBODIA,CamGSM Mobitel,456/01,15:00,-70,-11,5.5,1.29,6.26,9.2,374980,1.99,2.62,8.46,781506,35367,9055,200,2795
CAMBODIA,Viettel,456/08,15:00,-79,-8,3.5,4.94,2.37,2.3,227862,4.77,0.76,2.99,827143,21940,47366,70,934
CAMBODIA,Latelz Co. Ltd,456/06,15:00,-91,-9,0.56,2.81,3.42,18.8,143324,4.4,3.99,6.88,172496,14301,2532,4325,2124
China,China Mobile,460/00,15:00,-114,-6,0.37,3.27,7.05,8.9,640608,2.65,3.39,1.47,317886,24602,10203,4293,2062
China,China Mobile,460/07,15:00,-95,-9,4.92,1.69,4.59,15.2,657737,4.04,3.88,3.85,177958,24871,23640,4490,347
China,China Mobile,460/02,15:00,-91,-9,3.67,0.85,7.95,11.1,392613,1.73,2.96,2.97,903632,47841,38564,1521,944
China,China Unicom,460/01,15:00,-78,-11,4.48,3.35,3.13,4.1,260182,5.38,0.37,3.56,879645,16437,48011,4811,1513
Taiwan,Taiwan Mobile (ex TCC),466/97,15:00,-92,-9,5.19,5.11,2.69,16.1,507773,0.19,3.69,11.45,105158,2233,37412,956,628
Taiwan,Chunghwa Telecom,466/92,15:00,-79,-9,4.72,0.77,2.02,6.1,109430,3.89,3.3,5.37,359903,26515,7889,1998,862
Taiwan,Fareastone,466/01,15:00,-115,-16,2.34,0.35,9.05,11.5,899513,0.18,3.19,6.18,228167,26541,22789,2965,455
Malaysia,Maxis,502/12,15:00,-112,-8,2.66,0.54,3.68,2.9,779615,3.02,1.44,1.73,464966,17411,45064,3025,2671
Malaysia,Celcom,502/19,15:00,-88,-15,2.57,5.04,7.78,10.9,518999,2.93,3.64,4.79,347344,12163,9835,4368,103
Malaysia,U Mobile Sdn Bhd,502/18,15:00,-75,-13,4.33,2.8,0.73,20,696587,3.46,0.4,11.87,759598,11262,20174,3566,2865
Malaysia,DiGi  Telecommunication,502/16,15:00,-112,-13,4.15,2.73,1.32,14.9,551162,3.65,2.76,4.37,551561,19569,16971,2201,1883
Australia,Optus,505/02,15:00,-74,-14,3.21,0.48,3.2,7.9,312843,1.61,3.03,2.54,702259,8125,2250,2765,1198
Australia,Telstra,505/01,15:00,-97,-7,2.2,4.11,4.51,3.6,437062,0.22,4.14,2.53,498182,36986,27216,3502,1445
Indonesia,Telkomsel,510/10,15:00,-102,-7,4.63,0.08,11.26,8.3,962442,2.66,3.05,8.87,824792,11825,29644,695,422
Indonesia,Hutchison,510/89,15:00,-93,-12,0.6,0.59,2.39,18,594354,3.89,0.59,9.02,252179,4897,43123,1476,2763
Indonesia,Excelcom Indo,510/11,15:00,-98,-8,4.29,2.23,10.9,16.2,652041,4.3,2.79,4.99,927911,40030,11458,2141,7
Philippines,Globetel,515/02,15:00,-66,-15,4.66,3.08,2.38,17.6,824031,2.72,4.7,0.32,602642,28056,41784,256,1304
Philippines,Digitel (Sun Cellular),515/05,15:00,-98,-8,2.68,0.34,2.26,7.8,792764,1.02,2.1,1.44,900424,42756,4901,540,1084
Thailand,Advanced Wireless Network Company Ltd.,520/03,15:00,-63,-7,2.38,3.48,11.91,2.2,453934,1.44,4.74,10.67,694261,38871,41979,3470,1735
Thailand,True Move  HSPA,520/00,15:00,-115,-10,4.46,3.72,8.87,3.7,253245,2,3.3,0.79,340064,33808,33198,4585,193
Thailand,Total Access (DTAC),520/05,15:00,-116,-10,2.67,2.36,0.71,19.3,555805,2.62,2.99,5.84,801287,48477,47460,3632,1551
Singapore,Starhub,525/05,15:00,-70,-15,3.14,3.76,4.56,1,897044,3.48,4,0.09,737678,26912,16036,3285,2316
Singapore,Mobile One,525/03,15:00,-66,-9,0.81,2.24,3.49,8.2,485330,3.58,1.02,5.09,780034,8596,24870,3255,2126
Brunei,B-Mobile,528/02,15:00,-70,-7,1.94,3.54,2.1,13.6,450772,1.76,3.56,1.17,787902,29934,21782,1373,326
Brunei,DST,528/11,15:00,-67,-12,4.5,3.61,1.84,17.1,621536,2.69,4.27,8.26,459729,18530,5975,2521,2856
New Zealand,Telecom New Zealand,530/05,15:00,-84,-16,4.28,0.85,2.52,16,786946,4.96,2.87,3.58,378177,13514,28323,4038,2446
New Zealand,Vodafone(NEW ZEALAND),530/01,15:00,-114,-11,3.2,2.14,8.26,7,626002,5.25,0.22,7.53,493754,18396,21495,4533,129
New Zealand,Two Degrees (NZ Communications),530/24,15:00,-101,-16,5.48,2.01,0.81,0.8,205769,1.22,4.89,11.88,190404,42761,8723,3927,1136
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,15:00,-114,-13,4.96,4.09,3.74,11.3,572107,0.64,1.91,9.87,255834,3623,4113,3004,551
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,16:00,-84,-7,0.35,2.24,10.01,10.2,120426,4.92,3.3,11.66,676702,19421,37552,4881,2732
Netherlands,T-mobile (ex Ben),204/16,16:00,-86,-13,3.79,0.61,4.73,8.7,375685,2.1,2.63,7.26,894445,36477,44663,983,1700
Netherlands,KPN (iBasis),204/08,16:00,-107,-12,5,3.19,5.34,9.1,961463,3.26,3.41,5.51,960672,30905,8896,4604,766
Belgium,Belgacom Mobile,206/01,16:00,-115,-6,0.67,0.48,7.9,8.6,452415,2.59,5.02,5.45,810916,28966,26696,4187,2039
France,Bouygues,208/20,16:00,-64,-12,3.12,3.95,2.54,6.4,593542,4.74,3.18,9.49,664395,26964,4326,1360,2274
France,Free Mobile,208/15,16:00,-110,-12,3.88,4.83,6.08,3.1,514472,0.64,4.58,6.55,508643,16020,45356,1395,2938
France,SFR (Cegetel),208/10,16:00,-81,-7,0.38,2.12,0.85,1.7,471360,4.47,4.41,0.26,533586,21424,37888,774,483
Andorra,Mobiland/STA,213/03,16:00,-114,-16,2.12,4.97,9.43,12.8,897013,4.29,3.37,1.32,731601,11149,6958,1487,1782
Spain,Telefonica Moviles(SPAIN),214/07,16:00,-77,-11,3.79,1.23,0.12,11.8,167491,3.63,2.23,2.05,110342,40150,6571,2107,1323
Spain,Vodafone (AirTel),214/01,16:00,-66,-10,1.58,5.22,6.2,8.8,833783,0.93,1.85,5.16,751164,44155,12220,727,2450
Italy,TIM (Telecom Italia),222/01,16:00,-60,-12,3.7,0.29,9.17,16.1,860560,1.2,5.42,9.59,502201,22169,24212,3448,2926
Italy,H3G(ITALY),222/99,16:00,-88,-7,3.02,3.49,1.21,3.5,708472,4.59,1.55,9.91,972623,44350,3484,4181,2415
Italy,Vodafone Omnitel,222/10,16:00,-71,-8,1.71,5.03,6.35,18.4,614951,1.36,4.92,2.39,507310,8800,24746,375,951
Switzerland,Swisscom,228/01,16:00,-104,-9,4.98,4.52,3.35,7.5,663008,0.06,0.63,8.41,365627,13689,17842,2534,2500
Switzerland,Sunrise DiAx,228/02,16:00,-120,-15,1.95,4.1,6.68,4.2,680487,4.67,1.68,5.4,593995,45689,39672,4224,2628
United Kingdom,Everything Everywhere,234/30,16:00,-79,-12,2.32,0.44,0.49,8.7,295997,2.66,0.91,9.48,700140,22185,24448,800,2759
United Kingdom,Telefonica O2 (CellNet),234/10,16:00,-68,-13,0.38,4.33,9.83,11.4,743193,0.31,2.63,4.69,296400,17537,37056,3663,2529
United Kingdom,Jersey Telecom (JT-Wave),234/50,16:00,-108,-12,3.8,3.5,4.76,10.6,286814,4.19,4.94,6.68,358693,30076,10741,4566,2455
United Kingdom,Everything Everywhere (ex-Orange),234/33,16:00,-86,-16,3.83,2.5,7.97,12.5,121348,0.49,4.66,0.55,308189,40394,30484,3147,2141
Sweden,Tele2 - Comviq,240/07,16:00,-86,-15,3.73,3.33,3.59,18,300036,1.83,0.12,5.01,351810,36792,30210,3221,2060
Sweden,"Telenor (Vodafone,Europolitn)",240/08,16:00,-68,-8,4.84,2.16,3.77,19.7,330420,5.13,0.84,4.68,212807,35043,23752,4644,2249
Norway,NetCom TeliaSonera,242/02,16:00,-61,-13,1,0.42,6.74,2.1,377342,0.36,1.84,6.8,506530,24267,38969,4850,1863
Estonia,EMT,248/01,16:00,-104,-6,3.58,0.8,7.33,2,189733,2.99,4.99,8.59,392289,46896,5442,1002,1983
Russia,Vimpelcom Beeline (KB Impuls),250/99,16:00,-84,-12,0.33,3.13,1.46,17.7,562245,1.69,3.9,6.48,411709,15726,8415,2161,2759
Poland,P4 Play,260/06,16:00,-69,-14,0.41,4.79,1.01,6.1,349937,1.54,0.54,7.11,114474,10044,35351,4464,2894
Germany,E-Plus,262/03,16:00,-116,-16,3.26,5.34,3.49,19.7,505412,4.07,4.84,8.46,958536,14933,24152,3793,105
Germany,Telekom Deutschland (T-Mobile),262/01,16:00,-72,-6,4.91,1.31,0.35,14.1,263174,4.18,4.56,1.77,123700,17714,33761,2256,483
Germany,Telefonica O2/viag,262/07,16:00,-60,-12,4.73,3.13,5.72,2.6,703777,3.42,2.94,6.59,515239,19346,31156,2873,139
Portugal,TMN,268/06,16:00,-109,-15,2.6,1.21,0.3,9.8,521762,5.34,4.63,6.4,334044,7522,1840,2787,2720
Turkey,AVEA (IS-TIM Aria),286/03,16:00,-94,-8,0.49,3.1,7.09,14.4,242278,5.22,0.56,4.44,569479,14762,25277,2230,250
MACEDONIA,T-Mobile (Mobimak),294/01,16:00,-88,-10,3.39,4.14,11.14,3.8,498470,3.61,5.04,10.71,943826,19747,1640,3218,1655
Canada,Rogers Wireless,302/61,16:00,-67,-6,4.42,0.33,5.05,19.3,370466,3.5,2.08,5.48,853612,4107,3281,816,266
Canada,Rogers Wireless,302/22,16:00,-91,-13,0.27,0.71,6.43,17.1,924512,5.5,1.35,5.25,571487,47379,31362,2267,2129
United States of America ,AT&T,310/41,16:00,-114,-16,3.94,0.89,2.68,5.4,975448,5.39,5.17,5.22,266512,21905,14305,2640,651
United States of America ,T-Mobile,310/26,16:00,-94,-13,4.22,2.25,10.97,9.2,180583,0.26,2.79,1.11,633592,33371,41311,3712,350
United States of America ,Southern Communications dba Southern LINC,310/15,16:00,-92,-15,3.91,2.34,0.52,15.4,660094,0.42,0.62,8.07,442408,19465,41502,4114,1457
Unted States,Verizon Wireless,311/48,16:00,-94,-10,0.39,1.23,4.86,4.2,299947,4.7,0.77,10.26,876983,44386,37117,2162,256
India,Airtel (Kolkata),404/31,16:00,-69,-16,4.02,4.32,7.48,14.5,328999,4.07,1.57,8.6,778837,7969,1976,2245,608
India,Airtel (Andhra Pradesh),404/49,16:00,-93,-9,3.74,1.05,0.54,14.2,126339,0.85,4.47,10.62,841297,25976,35767,1453,45
India,Airtel (Mumbai),404/92,16:00,-90,-9,3.68,3.79,5,18.7,403058,3.83,1.12,4.44,181710,23191,9070,3733,1735
India,Airtel (Kerala),404/95,16:00,-100,-9,3.57,0.74,0.97,1.4,578622,2.53,2.05,0.09,101099,34706,32054,480,90
India,AirTel (Chennai),404/03,16:00,-77,-9,0.29,2.46,4.24,1.7,394051,1.57,5.07,9.44,365736,25280,24678,856,2022
India,Vodafone India (Mumbai) Hutchison Orange,404/20,16:00,-110,-7,0.21,2.64,7.61,2.1,274827,1,2.75,7.73,185363,18416,36085,3553,1895
India,Airtel (Karnataka),404/45,16:00,-64,-6,4.14,1,0.1,12.3,182362,3.92,1.11,1.39,133688,27215,2943,3415,1888
India,Airtel (Maharashtra & Goa),404/90,16:00,-60,-13,3.49,1.04,7.88,12.7,300998,4.39,3.67,9.51,900639,18113,46627,2715,1469
India,India(404),404/94,16:00,-106,-9,0.12,2.72,4.5,19.5,207890,5.02,2.42,8.57,492870,19270,49209,3822,719
India,AirTel (Chennai),404/02,16:00,-68,-7,2.85,5.46,5.46,16,120492,2.57,1.31,9.28,453013,12511,30481,4227,1558
India,Airtel (Uttar Pradesh W),404/97,16:00,-60,-6,1.6,2.41,0.24,4.8,232464,5,3.25,1.05,335907,30120,3060,242,1835
India,Vodafone (New Delhi) Hutchision Essar,404/11,16:00,-103,-16,0.71,0.16,5.25,14.4,782529,1.02,3.81,5.35,433517,33021,35261,2514,1643
India,AirTel (Chennai),404/40,16:00,-65,-15,1.9,2.13,2.16,13.9,571303,2.5,5.3,3.75,267990,27670,42564,4429,2405
India,"Airtel (Rajasthan),Hexacom",404/70,16:00,-75,-15,3.95,2.2,5.99,3.3,718099,2.58,2.39,4.93,494833,7398,6831,1443,2287
India,Airtel (Madhya Pradesh),404/93,16:00,-76,-6,2.87,1.44,11.87,0.6,611766,2.15,1.3,5.12,649638,42768,43534,2870,2326
India,Airtel (Haryana),404/96,16:00,-65,-13,1.7,0.31,6.96,17.5,469931,5.4,3.97,3.55,516293,27644,24669,2431,1239
India,Airtel (Delhi),404/10,16:00,-98,-13,0.27,3.59,1.19,15.9,329934,3.06,1.6,4.55,128945,25138,28662,3005,926
India(405),,405/52,16:00,-83,-13,4.67,5.37,3.09,1.4,490990,3.87,4.67,1.84,420641,24579,23113,1176,2501
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,16:00,-109,-9,2.01,1.23,5.04,11.6,171383,3.9,2.95,3.42,238627,24400,32237,1089,1448
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,16:00,-111,-10,1.37,3.28,1.81,9.9,112389,0.62,4.9,9.25,550343,27718,26116,465,1808
Sri Lanka,Bharti Airtel,413/05,16:00,-94,-6,3.41,2.07,8.71,2.6,866553,4.96,3.54,9.18,702831,28705,3542,2504,308
Sri Lanka,Dialog Axiata (ex MTN),413/02,16:00,-112,-12,1.39,4.43,10.54,14.4,338529,0.91,2.6,8.8,645549,43292,16757,3248,91
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,16:00,-107,-13,2.31,5.47,7.36,10.2,233585,4.2,2.59,11.03,791914,13935,37784,3191,361
Myanmar,Ooredoo Myanmar,414/05,16:00,-104,-10,0.25,2.46,10.48,15.3,765755,2.62,1.88,6.14,690072,26534,14560,435,2033
Myanmar,Myanmar Post and Telecommunication,414/01,16:00,-83,-16,2.83,1.38,2.19,6.7,925791,4.64,3.23,2.65,130940,34895,38677,2801,1405
Saudi Arabia,Mobily,420/03,16:00,-79,-12,1.32,4.9,0.6,13,612259,0.29,2.47,5.21,325675,11732,16126,1215,744
Saudi Arabia,Saudi Telecom Company,420/01,16:00,-84,-13,1.38,1.72,6.9,7.8,609025,0.42,3.28,11.71,792586,22009,14914,3969,506
United Arab Emirates,Etisalat(UAE),424/02,16:00,-111,-8,0.78,2.26,6.65,8.7,407256,3.51,4.77,9.4,834349,30090,41582,2570,1368
Bahrain,Batelco,426/01,16:00,-61,-7,2.85,4.87,6.77,12.4,837831,2.84,1.11,5.66,497151,5288,26737,761,1939
Qatar,Q-Tel,427/01,16:00,-94,-10,3.44,2.06,6.09,13.1,675172,3.25,0.14,1.79,788972,34341,29524,2271,1623
Japan,NTT Docomo,440/10,16:00,-60,-10,5.45,3.36,9.53,6.6,666863,0.73,5.08,1.68,212103,7210,36763,3974,1695
Japan,Soft Bank (Vodafone KK),440/20,16:00,-70,-16,1.34,4.95,2.14,5.2,421651,2.77,0.73,8.57,631794,22106,3645,130,284
South Korea,LGT Telcom,450/06,16:00,-64,-11,2.74,0.8,0.62,19.6,123385,4.72,1.3,1.6,947125,48293,14607,2243,234
South Korea,SK Telecom,450/05,16:00,-91,-9,1.58,2.43,8.93,17.3,746902,2.54,4.13,9.32,673714,15734,2842,2092,1760
Vietnam,Viettel,452/04,16:00,-102,-13,0.16,3.75,11.14,8.7,991834,3.07,1.43,5.85,401374,19216,31214,170,2354
Vietnam,Vinaphone,452/02,16:00,-83,-6,4.94,1.37,2.6,12.2,643932,1.29,3.26,10.56,464913,2341,9447,2235,2284
Vietnam,Vietnam Mobile Telecom (VMS),452/01,16:00,-103,-16,2.57,2.71,2.04,9.2,914228,4.27,4.78,2.88,673441,22202,1846,1885,181
Hongkong,CSL (C&W),454/00,16:00,-88,-7,2.03,5.08,3.87,16.3,938026,5,4.59,1.5,835665,49304,17815,1051,732
Hongkong,PCCW-HKT Telephone Limited,454/19,16:00,-69,-6,0.46,2.56,11.72,14.7,685365,2.53,2.57,7.66,878670,5795,31100,3111,1496
Hongkong,China Mobile - Peoples,454/12,16:00,-102,-13,0.55,2.3,3.85,7.6,538022,1.91,4.09,9.64,439952,45505,13652,3674,735
Hongkong,H3G(HONG KONG),454/03,16:00,-67,-8,1.68,1.24,9.79,9.7,423760,2.52,0.63,4.2,136661,11150,21848,3302,2834
Macao,Hutchison 3,455/03,16:00,-109,-13,1.9,1.4,2.21,3.3,287077,5.45,4.28,2.39,412422,29230,14812,1195,39
Macao,CTM,455/01,16:00,-119,-16,3.33,4.97,9.02,5.6,165189,4.03,0.71,8.42,320062,41831,45477,1613,3000
CAMBODIA,CamGSM Mobitel,456/01,16:00,-69,-14,0.74,4.21,10.56,10.4,221667,2.87,1.45,0.4,772833,36174,19808,3159,2476
CAMBODIA,Viettel,456/08,16:00,-72,-16,3.58,3.83,4.08,2.3,768510,5.28,4.45,8.35,698656,44531,38773,1402,1671
CAMBODIA,Latelz Co. Ltd,456/06,16:00,-90,-8,3.15,2.56,8.23,13.7,216295,1.96,0.06,11.64,109975,8945,4027,4816,625
China,China Mobile,460/00,16:00,-119,-11,2.66,3.27,9.83,3.5,752719,3.75,1.46,0.9,396087,6870,47262,1898,1635
China,China Mobile,460/07,16:00,-119,-15,2.07,4.6,4.07,7.9,916638,0.86,0.66,10.14,757224,40182,5872,2862,174
China,China Mobile,460/02,16:00,-115,-13,5.23,4.93,5.43,15.5,115413,0.75,0.23,2.66,670578,16982,33333,1824,2826
China,China Unicom,460/01,16:00,-107,-15,4.2,3.61,11.6,14.4,155476,0.29,1.24,8.6,866841,27441,11578,386,65
Taiwan,Taiwan Mobile (ex TCC),466/97,16:00,-94,-9,0.54,5.34,5.13,4.9,501630,3.04,4.16,7.58,701090,24495,26149,1953,493
Taiwan,Chunghwa Telecom,466/92,16:00,-78,-6,2.05,4.19,0.47,4,469102,5.48,1.21,4.26,225126,29060,18740,3786,847
Taiwan,Fareastone,466/01,16:00,-70,-10,5.35,1.59,10.26,14.1,657864,3.71,4.8,2.76,966238,48048,48886,1969,1944
Malaysia,Maxis,502/12,16:00,-107,-8,4.59,0.69,5.67,8.7,896739,0.51,0.94,4.56,257387,35570,13604,2230,359
Malaysia,Celcom,502/19,16:00,-60,-9,1.72,3.81,3.64,13.7,682496,2.32,4.68,11.65,784788,16123,49437,259,1583
Malaysia,U Mobile Sdn Bhd,502/18,16:00,-93,-8,0.83,2.81,9.96,8.4,133549,1.76,0.31,7.52,384213,22429,26878,3915,1344
Malaysia,DiGi  Telecommunication,502/16,16:00,-87,-7,1.73,2.98,3.18,18,822331,0.6,5.04,8.02,975537,19115,11466,4930,1278
Australia,Optus,505/02,16:00,-83,-10,3.9,3.11,1.29,17.4,127248,2.34,5.15,7.23,336705,39458,49210,1762,2109
Australia,Telstra,505/01,16:00,-69,-6,2.31,0.15,7.44,12.4,174668,0.74,1.32,4.81,894342,13843,20908,4286,209
Indonesia,Telkomsel,510/10,16:00,-60,-9,1.07,4.85,9.66,10.2,919881,0.59,3.99,6.77,466063,25405,23766,961,694
Indonesia,Hutchison,510/89,16:00,-95,-6,1.39,4.5,10.24,12.9,477185,0.71,0.98,7.94,371878,31930,33798,4641,551
Indonesia,Excelcom Indo,510/11,16:00,-79,-14,0.23,2.12,4.43,12.4,402645,2.45,5.35,0.86,764347,2609,37989,2022,809
Philippines,Globetel,515/02,16:00,-88,-8,4.91,3.96,2.6,10.2,839225,1.05,4.72,0.69,714236,15193,31081,2214,2844
Philippines,Digitel (Sun Cellular),515/05,16:00,-80,-16,0.73,0.94,8.78,5.6,160125,3.85,0.38,7.73,919758,29987,13975,2071,1949
Thailand,Advanced Wireless Network Company Ltd.,520/03,16:00,-101,-14,0.72,4.76,5.82,19.8,510312,4.11,1.7,8.29,264612,10340,44438,3526,1283
Thailand,True Move  HSPA,520/00,16:00,-88,-7,0.65,3.71,0.3,3.2,385082,4.89,3.82,1.94,765636,15815,5395,1409,1093
Thailand,Total Access (DTAC),520/05,16:00,-97,-9,3.53,0.36,10.92,9.7,353127,4.43,3.34,10.11,534967,26442,27399,4691,846
Singapore,Starhub,525/05,16:00,-61,-7,4.93,0.68,3.92,4.7,248464,0.05,5.44,3.02,238723,10524,34868,4085,2016
Singapore,Mobile One,525/03,16:00,-116,-6,2.1,4.18,3.48,19.4,719649,2.6,0.96,5.78,697632,10458,9071,3997,74
Brunei,B-Mobile,528/02,16:00,-92,-16,3.78,0.98,6.64,9.9,381612,4.11,0.11,7.18,506134,20267,33467,3321,2733
Brunei,DST,528/11,16:00,-65,-15,0.48,4.83,3.96,1.4,613447,1.78,3.88,11.25,332333,18820,23708,2568,2262
New Zealand,Telecom New Zealand,530/05,16:00,-106,-11,0.53,3.66,0.31,10.3,987287,0.44,1.97,7.62,226806,8995,20318,2222,516
New Zealand,Vodafone(NEW ZEALAND),530/01,16:00,-103,-9,3.2,3.19,7.26,11.7,237216,2.36,2.33,10.52,396618,32201,23391,2386,2983
New Zealand,Two Degrees (NZ Communications),530/24,16:00,-107,-9,3.52,4.6,5.43,15.1,420194,2.02,3.46,4.67,960425,21853,7594,2119,1985
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,16:00,-79,-12,5.39,1.17,11.34,12.1,104453,1.77,3.59,1.45,239732,17601,12572,3923,2395
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,17:00,-104,-12,3.8,0.57,0.71,19.6,246092,0.27,3.83,10.1,496232,13421,20016,4126,936
Netherlands,T-mobile (ex Ben),204/16,17:00,-88,-8,4.68,1.1,6.36,1.2,538582,4.81,0.24,6.15,284647,45823,37834,3054,435
Netherlands,KPN (iBasis),204/08,17:00,-61,-14,5.14,5,3.19,10.8,276606,5.33,1.14,2.67,891395,32317,44003,500,44
Belgium,Belgacom Mobile,206/01,17:00,-73,-7,3.23,4.07,4.27,16.1,693240,0.52,4.66,11.14,314534,20347,31128,1791,1739
France,Bouygues,208/20,17:00,-93,-15,1.6,2.33,4.36,12.9,552379,2.22,2.59,11.09,934774,4134,4658,1033,1475
France,Free Mobile,208/15,17:00,-109,-10,0.66,1.35,8.41,7.8,487675,2.91,4.04,6.77,799281,26091,6147,3344,2122
France,SFR (Cegetel),208/10,17:00,-93,-8,2.68,1.03,10.93,9.1,812500,3.63,3.26,3.66,719447,21296,11327,2416,760
Andorra,Mobiland/STA,213/03,17:00,-86,-13,4.45,5.32,10.67,19.2,452342,4.44,3.23,1.19,303856,9250,25719,417,1273
Spain,Telefonica Moviles(SPAIN),214/07,17:00,-88,-8,2.27,1.86,6.67,9,265286,3.3,0.1,6.93,496030,44429,45025,1047,28
Spain,Vodafone (AirTel),214/01,17:00,-87,-9,0.35,3.06,5.91,12.8,749234,4.92,2.18,2.99,833705,23803,41513,1253,938
Italy,TIM (Telecom Italia),222/01,17:00,-105,-14,0.6,0.48,5.97,5.8,354997,0.73,1.31,4.81,353192,32936,34421,929,803
Italy,H3G(ITALY),222/99,17:00,-74,-15,0.82,4.2,10.56,18.7,783994,4.51,3.95,0.45,912966,3160,35163,2747,2233
Italy,Vodafone Omnitel,222/10,17:00,-63,-14,2.76,2,10.58,16.4,894446,1.2,3.62,0.54,895579,23272,17512,1862,1251
Switzerland,Swisscom,228/01,17:00,-91,-13,1.49,2.16,5.36,16.2,943767,0.95,4.92,5.27,518777,31773,30033,2112,26
Switzerland,Sunrise DiAx,228/02,17:00,-87,-8,0.65,0.37,8.4,11.1,422818,5.19,2.53,10.4,650899,44641,41736,3174,675
United Kingdom,Everything Everywhere,234/30,17:00,-61,-14,0.8,3.09,5.31,6.5,214182,1.96,2.78,8.64,668170,16797,11176,4509,2033
United Kingdom,Telefonica O2 (CellNet),234/10,17:00,-117,-6,0.09,0.59,5.76,4.9,595001,0.62,1.18,4.83,861961,27750,21856,4522,84
United Kingdom,Jersey Telecom (JT-Wave),234/50,17:00,-88,-9,0.56,0.2,10.5,6.7,189873,4.59,0.72,5.86,410666,18113,6347,4872,2256
United Kingdom,Everything Everywhere (ex-Orange),234/33,17:00,-85,-8,4.7,0.95,11.71,3.4,837630,1.97,2.27,1.94,397394,24949,45507,1275,1962
