,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Brunei,DST,528/11,9:45,-88,-8,5,5.45,9.12,17.6,582688,4.66,4.75,6.06,899609,12590,40609,2273,2638
New Zealand,Telecom New Zealand,530/05,9:45,-115,-11,4.74,4.01,6.58,19.6,909791,2.99,4.67,0.15,354132,48087,27499,4405,451
New Zealand,Vodafone(NEW ZEALAND),530/01,9:45,-70,-6,2.98,2.74,0.23,5.6,679932,4.4,5.47,1.1,413364,17311,49409,3901,1715
New Zealand,Two Degrees (NZ Communications),530/24,9:45,-119,-10,4.37,3.03,5.68,12.8,201929,3.62,5.06,10.95,940574,22749,40922,4581,1658
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:45,-72,-11,3.29,0.72,11.47,4.7,556587,5.29,3.66,2.53,879707,8227,23642,1111,2131
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:50,-72,-13,1.31,3.5,8.28,18.1,702354,0.5,3.45,11.7,996366,12202,8226,4155,642
Netherlands,T-mobile (ex Ben),204/16,9:50,-108,-6,4.1,2.73,8.54,1.4,173394,3.63,5.3,10.05,325342,49019,10398,708,1712
Netherlands,KPN (iBasis),204/08,9:50,-86,-11,1.46,5.03,1.61,18.6,378805,4.43,4.42,5.08,374926,13756,25516,1443,1127
Belgium,Belgacom Mobile,206/01,9:50,-75,-9,4.18,3.06,9.62,18.7,885827,4.1,1.05,5.48,990222,30878,41117,3238,1192
France,Bouygues,208/20,9:50,-60,-7,3.1,1.29,1.34,12.8,554846,2.64,0.42,7.41,169061,28713,49769,2249,1299
France,Free Mobile,208/15,9:50,-113,-10,1,1.03,10.77,11.6,156153,1.87,3.39,1.48,204801,18961,12813,4787,2121
France,SFR (Cegetel),208/10,9:50,-107,-16,1.03,0.7,2.02,16.1,259382,3.29,2.82,9.22,543872,21128,20959,1887,884
Andorra,Mobiland/STA,213/03,9:50,-77,-9,2.74,3.68,5.64,6.2,689480,1.64,5.06,0.36,851782,36221,48621,2105,1663
Spain,Telefonica Moviles(SPAIN),214/07,9:50,-60,-10,5.32,0.35,6.58,11.8,277104,1.66,5.08,2.17,926263,9552,30285,2646,702
Spain,Vodafone (AirTel),214/01,9:50,-96,-15,1.88,3.91,5.53,11.6,256253,4.48,1.47,9.78,213658,47471,21145,663,2548
Italy,TIM (Telecom Italia),222/01,9:50,-118,-10,0.16,1.62,5.18,9.2,164985,4.6,5.06,7.9,255188,44425,31441,4787,681
Italy,H3G(ITALY),222/99,9:50,-92,-12,1.33,4.11,2.74,4.5,656792,1.01,4.12,4.9,289695,11156,44078,3647,2130
Italy,Vodafone Omnitel,222/10,9:50,-76,-10,4.78,0.75,5.88,10.2,767837,4.74,3.7,0.84,393786,20336,29003,72,1980
Switzerland,Swisscom,228/01,9:50,-114,-11,3.83,3.48,4.33,11.1,683547,4.77,2.24,3.48,919943,7040,10701,290,76
Switzerland,Sunrise DiAx,228/02,9:50,-120,-16,0.86,0.99,4.87,0.9,160207,1.3,0.99,3.37,157797,36389,42620,4103,818
United Kingdom,Everything Everywhere,234/30,9:50,-111,-15,3.52,5.01,3.15,3.6,954055,4.6,2.77,0.56,107061,20029,17455,4725,2905
United Kingdom,Telefonica O2 (CellNet),234/10,9:50,-113,-13,3.21,3.68,2.88,15.1,989209,4.28,5.29,4.4,307407,24181,48486,3467,2875
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:50,-81,-10,1.8,3.83,5.47,6.6,324879,2.27,2.38,0.97,488113,30086,42902,238,1083
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:50,-88,-6,4.33,2.22,2.32,18.7,258779,2.25,3.95,7.53,746645,13986,35463,2111,2573
Sweden,Tele2 - Comviq,240/07,9:50,-96,-15,5.31,3.92,6.02,0.5,460633,1.94,3.25,7.13,667860,48144,36514,4434,847
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:50,-86,-14,1.77,0.07,0.71,1.5,803967,2.6,4.45,7.58,324317,19884,32969,4612,918
Norway,NetCom TeliaSonera,242/02,9:50,-80,-15,0.61,3.97,7.76,11.6,470253,3.29,1.77,9.23,461449,22062,10994,2147,633
Estonia,EMT,248/01,9:50,-105,-7,2.34,0.45,4.99,16.5,865073,2.04,1.91,11.32,484599,21228,8303,1131,1016
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:50,-118,-15,4.14,3.37,8.09,10.1,764649,2.08,4.14,3.95,287848,33121,24055,4734,677
Poland,P4 Play,260/06,9:50,-94,-6,3.22,3.17,1.69,11.2,667058,4.9,3.72,10.21,754242,15574,6284,979,1475
Germany,E-Plus,262/03,9:50,-116,-7,1.07,5.05,10.37,10.9,949966,3.34,1.6,6.26,997304,7184,47814,109,184
Germany,Telekom Deutschland (T-Mobile),262/01,9:50,-98,-7,1.96,1.38,6.94,11.9,740801,3.33,4.33,9.02,251030,8489,24293,959,973
Germany,Telefonica O2/viag,262/07,9:50,-119,-7,5.5,5.24,5.81,16,937486,1.46,4.13,5.65,104079,23995,30039,3813,1208
Portugal,TMN,268/06,9:50,-84,-12,4.5,1.07,1.38,9.2,138745,0.46,1.35,7.61,898680,23519,33310,142,2324
Turkey,AVEA (IS-TIM Aria),286/03,9:50,-69,-7,1.97,2.21,6.51,13.3,186153,1.12,1.12,5.52,586870,24937,9278,4414,2681
MACEDONIA,T-Mobile (Mobimak),294/01,9:50,-73,-11,2.84,4.59,4.31,19.6,148463,0.69,0.74,11.58,130528,39907,23851,1231,1785
Canada,Rogers Wireless,302/61,9:50,-70,-15,0.6,1.95,6.98,4.3,479423,5.29,4.6,9.35,366058,5748,8410,2969,1187
Canada,Rogers Wireless,302/22,9:50,-64,-6,4.31,3.88,11.25,8.5,762410,2.03,1.98,11.16,365540,22541,6918,4804,145
United States of America ,AT&T,310/41,9:50,-92,-16,2.3,4.25,11.33,8.6,673381,1.29,2.69,7.15,478125,48560,31356,4410,899
United States of America ,T-Mobile,310/26,9:50,-92,-12,0.64,0.16,7.67,8.1,306896,4.57,1.34,2.39,496805,22681,37940,4325,1524
United States of America ,Southern Communications dba Southern LINC,310/15,9:50,-97,-6,5.05,5.28,1.82,9.3,952370,3.55,3.58,11.93,360435,27662,13452,3399,1700
Unted States,Verizon Wireless,311/48,9:50,-87,-8,4.45,0.82,2.9,17.5,386852,4.93,4.48,7.08,546336,6029,9701,1235,2372
India,Airtel (Kolkata),404/31,9:50,-85,-15,0.21,5.19,2.36,7.3,439353,0.76,2.04,1.9,198826,43145,6601,237,1076
India,Airtel (Andhra Pradesh),404/49,9:50,-102,-16,1.4,5.09,0.37,12.7,680101,1.45,5.13,0.92,575816,27406,49500,364,1092
India,Airtel (Mumbai),404/92,9:50,-72,-16,0.96,2.06,2.07,11.5,610818,3.91,2.07,0.94,679104,25098,18480,43,2123
India,Airtel (Kerala),404/95,9:50,-69,-10,4.61,1.98,5.62,5.3,841930,3.37,1.53,2.17,816699,42486,47629,3879,1099
India,AirTel (Chennai),404/03,9:50,-63,-9,1.39,5.21,1.74,14.5,293741,3.85,3.93,0.07,279293,16635,34464,2136,1901
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:50,-92,-9,3.76,1.04,4.19,5.8,510175,2.56,1.85,1.7,601048,29350,12982,581,195
India,Airtel (Karnataka),404/45,9:50,-114,-7,3.93,2.52,6.92,17.7,492663,4.03,0.9,2.62,233333,23273,18005,2870,2713
India,Airtel (Maharashtra & Goa),404/90,9:50,-87,-9,3.58,4.21,6.93,19.4,821475,1.06,1.98,1.83,479543,46887,30126,3281,813
India,India(404),404/94,9:50,-120,-8,3.65,5.14,10.2,16.7,342804,0.64,2.13,4.03,746267,37524,13061,769,388
India,AirTel (Chennai),404/02,9:50,-110,-9,5.36,4.08,8.07,16,317426,5.44,4.09,3,471710,29593,23530,859,1886
India,Airtel (Uttar Pradesh W),404/97,9:50,-70,-8,4.48,4.26,7.09,8.2,462550,1.9,1.24,8.36,134769,4477,47018,3440,2860
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:50,-82,-12,3.96,0.59,7.07,19.7,634668,2.98,4.73,3.62,433687,28438,24901,3282,2417
India,AirTel (Chennai),404/40,9:50,-99,-11,4.1,0.87,9.66,4,517351,1.38,3.83,3.24,215791,22713,6385,2292,434
India,"Airtel (Rajasthan),Hexacom",404/70,9:50,-118,-14,3.95,5.24,5.63,3.6,212518,3.22,2.4,6.3,225959,37487,8417,4275,1427
India,Airtel (Madhya Pradesh),404/93,9:50,-61,-15,3.71,0.9,8.94,7,650062,4.1,2.52,10.12,800886,41984,27472,3235,2581
India,Airtel (Haryana),404/96,9:50,-106,-12,1.45,1.46,0.9,7.1,844559,2.67,4.76,6.7,443618,23357,46028,3753,1945
India,Airtel (Delhi),404/10,9:50,-92,-6,4.34,5.06,2.92,12.2,914630,1.29,1.54,10.47,958906,37070,48816,3082,2305
India(405),,405/52,9:50,-109,-6,2.69,2.48,6.23,3,713021,3.03,1.54,6.26,775615,20397,15963,169,516
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:50,-95,-12,4.54,3.67,4.27,20,557154,1.44,0.87,10.53,399010,2704,21239,3490,857
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:50,-115,-15,1.87,3.87,1.15,8.8,656055,5.13,3.67,4.99,536072,16633,3758,286,2168
Sri Lanka,Bharti Airtel,413/05,9:50,-65,-10,3.12,0.35,5.27,7.4,138115,0.46,1.32,10.23,501835,47114,13525,3848,2719
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:50,-85,-11,2.15,2.98,10.26,11.8,682086,5.35,5.08,9.4,134666,18927,36870,4184,1608
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:50,-86,-6,5.5,3.2,7.4,6.5,195873,0.43,3.45,3.48,236708,33453,31360,867,2208
Myanmar,Ooredoo Myanmar,414/05,9:50,-92,-11,4.29,3.17,4.49,15.8,659565,5.37,5.3,6.25,476538,6944,31138,3118,2219
Myanmar,Myanmar Post and Telecommunication,414/01,9:50,-63,-14,0.4,4.26,6.26,18.2,129130,4.68,1.69,11.53,973915,5816,44943,4305,632
Saudi Arabia,Mobily,420/03,9:50,-73,-10,4.58,2.91,1.58,14.7,434507,1.27,0.9,1.28,996833,22040,18772,1702,1654
Saudi Arabia,Saudi Telecom Company,420/01,9:50,-98,-7,0.07,3.46,9.42,10.4,731097,1.55,2.82,9.27,500134,40155,10965,565,1975
United Arab Emirates,Etisalat(UAE),424/02,9:50,-99,-16,2.67,1.78,9.25,5.4,333474,1.51,0.17,7.67,979668,31867,33440,4360,1808
Bahrain,Batelco,426/01,9:50,-113,-12,0.9,0.89,3.68,17.1,527849,4.74,0.82,6.29,746538,1561,23210,3691,824
Qatar,Q-Tel,427/01,9:50,-94,-10,2,0.08,7.3,4.5,594644,4.57,0.65,10.33,571240,28952,25761,104,1765
Japan,NTT Docomo,440/10,9:50,-71,-14,5.14,3.07,4.91,11.9,960471,4.42,4.56,3.25,330695,13883,20190,3545,2690
Japan,Soft Bank (Vodafone KK),440/20,9:50,-101,-15,0.16,5.32,1.58,10.5,250973,2.86,3.97,3.74,207065,38135,30292,4987,80
South Korea,LGT Telcom,450/06,9:50,-79,-7,4.3,3.7,11.57,12.9,987636,1.3,1.73,4.48,939822,34310,29431,4453,2680
South Korea,SK Telecom,450/05,9:50,-100,-11,4.33,3.19,3.32,3.5,461657,4.85,3.68,0.16,113269,24310,27237,3286,289
Vietnam,Viettel,452/04,9:50,-86,-7,3.12,2.77,5.64,8.6,932509,3.75,3.69,0.62,102233,39416,4951,3309,1994
Vietnam,Vinaphone,452/02,9:50,-94,-10,3.76,1.96,4.94,7.1,323814,3.26,4.82,1.13,425231,1257,3662,1401,2493
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:50,-77,-7,2.54,3.67,10.71,1.3,831710,5.39,4.19,7.94,212629,41054,43070,781,1652
Hongkong,CSL (C&W),454/00,9:50,-76,-7,3.19,4.01,1.41,17.6,559749,2.3,1.9,10.1,487733,30491,46694,174,1391
Hongkong,PCCW-HKT Telephone Limited,454/19,9:50,-72,-14,4.66,1.4,11.77,3.9,708802,3.25,3.92,5.91,839041,9493,30180,1677,268
Hongkong,China Mobile - Peoples,454/12,9:50,-91,-8,5.41,1.84,1.43,20,411743,0.27,0.18,2.3,376601,15280,21423,324,1524
Hongkong,H3G(HONG KONG),454/03,9:50,-120,-16,3.16,3.31,3.1,19.7,438084,3.01,1.07,3.95,966200,45130,28183,3590,324
Macao,Hutchison 3,455/03,9:50,-116,-13,1.77,0.38,7.41,15.9,314792,3.74,2.27,4.03,748176,4883,11355,1849,2044
Macao,CTM,455/01,9:50,-97,-10,5.33,0.43,2.37,1.1,523613,0.89,0.07,6.4,715530,45212,28134,194,2555
CAMBODIA,CamGSM Mobitel,456/01,9:50,-87,-6,5.28,1.56,6.85,18.7,347550,5.03,1.92,9.98,822945,10892,45631,4798,905
CAMBODIA,Viettel,456/08,9:50,-84,-8,4.66,4.2,8.01,1.7,939135,3.2,0.53,2.49,353895,19191,47627,3144,1866
CAMBODIA,Latelz Co. Ltd,456/06,9:50,-81,-14,5,4.37,10.88,12.1,295229,1.98,3.05,7.08,278621,16341,17492,2205,1460
China,China Mobile,460/00,9:50,-87,-15,1.45,3.56,7.46,7,117369,2.89,0.26,0.39,882775,3144,21086,645,1729
China,China Mobile,460/07,9:50,-111,-15,5.45,2.05,8.4,18.5,321065,4.69,0.35,0.49,895573,24645,15773,1528,577
China,China Mobile,460/02,9:50,-62,-9,4.57,0.75,6.67,1,270532,2.84,4.12,8.12,283469,24830,11345,1673,33
China,China Unicom,460/01,9:50,-113,-6,1.93,1.22,8.05,4,758617,4.94,5.45,8.04,111302,46067,44269,3010,2664
Taiwan,Taiwan Mobile (ex TCC),466/97,9:50,-116,-6,0.66,1.29,9.77,8.8,571139,4.6,2.7,8.76,297802,23985,7705,2111,304
Taiwan,Chunghwa Telecom,466/92,9:50,-88,-12,2.03,3.07,8.65,8.1,109264,0.42,4.26,4.7,285494,48217,26142,72,1196
Taiwan,Fareastone,466/01,9:50,-84,-13,2.65,4.27,11.59,0.7,222998,1.26,1.35,10.79,366692,36231,29486,2939,889
Malaysia,Maxis,502/12,9:50,-95,-15,2.14,1.82,5.83,17.4,439503,4.1,1.96,8.76,748457,20622,45632,4555,164
Malaysia,Celcom,502/19,9:50,-64,-6,5.36,5.24,3.15,0.9,258919,0.35,4.4,11.8,623906,3808,14936,2236,2692
Malaysia,U Mobile Sdn Bhd,502/18,9:50,-80,-16,1.95,1.18,6.99,9.5,261705,3.91,1.3,7.86,730576,41772,18251,4678,2571
Malaysia,DiGi  Telecommunication,502/16,9:50,-73,-14,3.66,3.4,4.95,4.9,198057,4.75,0.99,10.41,177576,22742,37732,3809,487
Australia,Optus,505/02,9:50,-106,-12,5.28,4.95,0.72,6.2,704313,0.11,1.61,4.24,555843,35987,37976,648,2454
Australia,Telstra,505/01,9:50,-60,-12,0.15,3.7,7.6,15.7,961322,1.67,1.51,11.3,530569,7691,9025,4187,2220
Indonesia,Telkomsel,510/10,9:50,-118,-10,3.36,4.13,9.68,7,354876,1.77,0.47,4.13,339381,41731,33722,1398,1424
Indonesia,Hutchison,510/89,9:50,-107,-8,3.84,2.81,0.96,14.2,144128,0.5,4.59,8.27,320224,7235,47560,4148,236
Indonesia,Excelcom Indo,510/11,9:50,-68,-16,1.98,1.03,5.12,1.9,182775,0.65,2.94,2.6,232779,42227,27682,185,2568
Philippines,Globetel,515/02,9:50,-64,-11,0.4,1.15,3.98,17.3,631644,4.87,3.46,10.18,682822,46778,6214,440,1192
Philippines,Digitel (Sun Cellular),515/05,9:50,-70,-13,1.4,2.94,7.9,3.7,807672,2.87,3.71,5.12,402340,36836,22408,4947,2671
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:50,-108,-10,4.82,3.71,1.41,2.9,575537,0.25,4.29,0.34,825655,26282,47323,4083,1946
Thailand,True Move  HSPA,520/00,9:50,-67,-14,2.38,1.38,9.24,11.8,596237,0.62,1.2,4.05,559027,24912,27855,3067,2755
Thailand,Total Access (DTAC),520/05,9:50,-94,-14,0.44,3.19,6.63,1.6,456041,4.91,3.52,11.78,381649,6748,35995,4587,704
Singapore,Starhub,525/05,9:50,-71,-16,3.82,2.03,5.14,16.8,385811,3.51,0.19,0.83,309625,44252,9704,445,204
Singapore,Mobile One,525/03,9:50,-90,-16,3.65,2.34,8.13,9.2,779420,1.35,4.15,2.4,916720,40249,8972,4933,2335
Brunei,B-Mobile,528/02,9:50,-96,-16,2.4,0.65,10.2,15.2,616040,2.94,3.18,2.39,259893,29533,4912,2510,2040
Brunei,DST,528/11,9:50,-118,-7,4.82,2.68,4.76,17.2,893046,5.45,4.91,3.34,619653,14610,25408,2225,2044
New Zealand,Telecom New Zealand,530/05,9:50,-90,-10,2.4,2.24,3.59,19.6,530861,4.59,3.28,7.86,921373,23068,40293,4658,2982
New Zealand,Vodafone(NEW ZEALAND),530/01,9:50,-90,-13,4.06,0.07,3.09,7.8,676753,4.5,1.47,1.34,532365,9942,42948,1568,2123
New Zealand,Two Degrees (NZ Communications),530/24,9:50,-65,-10,5.42,0.74,4.86,16.2,805642,1.06,0.56,1.14,196535,4011,39032,1512,1894
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:50,-91,-9,3.7,2.4,8.55,19.5,197784,1.19,1.89,7.54,782516,34468,47805,1586,2356
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:55,-62,-15,2.94,4.1,7.78,19.6,518947,0.39,0.28,9.92,978802,22028,35172,2923,1498
Netherlands,T-mobile (ex Ben),204/16,9:55,-81,-11,5.3,2.49,10.46,6.9,691534,5.27,2.61,4.58,767956,48146,32015,1898,786
Netherlands,KPN (iBasis),204/08,9:55,-105,-8,1.07,0.19,11.96,15.5,469856,2.71,5.38,3.16,605728,34906,16023,1853,2870
Belgium,Belgacom Mobile,206/01,9:55,-118,-10,1.66,3.39,7.78,9.5,538113,3.38,1.14,4.11,588900,40120,12132,860,1515
France,Bouygues,208/20,9:55,-85,-7,1.28,1.99,10.7,4.3,404057,4.09,4.43,8.79,572543,21976,17535,4141,2549
France,Free Mobile,208/15,9:55,-87,-14,0.08,2.88,5.33,19.1,417242,4.76,0.59,11.47,933136,19791,19922,4371,1628
France,SFR (Cegetel),208/10,9:55,-86,-8,3.98,4.03,5.75,1.1,161068,5.39,5.11,2.26,639970,18974,30819,3108,2753
Andorra,Mobiland/STA,213/03,9:55,-98,-7,3.43,0.64,0.05,8.1,793920,1.99,1.99,9.74,285471,13498,5495,3531,2917
Spain,Telefonica Moviles(SPAIN),214/07,9:55,-99,-6,0.44,2.99,2.7,1.3,452903,3.3,2.13,1.44,754633,28642,21014,3450,2472
Spain,Vodafone (AirTel),214/01,9:55,-77,-12,1.69,2.4,9.43,2.1,151622,3.45,1.36,1.08,109033,35848,8701,426,2921
Italy,TIM (Telecom Italia),222/01,9:55,-115,-10,0.12,4.59,10.44,8.2,130573,4.14,3.96,1.01,427684,29580,10342,4699,88
Italy,H3G(ITALY),222/99,9:55,-84,-13,4.01,0.96,7.47,4.6,819136,3.11,3.76,10.06,917876,34720,46313,1710,468
Italy,Vodafone Omnitel,222/10,9:55,-93,-8,5.34,5.46,11.68,14.1,491384,3.24,5.12,4.51,326760,3469,8354,4856,354
Switzerland,Swisscom,228/01,9:55,-85,-11,1.28,5.26,11.36,16.3,966760,3,1.57,2.92,257779,15628,37957,2429,2153
Switzerland,Sunrise DiAx,228/02,9:55,-106,-13,3.83,1.98,7.96,1.1,337497,0.25,3.4,7.49,347340,47789,39263,173,1738
United Kingdom,Everything Everywhere,234/30,9:55,-92,-8,3.96,2.04,6.73,4.6,680248,2.82,1.99,5.75,948652,16949,32498,1024,2939
United Kingdom,Telefonica O2 (CellNet),234/10,9:55,-60,-9,0.36,1.62,11.37,8.6,193888,4.45,0.49,7.58,874254,11968,3273,303,1586
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:55,-62,-12,3.22,1.99,8.81,18.9,261890,1.39,4.38,6.97,872742,34898,29709,2998,403
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:55,-62,-13,2.26,0.72,4.75,8.5,256396,5.34,2.99,4.02,667652,33693,29521,1576,1453
Sweden,Tele2 - Comviq,240/07,9:55,-85,-9,4.04,3.88,1.87,14.7,703818,1.47,4.58,10.74,912336,48418,38863,251,2688
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:55,-89,-13,2.3,5.41,7.77,10.5,982757,4.98,3.43,10.43,709673,14641,21013,1826,1357
Norway,NetCom TeliaSonera,242/02,9:55,-76,-10,1.96,0.76,8.3,14.6,828691,1.26,0.2,4.19,182242,11329,47951,2771,1332
Estonia,EMT,248/01,9:55,-79,-6,3.11,3.58,6.44,17.7,168023,1.83,3.32,10.73,457506,15930,30481,2969,2928
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:55,-71,-14,3.81,1.28,0.9,14.2,292627,5.31,3.83,0.27,259427,39146,13608,4640,2570
Poland,P4 Play,260/06,9:55,-78,-6,4.47,0.98,3.13,12.8,562900,4.33,3.27,9.2,760225,48144,8173,2602,2749
Germany,E-Plus,262/03,9:55,-86,-10,3.84,1.74,4.98,1.7,555741,4.13,1.16,9.29,824358,33629,24798,4945,1910
Germany,Telekom Deutschland (T-Mobile),262/01,9:55,-117,-14,4.84,4.24,3.9,5.8,679250,4.38,3.94,11,660519,37434,31909,4060,1325
Germany,Telefonica O2/viag,262/07,9:55,-120,-13,2.02,1.6,8.03,3.8,548980,0.64,2.59,0.3,141737,33646,23859,2211,2921
Portugal,TMN,268/06,9:55,-98,-12,4.66,1.68,4.54,18.2,621776,2.78,5.07,2.32,842430,21153,47956,1135,499
Turkey,AVEA (IS-TIM Aria),286/03,9:55,-70,-14,4.6,0.77,6.88,17.5,437816,3.21,3.28,6.38,731732,48288,34238,3386,1522
MACEDONIA,T-Mobile (Mobimak),294/01,9:55,-81,-10,2.36,0.38,4.23,7,279423,4.27,0.21,6.65,761049,39675,18919,489,173
Canada,Rogers Wireless,302/61,9:55,-86,-15,3.09,2.1,8.49,8.3,586519,1.21,2.71,3.08,368408,33503,2295,2243,2286
Canada,Rogers Wireless,302/22,9:55,-113,-15,3.57,3.68,0.66,18.3,567230,4.84,2.46,7.62,322737,23790,37400,1243,183
United States of America ,AT&T,310/41,9:55,-82,-15,3.49,4.28,11.77,18.7,797634,2.52,4.43,11.95,481071,7490,35424,1756,1047
United States of America ,T-Mobile,310/26,9:55,-111,-8,2.57,0.97,7.81,3.1,731898,4.93,2.02,2.94,375546,48702,27768,2377,2617
United States of America ,Southern Communications dba Southern LINC,310/15,9:55,-71,-16,3.46,3.29,3.68,7.1,260128,5.03,5.23,2.78,943474,44854,39653,320,2665
Unted States,Verizon Wireless,311/48,9:55,-95,-6,4.07,1.48,10.31,10.5,665258,2.23,0.48,3.07,556760,9402,31464,1233,2575
India,Airtel (Kolkata),404/31,9:55,-98,-15,1.46,0.96,0.91,10.8,618406,4.39,0.6,10.22,991392,39888,49832,665,1954
India,Airtel (Andhra Pradesh),404/49,9:55,-83,-6,2.23,2.78,2.22,10.7,637485,1.74,1.6,7.48,799185,5098,36976,3453,956
India,Airtel (Mumbai),404/92,9:55,-79,-11,3.15,4.59,4.36,18,153687,3.03,3.49,8.63,664707,46625,47959,3917,2293
India,Airtel (Kerala),404/95,9:55,-89,-11,5.48,0.43,9.39,1,682441,1.43,4.05,10.04,912749,1510,35104,358,2049
India,AirTel (Chennai),404/03,9:55,-67,-6,2.19,0.36,10.29,13.6,983043,0.85,3.47,5.09,759241,32092,36581,1714,2510
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:55,-93,-6,5.16,2.26,0.8,17,554011,1.62,1.13,3.26,522587,18729,1727,3885,20
India,Airtel (Karnataka),404/45,9:55,-96,-8,2.83,0.56,3.89,5.2,694444,3.08,2.1,10.58,756267,25932,6264,3593,949
India,Airtel (Maharashtra & Goa),404/90,9:55,-69,-9,2.43,0.4,7.41,12.3,992923,0.37,1.54,10.08,161015,31171,11500,4490,1732
India,India(404),404/94,9:55,-83,-14,0.92,4.11,4.11,7.2,455641,5.06,2.71,0.72,179995,28464,25209,3141,2861
India,AirTel (Chennai),404/02,9:55,-108,-9,5.35,4.05,7.7,4.3,772179,1.91,3.52,0.6,439570,48628,42116,3412,2398
India,Airtel (Uttar Pradesh W),404/97,9:55,-75,-8,3.89,4.2,10.25,17.6,136362,5.36,1.52,4.03,510336,32870,9732,3048,2729
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:55,-61,-16,3.88,3.71,1.23,16.5,126808,1.2,1.33,3.26,234719,28456,30456,494,2664
India,AirTel (Chennai),404/40,9:55,-93,-14,4.32,0.66,9.27,2.6,624120,3.21,1.73,0.97,804149,19630,17547,3157,2167
India,"Airtel (Rajasthan),Hexacom",404/70,9:55,-100,-9,3.45,2.65,8.4,17.7,659476,0.28,3.53,1.49,433629,7558,46351,2351,767
India,Airtel (Madhya Pradesh),404/93,9:55,-108,-8,0.14,0.99,0.52,8.7,185093,0.3,5.29,0.76,618750,2988,14266,1250,2241
India,Airtel (Haryana),404/96,9:55,-118,-14,1.44,2.95,7.71,9,878460,0.41,1.18,9.28,209633,5969,22864,1852,1338
India,Airtel (Delhi),404/10,9:55,-96,-16,1.49,0.37,10.91,17.4,667162,2.75,3.1,10.25,327484,43441,22841,3415,2553
India(405),,405/52,9:55,-75,-14,0.78,5.41,2.8,7.8,140215,4.29,1.96,9.56,427772,48869,7939,1447,2663
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:55,-108,-10,0.26,2.8,0.96,8.5,655726,4.41,4.98,2.67,954065,3372,37157,1958,565
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:55,-92,-14,1.67,1.46,1.5,17.2,739625,4.75,5.22,6.99,347498,29475,9004,2492,156
Sri Lanka,Bharti Airtel,413/05,9:55,-78,-11,5.02,1.9,7.3,8.5,904912,1.21,3.81,0.84,447363,14307,13850,1643,1902
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:55,-94,-15,2.3,3.33,11.29,18.6,192051,2.42,5.42,6.78,419350,40777,25023,3776,2488
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:55,-112,-11,4.79,2.49,1.51,4.2,596363,3.79,5.17,8.07,518747,25682,15134,1777,2846
Myanmar,Ooredoo Myanmar,414/05,9:55,-78,-14,4.19,4.57,9.49,9.3,757697,2.54,0.53,10.76,102767,34154,31968,234,2459
Myanmar,Myanmar Post and Telecommunication,414/01,9:55,-87,-12,0.76,0.52,8,9.8,626133,4.17,2.05,2.2,253936,21986,6549,903,282
Saudi Arabia,Mobily,420/03,9:55,-61,-7,2.51,4.24,3.25,6.5,206771,1.31,1.91,9.31,879552,43835,28353,1939,374
Saudi Arabia,Saudi Telecom Company,420/01,9:55,-77,-10,4.93,2.47,3.61,12.7,994639,4.99,3.14,1.51,734326,42112,10947,1965,541
United Arab Emirates,Etisalat(UAE),424/02,9:55,-75,-6,3.18,2.47,11.42,19.9,840318,0.48,5.11,11.56,501165,11045,15047,924,145
Bahrain,Batelco,426/01,9:55,-91,-10,1.94,3.77,3.47,5.1,433772,5.17,5.26,9.36,834145,35485,43498,1175,2610
Qatar,Q-Tel,427/01,9:55,-102,-11,2.71,1.75,4.82,1.5,590597,2.83,0.37,11.2,647998,49192,14444,2010,418
Japan,NTT Docomo,440/10,9:55,-70,-14,3.64,3.44,1.59,0.6,792787,2.94,4.27,3.7,483321,23478,9851,1745,2334
