Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Candler,Georgia,9:30,-78.13,-6.63,0.17,0.22,0.14,3.06,779390,0.07,0.52,0.08,3806061,4731,57542,668
Carroll,Georgia,9:30,-81.77,-7.71,0.37,0.18,0.4,4.6,496145,0.01,0.42,0.04,7370375,3157,13170,847
Catoosa,Georgia,9:30,-78.84,-7.94,0.6,0.59,0.13,3.99,435972,0.02,0.18,0.06,4250575,1768,15219,885
Charlton,Georgia,9:30,-77.86,-6.12,0.14,0.12,0.25,4.35,798090,0.09,0.23,0.08,4977161,6739,59813,751
Chatham,Georgia,9:30,-81.46,-6.47,0.34,0.57,0.34,2.65,671282,0.02,0.42,0.05,4732621,9371,75921,431
Chattahoochee,Georgia,9:30,-77.68,-6.46,0.21,0.6,0.31,3.21,980330,0.1,0.32,0.01,6585372,7294,67109,878
Chattooga,Georgia,9:30,-81.6,-6.68,0.13,0.21,0.18,4.56,332453,0.05,0.11,0.06,3318010,4824,69642,155
Cherokee,Georgia,9:30,-81.27,-7.98,0.47,0.46,0.38,4.11,391929,0.02,0.41,0.07,8604548,1047,6107,369
Clarke,Georgia,9:30,-80.59,-6.31,0.23,0.22,0.34,4.26,711475,0.1,0.21,0.08,8461882,1107,66647,221
Clay,Georgia,9:30,-80.64,-7.14,0.41,0.39,0.31,2.22,692292,0.04,0.37,0.05,3588377,7347,45787,577
Clayton,Georgia,9:30,-79.05,-7,0.26,0.41,0.49,2.46,430386,0.1,0.58,0.02,7699872,3974,40921,817
Clinch,Georgia,9:30,-79.66,-6.96,0.47,0.59,0.33,2.9,222721,0.09,0.6,0.05,4872472,2668,46283,608
Cobb,Georgia,9:30,-78.86,-7.64,0.26,0.33,0.18,2.57,732030,0.05,0.14,0.06,8555951,5549,79372,454
Coffee,Georgia,9:30,-81.98,-6.58,0.55,0.1,0.4,3.05,287119,0.06,0.12,0.07,3574860,4768,64994,288
Colquitt,Georgia,9:30,-78.32,-6.2,0.16,0.53,0.34,2.67,158694,0.05,0.1,0.02,8630427,7723,59694,530
Columbia,Georgia,9:30,-81,-6.52,0.13,0.53,0.19,3.52,227827,0.06,0.14,0.08,7158652,2384,64519,276
Cook,Georgia,9:30,-78.4,-6.34,0.12,0.49,0.3,4.96,526662,0.07,0.46,0.08,7310080,6344,16493,624
Coweta,Georgia,9:30,-79.82,-7.87,0.44,0.21,0.16,2.33,945433,0.07,0.2,0.02,6494007,9183,37900,428
Crawford,Georgia,9:30,-79.51,-7.09,0.23,0.41,0.33,3.35,276991,0.05,0.19,0.01,3247650,3622,67087,645
Crisp,Georgia,9:30,-81.64,-6.06,0.49,0.11,0.22,3.02,544742,0.03,0.24,0.06,5179904,5021,9704,892
Dade,Georgia,9:30,-81.02,-7.23,0.41,0.1,0.22,4.53,397465,0.03,0.47,0.05,6310052,3323,67272,404
Dawson,Georgia,9:30,-80.1,-6.6,0.52,0.59,0.24,4.08,464516,0.1,0.24,0.06,4884174,5656,34467,692
Decatur,Georgia,9:30,-81.76,-6.1,0.48,0.11,0.36,2.82,213689,0.03,0.4,0.09,4512251,2727,79529,520
DeKalb,Georgia,9:30,-79.51,-6.88,0.53,0.31,0.43,2.09,552464,0.03,0.16,0.02,3960233,4548,33339,708
Dodge,Georgia,9:30,-76.28,-7.81,0.25,0.44,0.37,2.25,533780,0.04,0.43,0.02,3067264,3220,57875,120
Dooly,Georgia,9:30,-76.54,-6.05,0.12,0.49,0.34,3.78,617889,0.08,0.26,0.03,6188006,3948,21090,641
Dougherty,Georgia,9:30,-81.89,-6.66,0.18,0.12,0.16,3.73,631558,0.09,0.54,0.09,8328159,8941,27560,352
Douglas,Georgia,9:30,-80.8,-7.31,0.1,0.31,0.14,2.69,355840,0.08,0.25,0.05,5753565,4886,4884,323
Early,Georgia,9:30,-76.71,-7.1,0.57,0.47,0.2,2.84,579857,0.04,0.58,0.1,8505170,9401,71998,657
Echols,Georgia,9:30,-77.09,-7.97,0.2,0.42,0.5,4.75,503845,0.05,0.54,0.06,7438352,8259,60925,865
Effingham,Georgia,9:30,-78.04,-6.49,0.29,0.59,0.41,4.8,724325,0.08,0.35,0.03,8738525,7447,56319,497
Elbert,Georgia,9:30,-76.59,-6.33,0.6,0.4,0.25,4.58,129732,0.04,0.48,0.04,8852744,7954,9859,110
Emanuel,Georgia,9:30,-76.93,-6.59,0.51,0.41,0.15,4.06,591494,0.05,0.2,0.03,7363313,5721,44464,435
Evans,Georgia,9:30,-79.38,-7.2,0.18,0.45,0.13,4.78,767645,0.08,0.5,0.03,5953297,8675,3914,246
Fannin,Georgia,9:30,-81.31,-7.66,0.2,0.48,0.4,4.68,216236,0.06,0.44,0.05,6946430,2262,37100,820
Fayette,Georgia,9:30,-78.42,-6.23,0.55,0.32,0.12,3.75,463211,0.08,0.2,0.09,8182572,4044,75146,735
Floyd,Georgia,9:30,-80.08,-7.14,0.6,0.21,0.17,2.07,128108,0.02,0.5,0.03,4881920,5987,75217,358
Forsyth,Georgia,9:30,-81.84,-6.65,0.53,0.5,0.24,3.5,813387,0.03,0.52,0.08,3260919,9867,79021,786
Franklin,Georgia,9:30,-77.88,-7.59,0.58,0.58,0.15,3.8,951913,0.04,0.11,0.02,6569097,4640,8402,496
Fulton,Georgia,9:30,-77.99,-6.95,0.17,0.26,0.33,4.81,806037,0.08,0.26,0.03,8065884,3827,59231,473
Gilmer,Georgia,9:30,-79.67,-7.68,0.41,0.12,0.47,4.55,519206,0.09,0.1,0.07,3630399,7476,75055,505
Glascock,Georgia,9:30,-79.77,-7.22,0.29,0.13,0.43,4.96,932461,0.05,0.52,0.09,6250858,6781,24508,870
Glynn,Georgia,9:30,-77.77,-7.19,0.38,0.5,0.21,2.93,654359,0.09,0.41,0.01,6891930,3233,9626,769
Gordon,Georgia,9:30,-80.7,-7.98,0.38,0.25,0.23,3.44,765836,0.08,0.34,0.07,8314423,1134,77136,210
Grady,Georgia,9:30,-77.28,-6.79,0.36,0.23,0.2,4.63,610788,0.05,0.47,0.05,4542423,1841,55733,330
Greene,Georgia,9:30,-78.5,-6.86,0.16,0.43,0.1,2.45,793414,0.08,0.27,0.01,3738388,4268,51443,534
Gwinnett,Georgia,9:30,-81.76,-6.81,0.1,0.57,0.1,4.9,708049,0.09,0.2,0.1,5496558,8216,78932,332
Habersham,Georgia,9:30,-81.8,-6.15,0.19,0.57,0.1,2.28,272705,0.08,0.49,0.07,3045159,4358,34039,678
Hall,Georgia,9:30,-78.15,-7.88,0.56,0.34,0.42,4.79,208786,0.1,0.5,0.08,4848394,1286,32181,170
Hancock,Georgia,9:30,-77.11,-6.89,0.1,0.5,0.35,4.01,555908,0.07,0.25,0.09,4810501,9752,14266,874
Haralson,Georgia,9:30,-79.75,-7.77,0.41,0.42,0.49,4.27,837260,0.02,0.23,0.05,8755459,7510,28089,343
Harris,Georgia,9:30,-78.59,-6.92,0.31,0.14,0.27,4.99,119468,0.03,0.56,0.04,3272495,9933,73049,524
Hart,Georgia,9:30,-79.68,-7.22,0.1,0.12,0.36,2.77,145095,0.02,0.15,0.1,8261597,9269,20456,288
Heard,Georgia,9:30,-80.58,-7.65,0.18,0.4,0.21,4.58,627988,0.09,0.15,0.04,4419209,9145,12766,824
Henry,Georgia,9:30,-81.92,-7.68,0.59,0.47,0.46,3.31,312615,0.1,0.58,0.1,3722486,9064,6483,219
Houston,Georgia,9:30,-77.62,-6.99,0.43,0.32,0.25,3.02,372569,0.02,0.35,0.01,8877879,8039,51014,645
Irwin,Georgia,9:30,-77.2,-7.87,0.58,0.31,0.25,3.77,905625,0.03,0.29,0.08,5199732,9909,17710,514
Jackson,Georgia,9:30,-81.75,-7.77,0.3,0.21,0.34,3.31,952757,0.06,0.57,0.02,5063321,2569,12254,329
Jasper,Georgia,9:30,-78.53,-7.09,0.34,0.11,0.28,2.09,689136,0.03,0.36,0.1,6270213,8698,57974,582
Jeff Davis,Georgia,9:30,-79.27,-7.67,0.44,0.45,0.47,3.52,282083,0.03,0.4,0.02,4413370,8648,45437,414
Jefferson,Georgia,9:30,-78.94,-6.21,0.21,0.45,0.26,4.95,506236,0.02,0.41,0.07,3943269,1717,61000,132
Jenkins,Georgia,9:30,-79.7,-6.35,0.59,0.51,0.21,2.93,114815,0.08,0.26,0.04,3919236,5374,63930,349
Johnson,Georgia,9:30,-81.63,-7.55,0.19,0.45,0.18,4.26,233267,0.08,0.48,0.07,4536815,2753,58460,569
Jones,Georgia,9:30,-77.22,-7.54,0.4,0.53,0.35,4.61,106225,0.06,0.54,0.08,5301498,6492,61002,426
Lamar,Georgia,9:30,-76.22,-6.47,0.14,0.28,0.43,2.35,984734,0.06,0.23,0.05,5847012,6709,37906,899
Lanier,Georgia,9:30,-80.92,-7.37,0.38,0.1,0.23,3.04,327812,0.01,0.36,0.08,3544977,5918,73383,447
Laurens,Georgia,9:30,-77.41,-7.9,0.34,0.2,0.32,4.69,644007,0.06,0.13,0.09,7823004,1657,56565,550
Lee,Georgia,9:30,-76.36,-7.3,0.47,0.1,0.46,2.93,650520,0.08,0.37,0.03,8647538,9828,64054,439
Liberty,Georgia,9:30,-81.79,-7.46,0.55,0.43,0.43,4.26,486435,0.07,0.15,0.08,6554651,4134,55562,557
Lincoln,Georgia,9:30,-76.18,-7.4,0.32,0.16,0.11,3.24,490465,0.03,0.55,0.09,7449706,8512,7647,148
Long,Georgia,9:30,-77.85,-6.9,0.34,0.26,0.42,2,306998,0.02,0.45,0.08,3154991,3641,52091,814
Lowndes,Georgia,9:30,-76.41,-7.64,0.53,0.54,0.26,2.91,395701,0.02,0.46,0.04,8388256,2637,27863,587
Lumpkin,Georgia,9:30,-81.61,-7.74,0.36,0.18,0.22,2.83,525513,0.1,0.33,0.05,8801697,1172,76993,379
McDuffie,Georgia,9:30,-78.75,-6.2,0.46,0.59,0.44,2.82,196901,0.05,0.15,0.1,7610256,1727,44292,354
McIntosh,Georgia,9:30,-76.67,-7.47,0.23,0.52,0.49,3.65,477158,0.05,0.47,0.07,6740759,6410,5977,129
Macon,Georgia,9:30,-77.51,-7.88,0.35,0.39,0.41,3.14,611937,0.05,0.35,0.03,3844396,6161,38308,640
Madison,Georgia,9:30,-78.74,-6.4,0.39,0.58,0.43,4.81,707668,0.04,0.35,0.01,6973445,9247,40876,330
Marion,Georgia,9:30,-81.37,-6.23,0.3,0.3,0.32,3.43,220730,0.02,0.18,0.09,5853582,5234,3081,515
Meriwether,Georgia,9:30,-78.13,-7.52,0.58,0.13,0.1,2.65,584633,0.05,0.33,0.06,4105283,5108,46684,459
Miller,Georgia,9:30,-81.28,-6.55,0.44,0.26,0.34,2.63,538895,0.07,0.34,0.07,8253001,4336,55838,207
Mitchell,Georgia,9:30,-78.85,-6.16,0.48,0.45,0.13,3.07,644222,0.06,0.51,0.1,4796269,6079,42434,854
Monroe,Georgia,9:30,-78.22,-6.94,0.42,0.39,0.48,2.62,181078,0.01,0.35,0.01,8231720,5062,65771,506
Montgomery,Georgia,9:30,-78.05,-6.68,0.13,0.6,0.19,3.67,964669,0.1,0.28,0.04,6162630,2409,60670,860
Morgan,Georgia,9:30,-78.14,-6.68,0.23,0.23,0.35,3.05,605907,0.05,0.49,0.08,8702029,2354,66259,199
Murray,Georgia,9:30,-80.06,-6.2,0.23,0.14,0.2,3.76,306607,0.04,0.5,0.01,3626394,6742,49360,413
Muscogee,Georgia,9:30,-78.45,-7.96,0.58,0.17,0.38,5,539846,0.05,0.17,0.1,4898008,1388,24555,815
Newton,Georgia,9:30,-78.09,-7.75,0.43,0.26,0.48,4.23,293393,0.02,0.45,0.02,8400997,3377,28155,514
Oconee,Georgia,9:30,-80.73,-6.59,0.5,0.37,0.12,3.64,235111,0.02,0.45,0.03,7887225,2713,18390,278
Oglethorpe,Georgia,9:30,-81.68,-7.47,0.11,0.22,0.44,3.75,752089,0.06,0.6,0.04,7909273,2312,14905,137
Paulding,Georgia,9:30,-80.08,-6.99,0.44,0.47,0.21,4.97,190291,0.05,0.45,0.04,7260894,7014,15894,149
Peach,Georgia,9:30,-80.12,-7.4,0.43,0.57,0.48,3.3,887865,0.05,0.13,0.01,4190214,3387,18749,455
Pickens,Georgia,9:30,-78.73,-6.82,0.57,0.54,0.22,3.16,150334,0.08,0.11,0.07,5391058,9712,55639,745
Pierce,Georgia,9:30,-81.36,-7.34,0.56,0.42,0.13,2.82,973549,0.08,0.28,0.06,4913150,5366,3101,299
Pike,Georgia,9:30,-79.93,-6.97,0.53,0.19,0.27,4.05,124120,0.09,0.29,0.02,6044721,5640,52820,133
Polk,Georgia,9:30,-76.91,-7.59,0.52,0.22,0.21,4.3,244992,0.01,0.58,0.08,5617390,5882,63746,737
Pulaski,Georgia,9:30,-78.64,-7.17,0.39,0.31,0.31,4.76,860044,0.07,0.16,0.1,4362219,9230,54744,699
Putnam,Georgia,9:30,-77.61,-7.26,0.34,0.19,0.19,3.26,585273,0.06,0.23,0.05,6734428,2967,53874,644
Quitman,Georgia,9:30,-79.64,-7.17,0.39,0.26,0.42,4.78,685471,0.03,0.57,0.02,6951262,7908,26087,127
Rabun,Georgia,9:30,-81.65,-6.24,0.31,0.31,0.31,4.18,227562,0.1,0.42,0.04,3458083,8928,53862,618
Randolph,Georgia,9:30,-77.88,-7.71,0.57,0.39,0.13,2.88,861856,0.01,0.15,0.03,6347222,5564,31034,222
Richmond,Georgia,9:30,-78.77,-6.92,0.16,0.1,0.31,2.59,871469,0.07,0.23,0.04,7765088,2966,56757,857
Rockdale,Georgia,9:30,-76.31,-6.96,0.3,0.35,0.17,4.12,317921,0.01,0.36,0.05,3756187,1505,16268,214
Schley,Georgia,9:30,-76.36,-7.27,0.37,0.47,0.31,3.89,536065,0.09,0.33,0.01,8210679,7024,35018,251
Screven,Georgia,9:30,-81.82,-8,0.12,0.38,0.4,3.41,351772,0.09,0.47,0.06,8567399,2231,51217,368
Seminole,Georgia,9:30,-78.13,-6.54,0.27,0.28,0.15,2.8,589783,0.09,0.34,0.1,5530851,5084,21558,774
Spalding,Georgia,9:30,-77.46,-7.71,0.41,0.19,0.35,4.96,108318,0.1,0.31,0.02,7717763,8529,8364,686
Stephens,Georgia,9:30,-80.19,-7.31,0.57,0.2,0.1,4.26,938416,0.08,0.2,0.04,5426937,2544,74735,827
Stewart,Georgia,9:30,-79.64,-6.34,0.1,0.38,0.46,4.49,907412,0.07,0.32,0.03,7921039,7903,10376,384
Sumter,Georgia,9:30,-77.82,-6.83,0.27,0.35,0.35,4.22,252965,0.08,0.31,0.1,4677971,4299,15407,411
Talbot,Georgia,9:30,-78.15,-7.64,0.43,0.22,0.28,3.38,981228,0.09,0.59,0.08,4098245,4293,57925,367
Taliaferro,Georgia,9:30,-79.83,-7.04,0.27,0.31,0.48,2.23,586118,0.05,0.58,0.04,6606145,6173,50313,818
Tattnall,Georgia,9:30,-78.23,-6.96,0.32,0.37,0.27,2.04,124717,0.06,0.36,0.02,4222605,3984,11282,890
Taylor,Georgia,9:30,-78.45,-6.45,0.23,0.6,0.15,4.62,490916,0.01,0.54,0.1,4358463,8935,78666,443
Telfair,Georgia,9:30,-79.65,-7.13,0.37,0.47,0.4,3.17,163449,0.01,0.14,0.05,3526150,5690,39958,531
Terrell,Georgia,9:30,-76.83,-6.63,0.11,0.46,0.31,3.5,126418,0.08,0.11,0.01,5589705,3784,26467,327
Thomas,Georgia,9:30,-77.37,-6.53,0.22,0.38,0.48,3.01,434215,0.07,0.57,0.05,7463637,6850,38038,444
Tift,Georgia,9:30,-80.84,-7.98,0.19,0.51,0.25,2.06,442514,0.05,0.41,0.02,8551091,4442,14877,734
Toombs,Georgia,9:30,-81.1,-7.86,0.37,0.6,0.32,4.75,236059,0.08,0.1,0.07,3861459,4975,68758,435
Towns,Georgia,9:30,-81.14,-6.27,0.43,0.21,0.29,3.54,227703,0.09,0.53,0.1,6147227,1339,56694,640
Treutlen,Georgia,9:30,-76.58,-6.87,0.22,0.32,0.42,5,447732,0.07,0.37,0.05,8554292,4533,53598,739
Troup,Georgia,9:30,-80.78,-7.94,0.37,0.27,0.37,3.54,141090,0.07,0.16,0.07,6072722,3581,10813,599
Turner,Georgia,9:30,-80.27,-7.18,0.15,0.4,0.19,2.21,181827,0.04,0.29,0.09,4943858,1030,44672,869
Twiggs,Georgia,9:30,-80.19,-6.1,0.36,0.27,0.37,4.2,840395,0.09,0.11,0.06,4896134,6919,40363,521
Union,Georgia,9:30,-79.73,-6.33,0.13,0.1,0.39,2,579870,0.06,0.53,0.04,3893918,1798,58902,595
Upson,Georgia,9:30,-77.08,-7.68,0.11,0.15,0.27,4.99,754785,0.08,0.15,0.1,8866706,6457,18603,472
Walker,Georgia,9:30,-78.22,-7.47,0.37,0.59,0.31,3.55,687458,0.02,0.22,0.07,6488642,2897,47372,786
Walton,Georgia,9:30,-79.68,-7.71,0.32,0.51,0.42,4.56,457132,0.09,0.1,0.1,4666361,9193,34825,378
Ware,Georgia,9:30,-78.82,-6.82,0.1,0.38,0.19,3.51,629642,0.04,0.26,0.06,3595599,9310,38860,869
Warren,Georgia,9:30,-77.67,-6.61,0.57,0.33,0.46,4.97,840438,0.01,0.13,0.1,8205103,2687,44585,525
Washington,Georgia,9:30,-79.1,-7.17,0.45,0.21,0.41,4.88,695113,0.07,0.24,0.04,7356872,7886,6561,820
Wayne,Georgia,9:30,-79.9,-7.92,0.22,0.48,0.34,3.66,384835,0.09,0.59,0.02,7414622,2547,14030,867
Webster,Georgia,9:30,-81.04,-7.97,0.42,0.37,0.21,3.9,638283,0.02,0.36,0.1,8083353,3384,13373,606
Wheeler,Georgia,9:30,-79.86,-6.06,0.41,0.37,0.2,3.35,509149,0.05,0.18,0.07,6883612,5822,11514,522
White,Georgia,9:30,-81.57,-6.41,0.48,0.49,0.48,3.96,200823,0.02,0.15,0.09,4271370,3904,67060,153
Whitfield,Georgia,9:30,-79,-7.56,0.53,0.27,0.47,2.78,437181,0.05,0.23,0.05,4972048,7312,52073,222
Wilcox,Georgia,9:30,-81.35,-6.44,0.48,0.5,0.11,3.11,717966,0.05,0.57,0.03,8336442,9765,25465,821
Wilkes,Georgia,9:30,-77.31,-7.96,0.14,0.31,0.46,2.29,559791,0.07,0.47,0.09,5891380,1833,13693,706
Wilkinson,Georgia,9:30,-81.65,-7.48,0.14,0.21,0.32,2.29,166052,0.09,0.2,0.06,6967659,5186,53691,205
Worth,Georgia,9:30,-80.19,-7.61,0.2,0.46,0.44,4.11,222796,0.09,0.24,0.05,3445292,4819,37197,879
Hawaii,Hawai?i,9:30,-81.92,-6.2,0.11,0.19,0.16,3.06,758848,0.07,0.57,0.08,7567031,6299,72320,486
Honolulu,Hawai?i,9:30,-77.01,-7.63,0.14,0.49,0.38,4.27,499126,0.06,0.26,0.09,7536782,8602,65470,686
Kalawao,Hawai?i,9:30,-78.47,-7.24,0.32,0.22,0.41,3.13,324387,0.03,0.3,0.01,7645305,3649,13143,812
Kauai,Hawai?i,9:30,-76.94,-7.21,0.31,0.54,0.26,3.86,819967,0.06,0.12,0.04,4215660,2340,28760,461
Maui,Hawai?i,9:30,-76.53,-6.23,0.22,0.1,0.14,3.84,874502,0.05,0.45,0.01,8060401,6640,24417,853
Ada,Idaho,9:30,-81.01,-7.52,0.49,0.13,0.37,3.5,212139,0.01,0.23,0.01,6816990,1651,32812,887
Adams,Idaho,9:30,-80,-7.46,0.36,0.25,0.11,4.03,214423,0.06,0.36,0.1,7838325,5962,78165,127
Bannock,Idaho,9:30,-77.74,-6.8,0.28,0.4,0.17,2.84,568844,0.06,0.16,0.01,8607203,8804,68233,261
Bear Lake,Idaho,9:30,-76.01,-7.97,0.56,0.6,0.45,2.58,538187,0.1,0.45,0.01,4588690,6340,29772,159
Benewah,Idaho,9:30,-77.02,-6.89,0.59,0.17,0.49,4.35,648540,0.1,0.33,0.04,4101192,6750,69348,308
Bingham,Idaho,9:30,-78.21,-6.6,0.15,0.51,0.47,2.78,651189,0.08,0.22,0.02,8485401,8816,74228,647
Blaine,Idaho,9:30,-79.75,-7.35,0.24,0.22,0.37,2.28,664519,0.1,0.16,0.06,5726236,6502,8613,873
Boise,Idaho,9:30,-80.53,-7.31,0.5,0.29,0.15,2.83,316573,0.04,0.26,0.08,5646957,8155,40122,498
Bonner,Idaho,9:30,-80.18,-7.87,0.19,0.19,0.41,2.55,527076,0.07,0.14,0.06,8767359,3243,35196,366
Bonneville,Idaho,9:30,-80.78,-7.48,0.35,0.54,0.15,3.15,594632,0.1,0.18,0.01,8184863,2293,64478,335
Boundary,Idaho,9:30,-79.33,-7.22,0.5,0.4,0.13,3.82,343716,0.09,0.5,0.03,4740114,8073,49544,546
Butte,Idaho,9:30,-81.76,-7.67,0.52,0.23,0.29,2.98,487833,0.09,0.43,0.01,3080415,2431,36307,533
Camas,Idaho,9:30,-76.49,-6.51,0.14,0.47,0.27,2.82,878856,0.02,0.32,0.07,8374073,8953,34054,453
Canyon,Idaho,9:30,-81.46,-6.91,0.46,0.45,0.42,3.58,263557,0.01,0.21,0.08,8096277,7590,15115,615
Caribou,Idaho,9:30,-78.74,-7.12,0.52,0.31,0.47,2.02,715684,0.07,0.48,0.03,7819139,1057,19650,127
Cassia,Idaho,9:30,-77.83,-7.15,0.54,0.56,0.28,4.93,313164,0.01,0.56,0.06,5243513,5071,47631,398
Clark,Idaho,9:30,-77.02,-6.61,0.17,0.47,0.35,2.12,631018,0.07,0.59,0.07,3658896,6685,75031,110
Clearwater,Idaho,9:30,-80.15,-6.46,0.28,0.57,0.17,2.57,632023,0.04,0.43,0.05,4030182,2383,76849,759
Custer,Idaho,9:30,-78.7,-7,0.37,0.59,0.34,2.84,675029,0.1,0.17,0.08,5114773,4468,18845,890
Elmore,Idaho,9:30,-77.78,-6.99,0.53,0.21,0.17,4.55,828114,0.09,0.57,0.02,6104228,4515,16495,876
Franklin,Idaho,9:30,-79.01,-7.81,0.1,0.53,0.38,2.51,899438,0.02,0.59,0.03,7716975,2646,72480,238
Fremont,Idaho,9:30,-81.84,-6.22,0.45,0.6,0.49,4.03,595135,0.09,0.31,0.05,6774345,3917,53089,501
Gem,Idaho,9:30,-79.67,-6.87,0.5,0.15,0.37,2.11,400729,0.01,0.22,0.1,6801806,8070,18688,737
Gooding,Idaho,9:30,-81.65,-7.05,0.48,0.1,0.4,3.09,268694,0.1,0.47,0.02,7118949,7418,12313,469
Idaho,Idaho,9:30,-77.36,-7.57,0.57,0.19,0.41,2.47,811289,0.1,0.4,0.02,7840138,4836,31219,258
Jefferson,Idaho,9:30,-81.31,-6.84,0.16,0.48,0.44,4.49,329028,0.01,0.57,0.02,7968450,9619,70550,363
Jerome,Idaho,9:30,-81.2,-7.97,0.13,0.25,0.45,2.07,135645,0.01,0.57,0.06,7617600,2795,32966,176
Kootenai,Idaho,9:30,-80.92,-6.97,0.22,0.34,0.48,4.15,145461,0.02,0.51,0.02,4103057,3856,9291,889
Latah,Idaho,9:30,-81.08,-6.95,0.17,0.49,0.49,4.47,559551,0.01,0.29,0.1,6049765,6521,51817,590
Lemhi,Idaho,9:30,-78.1,-6.26,0.32,0.22,0.24,4.36,302436,0.01,0.37,0.08,6067477,3606,38783,619
Lewis,Idaho,9:30,-80.88,-6.87,0.45,0.29,0.29,2.4,422989,0.04,0.33,0.03,4796916,8910,79679,219
Lincoln,Idaho,9:30,-80.44,-6.67,0.17,0.54,0.48,3.88,986680,0.03,0.44,0.08,4570185,3594,29021,838
Madison,Idaho,9:30,-76.92,-7.16,0.21,0.34,0.16,4.42,531361,0.04,0.29,0.09,6106067,3488,39998,685
Minidoka,Idaho,9:30,-77.38,-7.47,0.55,0.32,0.15,3.66,987654,0.1,0.39,0.1,8449084,8546,4123,174
Nez Perce,Idaho,9:30,-78.01,-7.24,0.38,0.54,0.24,4.57,467903,0.1,0.54,0.03,6175769,1756,20772,787
Oneida,Idaho,9:30,-77.42,-6.02,0.45,0.54,0.18,3.18,968281,0.09,0.4,0.09,4127704,4701,5295,555
Owyhee,Idaho,9:30,-80.62,-7.85,0.25,0.23,0.31,4.32,575676,0.06,0.41,0.1,8433004,2326,79870,178
Payette,Idaho,9:30,-80.23,-7.56,0.28,0.37,0.45,3.88,477012,0.03,0.51,0.02,5347504,6208,53914,519
Power,Idaho,9:30,-76.93,-6.81,0.28,0.55,0.3,3.51,978666,0.02,0.46,0.08,5868035,2356,46381,130
Shoshone,Idaho,9:30,-79.73,-6.5,0.32,0.57,0.37,4.07,589705,0.07,0.23,0.03,8360314,8017,15898,660
Teton,Idaho,9:30,-79.35,-7.44,0.11,0.51,0.37,3.31,747977,0.01,0.22,0.06,6561794,4366,46473,110
Twin Falls,Idaho,9:30,-78.52,-6.26,0.53,0.18,0.3,3.44,417206,0.05,0.25,0.02,4705172,8710,17329,668
Valley,Idaho,9:30,-78.88,-7,0.6,0.52,0.13,4.37,191388,0.08,0.47,0.02,4453066,3975,42560,504
Washington,Idaho,9:30,-78.42,-7.2,0.38,0.14,0.14,3.24,788779,0.06,0.22,0.06,4844766,9468,9340,196
Adams,Illinois,9:30,-80.34,-7.8,0.22,0.17,0.25,3.81,945889,0.05,0.53,0.06,3514746,1323,59362,899
Alexander,Illinois,9:30,-76.39,-6.47,0.24,0.19,0.36,2.74,215707,0.08,0.51,0.06,7297961,5777,49647,326
Bond,Illinois,9:30,-79.37,-6.18,0.36,0.48,0.39,2.48,804503,0.08,0.57,0.09,8039353,5460,27638,332
Boone,Illinois,9:30,-77.53,-6.33,0.52,0.45,0.43,4.67,659276,0.09,0.58,0.07,5867022,4036,16662,746
Brown,Illinois,9:30,-76.03,-6.35,0.28,0.48,0.3,4.85,357863,0.03,0.43,0.1,7818510,1415,47201,619
Bureau,Illinois,9:30,-79.69,-6.76,0.12,0.32,0.48,3.66,483832,0.04,0.36,0.02,3115544,4579,33533,463
Calhoun,Illinois,9:30,-79.55,-6.91,0.52,0.38,0.15,2.22,215426,0.01,0.52,0.02,8880291,4388,63643,222
Carroll,Illinois,9:30,-79.51,-7.33,0.22,0.6,0.48,4.91,235599,0.02,0.6,0.03,4458004,8232,19274,105
Cass,Illinois,9:30,-78.05,-6.35,0.38,0.34,0.48,2.09,761727,0.05,0.32,0.08,3341626,3407,46136,835
Champaign,Illinois,9:30,-77.2,-6.25,0.2,0.39,0.41,3.55,730657,0.01,0.53,0.07,5518070,4681,35840,125
Christian,Illinois,9:30,-79.88,-7.4,0.24,0.41,0.47,2.42,712700,0.09,0.23,0.02,6007173,2324,43585,506
Clark,Illinois,9:30,-77.9,-7.16,0.17,0.25,0.2,2.83,280080,0.05,0.16,0.04,7862244,2082,31002,899
Clay,Illinois,9:30,-78.81,-6.26,0.36,0.45,0.28,4,715437,0.07,0.53,0.08,7606166,9399,19620,630
Clinton,Illinois,9:30,-80.95,-7.52,0.56,0.25,0.19,4.75,316837,0.1,0.43,0.08,5697896,6767,73058,402
Coles,Illinois,9:30,-76.15,-7.99,0.23,0.54,0.11,4.07,146047,0.1,0.56,0.05,8293822,5829,33267,626
Cook,Illinois,9:30,-77.28,-7.45,0.35,0.31,0.5,4.05,506242,0.07,0.46,0.06,4186163,8806,14334,823
Crawford,Illinois,9:30,-81.01,-7.85,0.33,0.54,0.15,3.28,304740,0.01,0.59,0.02,8846346,1636,62695,519
Cumberland,Illinois,9:30,-76.08,-7.55,0.15,0.22,0.41,2.48,217017,0.09,0.34,0.08,6904817,3109,23869,648
