Counties,States,Time,Subscriber,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Mifflin County,Pennsylvania,2017-1-4-0-0,60285038,-115,-14,3.77,4.68,10.08,1.9,440577,0.59,4.87,1.3,646862,34887,41758,3992
Monroe County,Pennsylvania,2017-1-4-0-0,25982719,-111,-15,0.42,3.17,5.29,13.8,781866,3.74,2.73,4.45,581908,41572,6847,3922
Montgomery County,Pennsylvania,2017-1-4-0-0,26479483,-105,-10,1.6,0.28,7.56,12.8,391134,2.48,4.55,10.68,941371,31801,34767,1960
Montour County,Pennsylvania,2017-1-4-0-0,66992473,-93,-15,0.97,2.21,8.51,18.5,102678,0.99,0.72,10.82,977975,7277,5700,3276
Northampton County,Pennsylvania,2017-1-4-0-0,29074443,-64,-10,1.54,2.55,11.42,3.2,228494,1.34,2.19,7.5,511938,34122,38579,3775
Northumberland County,Pennsylvania,2017-1-4-0-0,65646596,-83,-8,3.1,3.67,6.83,1.6,915260,2.47,0.06,2.26,669246,4709,12722,1822
Perry County,Pennsylvania,2017-1-4-0-0,18421221,-61,-6,3.73,5.28,4.43,2.9,981623,0.98,3.3,10.54,966123,28576,34495,1465
Philadelphia County,Pennsylvania,2017-1-4-0-0,92585016,-107,-10,1.19,0.35,2.03,17.6,564048,1.18,4.32,8.37,256850,30591,31210,2668
Pike County,Pennsylvania,2017-1-4-0-0,23649249,-112,-12,5.09,0.55,2.28,18.7,924733,2.78,2.5,0.26,164875,33505,46563,428
Potter County,Pennsylvania,2017-1-4-0-0,40623816,-101,-6,1.32,3.28,9.68,13,515324,1.42,4.2,7.9,414248,45982,14058,3314
Schuylkill County,Pennsylvania,2017-1-4-0-0,34809915,-77,-15,2.16,3.97,6.89,3.1,768902,4.61,4.9,1.71,478542,27533,1955,1084
Snyder County,Pennsylvania,2017-1-4-0-0,23328154,-87,-8,4.98,1.62,6.29,15.7,896613,0.15,0.58,9.39,963261,44985,16845,4162
Somerset County,Pennsylvania,2017-1-4-0-0,56518579,-119,-15,1.33,2.04,1.12,12.1,278598,2.44,5.36,9,286657,4222,20689,4520
Sullivan County,Pennsylvania,2017-1-4-0-0,97660220,-83,-13,4.12,0.98,9.91,20,647073,1.89,1.35,4,257613,13733,28503,1054
Susquehanna County,Pennsylvania,2017-1-4-0-0,72653483,-76,-14,4.87,4.05,11.53,7.7,616796,2.83,3.2,7.53,412431,11056,14427,1533
Tioga County,Pennsylvania,2017-1-4-0-0,73761669,-81,-10,3.94,1.69,7.58,0.9,745436,2.71,1.62,1.03,659472,12027,29875,1950
Union County,Pennsylvania,2017-1-4-0-0,57294480,-105,-9,0.5,4.99,3.59,8.4,884004,0.8,1.93,5.31,684570,15277,29634,2542
Venango County,Pennsylvania,2017-1-4-0-0,35504240,-107,-13,2.58,1.33,7.81,12.7,811471,0.18,4.64,5.12,569676,37443,44235,2310
Warren County,Pennsylvania,2017-1-4-0-0,7622733,-94,-12,0.05,2.75,1.73,3.8,469726,0.49,2.81,9.95,827606,31250,34412,4601
Washington County,Pennsylvania,2017-1-4-0-0,40853963,-64,-7,4.26,3.38,10.63,7.2,471815,3.93,2.44,2.79,385640,49412,8765,3643
Wayne County,Pennsylvania,2017-1-4-0-0,49765716,-61,-9,4.39,4.09,6.02,17.5,724001,4.18,4.67,6.63,990663,35136,16238,2943
Westmoreland County,Pennsylvania,2017-1-4-0-0,79555695,-86,-14,1.35,2.85,9.84,18.9,415251,1.37,2.71,8.54,709257,18573,11202,764
Wyoming County,Pennsylvania,2017-1-4-0-0,84719768,-76,-15,2.66,1.25,9.55,9.2,563765,0.57,4.07,7.81,894218,10390,7769,1527
York County,Pennsylvania,2017-1-4-0-0,40969775,-119,-6,1.16,2.2,7.71,7.8,692630,2.03,3.27,2.82,523363,31889,37185,1444
Bristol County,Rhode Island,2017-1-4-0-0,19119612,-120,-9,2.33,5.26,1.26,4.3,581138,1.93,1.89,8.52,680137,6443,2241,2747
Kent County,Rhode Island,2017-1-4-0-0,54475885,-70,-11,0.61,0.36,10.14,12,274044,0.72,1.54,1.42,751679,34351,49982,707
Newport County,Rhode Island,2017-1-4-0-0,97834878,-76,-9,2.82,2.85,4.76,10.1,840565,4.28,1.67,5.76,125702,31113,29347,4665
Providence County,Rhode Island,2017-1-4-0-0,8803933,-83,-10,3.69,1.77,3.92,12,261463,4.3,2.45,6.31,245104,43630,19342,1449
Washington County,Rhode Island,2017-1-4-0-0,39101520,-107,-6,3.13,1.12,3.1,9.2,553993,4.7,2.43,1.88,490547,29317,28990,2191
Abbeville County,South Carolina,2017-1-4-0-0,53033364,-74,-9,3.82,3.74,8.64,19.5,146468,3.29,2.03,11.68,968159,9078,42299,1200
Aiken County,South Carolina,2017-1-4-0-0,94453749,-118,-13,0.29,0.95,5.18,13.1,269906,1.16,4.06,6.53,576416,3114,7992,2716
Allendale County,South Carolina,2017-1-4-0-0,9103105,-74,-6,5.27,2.69,7.76,17.7,605202,2,0.36,8.24,768006,40624,16755,2700
Anderson County,South Carolina,2017-1-4-0-0,6826740,-86,-8,2.18,0.57,0.49,11,676829,3.82,4.85,2.4,159701,23301,9946,210
Bamberg County,South Carolina,2017-1-4-0-0,15786700,-114,-15,4.21,5.46,11.18,10,856174,0.34,0.11,7.82,459900,37885,45305,1642
Barnwell County,South Carolina,2017-1-4-0-0,2050435,-60,-14,0.56,2.92,6.54,13.8,486665,5.36,5.48,10.17,782123,25562,3857,2580
Beaufort County,South Carolina,2017-1-4-0-0,50362913,-102,-9,2.48,0.64,5.36,1.6,238237,1.7,1.04,3.25,405323,33069,32285,4127
Berkeley County,South Carolina,2017-1-4-0-0,94325233,-72,-6,3.93,2.66,11.94,13.5,631198,4.09,2.79,10.19,590399,18647,26444,4647
Calhoun County,South Carolina,2017-1-4-0-0,13982293,-101,-6,2.91,1.49,2.19,10.1,729392,2.88,3.24,4.69,784424,21169,41351,2880
Charleston County,South Carolina,2017-1-4-0-0,10076764,-87,-16,2.56,2.84,9.04,2.5,522834,4.36,2.27,10.02,328525,28471,34248,479
Cherokee County,South Carolina,2017-1-4-0-0,76119974,-85,-9,0.24,0.81,1.62,0.5,898500,3.46,0.08,9.97,221263,21360,39248,384
Chester County,South Carolina,2017-1-4-0-0,76926803,-99,-13,4.44,2.19,7.49,9.9,773638,2.53,2.96,10.2,527159,12281,36116,4555
Chesterfield County,South Carolina,2017-1-4-0-0,87566737,-82,-10,3.65,3.4,10.46,18.6,583560,1.51,5.28,2.55,741464,48908,13587,3420
Clarendon County,South Carolina,2017-1-4-0-0,23660533,-89,-8,3.04,0.56,10.74,20,279885,0.75,2.3,2.71,438929,22258,45345,4038
Colleton County,South Carolina,2017-1-4-0-0,12694209,-85,-11,5.46,2.52,2.52,10.4,339965,5.47,5.38,0.39,700514,43286,27130,153
Darlington County,South Carolina,2017-1-4-0-0,53939769,-95,-15,4.88,0.96,10.42,6.6,640870,0.41,2.35,1.82,900573,40563,27594,4698
Dillon County,South Carolina,2017-1-4-0-0,33480255,-119,-16,4.79,3.78,0.24,8.9,798071,2.55,3.99,3.27,753392,39375,18608,1991
Dorchester County,South Carolina,2017-1-4-0-0,7790130,-99,-15,2.04,3.89,0.24,11.7,171219,4.07,0.17,4.44,417224,40368,48322,3387
Edgefield County,South Carolina,2017-1-4-0-0,2786309,-84,-13,1.38,4.21,5.27,2.9,173471,0.83,3.75,1.82,371740,7630,1572,4193
Fairfield County,South Carolina,2017-1-4-0-0,69539498,-80,-11,4.35,0.77,7.35,13.2,481426,1.05,5.21,2.68,656175,2550,18326,330
Florence County,South Carolina,2017-1-4-0-0,1483214,-67,-14,4.25,2.61,5.89,5.7,405085,1.47,4.66,6.28,321800,40197,7867,2101
Georgetown County,South Carolina,2017-1-4-0-0,94004333,-98,-12,1.86,5.19,6.62,1.1,496620,3.73,2.89,6.51,252248,9096,9214,525
Greenville County,South Carolina,2017-1-4-0-0,91068562,-117,-15,4.79,2.54,2.49,13.7,945191,4.77,0.89,5.89,788248,47388,8789,4461
Greenwood County,South Carolina,2017-1-4-0-0,68196245,-106,-8,2.61,3.28,4.58,5,688191,1.24,1.77,8.62,226346,13562,20174,744
Hampton County,South Carolina,2017-1-4-0-0,41081830,-97,-16,4.63,3.84,2.03,10.5,256628,1.1,2.96,2.81,926170,29664,19460,571
Horry County,South Carolina,2017-1-4-0-0,77980749,-114,-8,0.88,2.41,9.36,9.4,468712,0.22,4.63,0.22,850505,33989,31283,1300
Jasper County,South Carolina,2017-1-4-0-0,91168312,-66,-15,3.18,2,9.65,7,667591,4,4.03,2.32,549808,36814,42134,1679
Kershaw County,South Carolina,2017-1-4-0-0,8035038,-99,-9,4.74,5.06,10.04,3.5,488191,5,1.27,3.26,563039,30114,48763,3436
Lancaster County,South Carolina,2017-1-4-0-0,97551072,-85,-12,0.4,1.81,1.78,1.6,484532,4.18,4.45,9.01,775957,18119,27263,1659
Laurens County,South Carolina,2017-1-4-0-0,79812608,-63,-12,2.86,1.92,8.23,8.1,591954,5.49,0.73,9.83,445532,28862,3056,712
Lee County,South Carolina,2017-1-4-0-0,10584281,-60,-10,4.16,0.86,9.08,4.9,609239,2.59,0.61,9.68,700809,3145,28096,492
Lexington County,South Carolina,2017-1-4-0-0,35144684,-99,-11,4.96,4.23,3.66,11.9,522247,0.98,4.34,6.73,555246,39043,9737,2202
McCormick County,South Carolina,2017-1-4-0-0,33517995,-72,-15,2.67,1.06,2.29,3.1,417858,1.4,1.16,7.97,326003,12292,26167,3891
Marion County,South Carolina,2017-1-4-0-0,85715390,-78,-11,4.2,2.61,10.38,17.4,631447,2.92,4.11,4.42,767725,3668,24787,1402
Marlboro County,South Carolina,2017-1-4-0-0,7595688,-92,-7,4.37,0.44,10.28,8.3,788672,2.34,3.85,2.66,519157,12315,40854,4209
Newberry County,South Carolina,2017-1-4-0-0,37291133,-113,-16,0.36,2.65,4.12,18.3,745611,0.83,2.75,10.76,576543,31704,10671,3275
Oconee County,South Carolina,2017-1-4-0-0,16480922,-97,-15,2.68,0.77,6.03,18.8,535498,2.76,3.06,3.7,214796,39281,17893,3968
Orangeburg County,South Carolina,2017-1-4-0-0,57517780,-63,-15,4.66,3.99,9.32,12.7,381511,4.75,4.72,0.88,671715,37818,24606,3988
Pickens County,South Carolina,2017-1-4-0-0,14574193,-76,-16,4.18,4.63,8.05,14.9,306901,1.82,2.44,2.86,115338,13765,4715,4155
Richland County,South Carolina,2017-1-4-0-0,13828571,-120,-10,3.38,2.89,3.65,18.3,143859,3.66,1.63,1.01,866333,13697,14386,693
Saluda County,South Carolina,2017-1-4-0-0,66308776,-98,-13,2.75,4.57,6.61,7.3,548848,1.97,3.34,11.06,259667,45438,40970,1247
Spartanburg County,South Carolina,2017-1-4-0-0,77516743,-80,-12,2.11,3.02,6.6,16.6,820946,4.9,1.45,11.63,941939,47069,29133,3294
Sumter County,South Carolina,2017-1-4-0-0,51806478,-81,-16,2.5,5.34,8.52,8.4,113353,0.68,1.71,2.47,391352,28318,22643,1360
Union County,South Carolina,2017-1-4-0-0,38601668,-107,-14,2.18,1.89,8.55,6.3,157035,1.81,1.02,3.56,706086,31862,28777,3653
Williamsburg County,South Carolina,2017-1-4-0-0,59317510,-113,-6,5.41,4.61,3.35,4.9,117808,2.19,1.91,9.57,661702,26615,36481,4783
York County,South Carolina,2017-1-4-0-0,7668959,-114,-11,2.41,5.49,10.33,15.3,760922,0.37,2.81,2.27,139868,11872,30064,480
Aurora County,South Dakota,2017-1-4-0-0,24899406,-106,-16,4.39,0.08,9.2,3.5,986781,0.31,3.08,1.81,662257,5607,28530,228
Beadle County,South Dakota,2017-1-4-0-0,57164562,-77,-13,4.51,0.65,11.75,4.2,124248,3.84,1.46,1.37,224646,29126,15984,3428
Bennett County,South Dakota,2017-1-4-0-0,45787660,-67,-11,0.57,1.4,7.12,2.2,877861,4.08,2.29,11.98,942326,23970,37816,547
Bon Homme County,South Dakota,2017-1-4-0-0,21743309,-101,-12,1.14,2.74,8.72,7.3,429220,4.9,3.15,5.43,648626,5978,14453,1245
Brookings County,South Dakota,2017-1-4-0-0,39653697,-79,-11,3.07,3.98,11.12,19.7,196387,4.92,4.76,10.94,609767,47657,22382,3550
Brown County,South Dakota,2017-1-4-0-0,6059257,-74,-7,5.47,1.26,11.19,1.9,918061,4.86,5.12,6.72,515036,43114,33050,2006
Brule County,South Dakota,2017-1-4-0-0,80251372,-82,-14,1.22,4.66,8.46,4.8,190607,1.55,3.33,11.95,421792,36187,26235,1792
Buffalo County,South Dakota,2017-1-4-0-0,75204605,-109,-6,4.71,3.35,1.98,10.3,318918,4.96,0.11,11.81,996208,35521,32538,3783
Butte County,South Dakota,2017-1-4-0-0,57983862,-98,-14,1.88,5.26,2.53,8.9,568816,2.89,3.15,4.73,680459,18263,10977,1926
Campbell County,South Dakota,2017-1-4-0-0,6665150,-68,-11,1.19,3.72,5.88,8.2,831026,3.17,0.99,3.78,422392,25752,11804,1447
Charles Mix County,South Dakota,2017-1-4-0-0,88466384,-83,-16,3.78,2.94,10.37,14.7,554076,3.13,1.2,0.32,119334,38761,18745,244
Clark County,South Dakota,2017-1-4-0-0,82096462,-103,-14,4.92,0.8,10.71,19.6,373514,4.56,1.31,6.65,707281,29000,28310,622
Clay County,South Dakota,2017-1-4-0-0,75865111,-112,-8,4.18,5.39,2.92,14.6,248345,0.35,1.37,3.21,788147,9064,5974,3690
Codington County,South Dakota,2017-1-4-0-0,85613691,-75,-16,0.12,3.21,8.97,15.4,404066,2.08,2.66,0.78,865584,6931,15720,4928
Corson County,South Dakota,2017-1-4-0-0,93502797,-102,-10,2.63,2.6,8.79,5.2,546783,0.87,2.73,11.09,770464,47125,15449,3229
Custer County,South Dakota,2017-1-4-0-0,59298688,-67,-10,1.44,0.06,1.8,10.2,275254,1.17,4.57,8.66,334519,27381,30796,4858
Davison County,South Dakota,2017-1-4-0-0,89278614,-115,-7,3,0.97,8.63,1.1,472951,5.23,4.59,3.64,588451,9037,49295,3539
Day County,South Dakota,2017-1-4-0-0,4869738,-88,-11,2.55,1.63,8.94,5.6,194807,3.61,4.58,8.57,472809,19790,1708,867
Deuel County,South Dakota,2017-1-4-0-0,72118937,-88,-15,4.62,1.37,11.53,14.9,603814,5.01,2.21,7.87,102877,33242,31543,4205
Dewey County,South Dakota,2017-1-4-0-0,92793837,-95,-8,5.02,5.31,8.9,4.3,188978,2.28,4.05,0.73,141495,19404,20172,780
Douglas County,South Dakota,2017-1-4-0-0,86594321,-113,-7,0.17,3.04,6.54,5.1,309865,0.54,5.03,4.37,867188,42956,40876,1787
Edmunds County,South Dakota,2017-1-4-0-0,85856020,-86,-8,1.3,2.66,4.77,10.5,726439,4.61,0.39,8.43,322133,20497,23297,4603
Fall River County,South Dakota,2017-1-4-0-0,99314964,-83,-11,4.87,4.83,0.11,16.1,151525,2.96,4.12,5.68,322158,29382,43250,834
Faulk County,South Dakota,2017-1-4-0-0,94520795,-97,-8,2.01,4.27,2.94,8.1,267284,4.39,2.45,7.21,904795,3355,9810,4889
Grant County,South Dakota,2017-1-4-0-0,49043180,-112,-10,2.15,3.45,8.28,12.7,495133,2.42,5.27,2.96,486010,45027,44798,111
Gregory County,South Dakota,2017-1-4-0-0,5907531,-114,-13,1.57,2.4,2.62,5.6,806733,0.84,3.67,1.53,617757,44749,47502,3059
Haakon County,South Dakota,2017-1-4-0-0,35398317,-83,-15,2.12,1.75,0.81,10.7,437878,0.48,2.42,7.07,692732,19671,26918,2297
Hamlin County,South Dakota,2017-1-4-0-0,19939259,-64,-7,5.49,4.35,4.17,14.7,108321,5.44,2.01,8.92,791029,47099,15483,3702
Hand County,South Dakota,2017-1-4-0-0,68806994,-81,-13,1.38,0.3,10.31,18.6,809669,1.74,3.69,7.56,325114,41544,30344,3278
Hanson County,South Dakota,2017-1-4-0-0,97640882,-119,-10,1.39,1.35,0.25,13.1,558647,2.5,0.88,1.99,475618,13175,41435,2844
Harding County,South Dakota,2017-1-4-0-0,48633122,-76,-14,3.7,4.34,8.9,6.7,825030,4.64,4.31,4.4,988673,16873,40910,4224
Hughes County,South Dakota,2017-1-4-0-0,48669782,-92,-12,0.48,5.23,3.04,19.1,387412,2.64,5.43,1.64,786361,30242,38943,3828
Hutchinson County,South Dakota,2017-1-4-0-0,49622054,-77,-12,2.89,2.89,4.43,15.1,100504,3.21,4.96,1.97,814245,25506,24036,3377
Hyde County,South Dakota,2017-1-4-0-0,12423647,-82,-12,1.11,2.02,1.48,12.5,956987,2.85,0.5,9.55,615314,7095,29607,3788
Jackson County,South Dakota,2017-1-4-0-0,22139446,-98,-9,0.21,2.27,3.5,19.3,865590,4.55,4.49,2.86,152488,38018,36600,4350
Jerauld County,South Dakota,2017-1-4-0-0,48653987,-68,-9,4.16,2.42,9.07,3.1,746832,2.33,4.24,11.04,308498,15826,29388,2127
Jones County,South Dakota,2017-1-4-0-0,45217626,-90,-7,0.26,4.14,5.59,18.2,890440,3.64,2.8,5.79,801377,25803,20249,3877
Kingsbury County,South Dakota,2017-1-4-0-0,23792065,-62,-10,2.5,1.51,5.42,19,365186,4.21,2.52,1.73,754341,6994,12027,4371
Lake County,South Dakota,2017-1-4-0-0,85203835,-69,-8,3.28,2.77,6.08,13.2,427689,0.12,2.28,10.41,154765,9167,30663,1670
Lawrence County,South Dakota,2017-1-4-0-0,63680975,-78,-15,0.58,3.73,1.24,2.5,394510,4.14,2.99,3.5,675713,47647,36467,2984
Lincoln County,South Dakota,2017-1-4-0-0,97010733,-67,-9,3.32,4.68,10.27,16.9,893467,2.95,3.1,3.97,537398,29878,2828,218
Lyman County,South Dakota,2017-1-4-0-0,68039955,-86,-15,3.41,1.91,1.13,14.8,687640,1.24,2.02,5.63,625749,4751,6243,176
McCook County,South Dakota,2017-1-4-0-0,99152748,-92,-6,1.13,4.62,6,11.2,529100,1.73,1.31,2.84,880757,27951,4185,926
McPherson County,South Dakota,2017-1-4-0-0,42213460,-79,-11,3.83,0.73,0.53,11.3,417289,4.94,2.34,5.61,933542,30746,13762,2719
Marshall County,South Dakota,2017-1-4-0-0,39987235,-74,-10,0.12,1.22,5.12,17.5,530819,3.63,1.95,2.99,307674,38549,46788,1227
Meade County,South Dakota,2017-1-4-0-0,37934334,-74,-14,5.1,3.64,8.92,14.6,951025,2.47,0.9,6.36,948689,49758,17287,1376
Mellette County,South Dakota,2017-1-4-0-0,81683901,-109,-9,0.94,1.93,3.92,20,471231,1.05,0.92,4.61,636382,13222,4829,3961
Miner County,South Dakota,2017-1-4-0-0,19026854,-70,-11,3.34,3.26,1.58,14.7,575007,4.83,3.68,5.22,658897,13953,7271,1447
Minnehaha County,South Dakota,2017-1-4-0-0,17552777,-83,-11,4.29,5.13,9.78,8,315883,3.23,1.88,3.2,481723,44613,33343,2668
Moody County,South Dakota,2017-1-4-0-0,77508908,-68,-8,3.6,3.31,2.9,12,661602,2.91,2.64,11.28,823466,43401,13851,1891
Pennington County,South Dakota,2017-1-4-0-0,29732358,-88,-11,1.51,1.64,8.79,15.2,519334,0.86,0.32,7.28,852771,16850,27110,4645
Perkins County,South Dakota,2017-1-4-0-0,73808714,-111,-11,5.08,1.56,6.34,13.8,446266,2.46,1.49,6.16,381233,35516,25714,3827
Potter County,South Dakota,2017-1-4-0-0,8898164,-91,-6,5.5,4.78,0.42,7.3,522634,0.44,0.19,7.79,823466,35207,8964,2963
Roberts County,South Dakota,2017-1-4-0-0,16782385,-120,-7,2.76,2.22,8.28,7.3,495628,0.5,3.69,3.86,628225,36206,34413,4622
Sanborn County,South Dakota,2017-1-4-0-0,4030358,-114,-14,4.94,1.12,7.44,9.2,841059,4.79,1.87,6.62,870209,47330,5653,2544
Shannon County,South Dakota,2017-1-4-0-0,3381263,-113,-6,1.73,3.99,0.18,17.6,715045,0.5,0.3,10.27,628666,24924,10483,1381
Spink County,South Dakota,2017-1-4-0-0,7182300,-86,-12,1.81,3.99,1.39,7.7,659631,1.38,5.49,5.01,539511,47467,14687,4852
Stanley County,South Dakota,2017-1-4-0-0,29498507,-91,-11,3.16,3.82,3.39,15.2,275251,4.26,1.95,2.71,689715,18115,48909,2211
Sully County,South Dakota,2017-1-4-0-0,87460571,-115,-12,5.35,0.14,2.04,19.2,716616,0.69,0.71,3.65,993545,5387,47633,1142
Todd County,South Dakota,2017-1-4-0-0,18660029,-103,-14,4.42,1.26,7.17,8,845665,1.41,5.2,0.76,768225,2222,17317,3867
Tripp County,South Dakota,2017-1-4-0-0,13634881,-94,-14,4.83,3.85,8.3,0.7,826499,3.7,0.34,7.94,366818,24309,28158,2734
Turner County,South Dakota,2017-1-4-0-0,52797671,-79,-13,1.02,3.92,11.39,19.2,534438,0.07,0.66,3.66,154983,39673,23561,2166
Union County,South Dakota,2017-1-4-0-0,57766023,-65,-6,0.38,3.36,11.24,7.9,298344,2.47,4.24,7.01,210581,32520,7071,257
Walworth County,South Dakota,2017-1-4-0-0,10381567,-99,-7,1.1,3.99,8.17,16,266208,2.55,4.35,1.13,427079,5933,3894,3524
Yankton County,South Dakota,2017-1-4-0-0,47312794,-86,-16,1,3.05,7.93,4.7,901602,0.08,2,1.98,556744,48407,24437,2435
Ziebach County,South Dakota,2017-1-4-0-0,36206420,-119,-8,0.77,4.48,11.33,11.1,350545,5.47,3.62,10.87,389081,37370,3140,1437
Anderson County,Tennessee,2017-1-4-0-0,99154662,-98,-9,0.28,2.25,3.3,10.6,131121,0.14,3.11,11.12,234746,17877,18746,1877
Bedford County,Tennessee,2017-1-4-0-0,39426749,-119,-10,1.89,5.01,0.96,16.1,688599,1.86,3.82,1.95,601329,39717,39980,242
Benton County,Tennessee,2017-1-4-0-0,73700340,-88,-13,4.56,5.34,2.52,17.4,364706,5.44,4.7,2.03,927475,43737,30020,3049
Bledsoe County,Tennessee,2017-1-4-0-0,67076758,-109,-6,1.83,5.27,3.22,16,451633,5.36,1.05,1.47,560035,22044,32160,4020
Blount County,Tennessee,2017-1-4-0-0,59239428,-119,-6,1.18,4.1,10.25,19.3,311444,5.22,0.33,9.25,183432,25137,47160,4808
Bradley County,Tennessee,2017-1-4-0-0,78715744,-89,-16,1.26,4.02,0.75,9.1,163943,2.47,1.91,1.13,119756,28782,13113,2764
Campbell County,Tennessee,2017-1-4-0-0,59563237,-103,-11,2.14,0.1,9.73,4.1,908108,0.96,1.7,2.35,631460,47916,3866,2777
Cannon County,Tennessee,2017-1-4-0-0,35444547,-113,-8,5.13,2.52,10.76,15.6,311086,2.72,1.64,1.92,108488,1968,5600,457
Carroll County,Tennessee,2017-1-4-0-0,70920545,-119,-6,4.94,2.88,0.3,17.2,131331,3.51,3.44,10.96,916018,14839,4225,1574
Carter County,Tennessee,2017-1-4-0-0,93827744,-82,-12,0.25,5.48,11.2,6.5,936973,3.08,4.89,7.48,592003,42089,42809,81
Cheatham County,Tennessee,2017-1-4-0-0,97914464,-105,-12,0.52,3.39,4.71,16,689572,3.91,1.89,8.2,878319,33872,31269,2104
Chester County,Tennessee,2017-1-4-0-0,82152645,-116,-7,1.12,5.08,10.18,17.5,286997,2.55,4.98,7.58,362359,21500,46153,1525
Claiborne County,Tennessee,2017-1-4-0-0,78708624,-70,-14,2.35,4.77,6.49,15.9,649279,4.23,3.35,6.76,156248,26738,17205,1039
Clay County,Tennessee,2017-1-4-0-0,28645573,-78,-13,4.6,0.36,4.92,6.9,790284,1.52,3.53,11.73,997685,40626,4007,1351
Cocke County,Tennessee,2017-1-4-0-0,49944150,-78,-11,3.94,4.69,7.52,11,146702,2.08,2.05,10.3,244116,3915,2988,3544
Coffee County,Tennessee,2017-1-4-0-0,22658824,-96,-6,3.88,0.28,8.19,17.5,233013,2.75,1.59,9.28,697867,23220,37296,2168
Crockett County,Tennessee,2017-1-4-0-0,40138876,-83,-11,1.91,5.4,6.9,13.6,109576,3.58,1.98,10.08,628368,18978,19767,3773
Cumberland County,Tennessee,2017-1-4-0-0,40871263,-112,-15,0.97,1.03,3.94,7.8,592854,5.18,4.7,1.63,828034,29113,45403,2075
Davidson County,Tennessee,2017-1-4-0-0,78369540,-89,-9,4.61,2.92,0.29,19.1,130116,0.67,3.16,7.82,642778,6140,13930,3962
Decatur County,Tennessee,2017-1-4-0-0,96585844,-83,-11,1.53,5.04,2.02,6.7,179619,3.7,3.7,3.74,385408,16261,43659,3678
DeKalb County,Tennessee,2017-1-4-0-0,44522584,-83,-6,4.15,0.54,4.3,7.1,242316,4.12,4.69,3.87,281840,36219,43914,3229
Dickson County,Tennessee,2017-1-4-0-0,14727258,-75,-7,3.74,3.69,1.35,9,704454,2.72,3.31,1.42,612692,17746,9516,4474
Dyer County,Tennessee,2017-1-4-0-0,38480189,-80,-15,2.88,1.12,0.2,12.8,500968,5.22,5.5,10.33,755666,30166,12402,564
Fayette County,Tennessee,2017-1-4-0-0,17444188,-91,-14,2.55,4.38,4.54,18.8,110261,3.65,4.12,9.28,720093,30838,30990,3129
Fentress County,Tennessee,2017-1-4-0-0,72354286,-79,-15,2.12,4.91,6.74,3.7,307781,2.77,0.52,2.77,787915,35682,30626,1005
Franklin County,Tennessee,2017-1-4-0-0,79983668,-88,-11,0.98,1.82,4.61,16.7,497525,5.42,0.43,6.17,371305,36227,24347,2271
Gibson County,Tennessee,2017-1-4-0-0,38425413,-62,-16,3.09,4.18,6.19,18.7,316886,2.85,3.38,5.03,556470,37026,42598,4502
Giles County,Tennessee,2017-1-4-0-0,83128664,-75,-6,1.25,4.17,4.22,20,660557,2.76,2.82,10.01,432695,30691,11044,22
Grainger County,Tennessee,2017-1-4-0-0,5399491,-98,-6,1.88,2.67,6.5,4.4,203237,0.06,1.6,8.12,638630,29808,19039,1596
Greene County,Tennessee,2017-1-4-0-0,49552428,-72,-10,1.76,3.26,2.72,11.3,570503,4.67,0.27,1.63,112431,16612,42646,2610
Grundy County,Tennessee,2017-1-4-0-0,40891984,-73,-6,4.81,1.79,3.89,17.1,177286,2.45,2.62,4.99,474230,45089,3476,1161
Hamblen County,Tennessee,2017-1-4-0-0,46474263,-95,-14,3.43,0.1,1.89,12.2,643634,3.79,5.01,5.72,846348,24218,39806,1158
Hamilton County,Tennessee,2017-1-4-0-0,88841922,-103,-8,4.22,3.01,5.88,5,155699,3.48,1.41,2.36,322088,23396,3769,4814
Hancock County,Tennessee,2017-1-4-0-0,63852486,-117,-15,1.17,2.81,6.08,9.4,457698,1.21,2.55,0.26,195842,40246,46213,3618
Hardeman County,Tennessee,2017-1-4-0-0,72151486,-117,-13,2.98,1.77,10.52,7.1,918468,3.6,3.12,0.05,757683,13764,41322,4390
Hardin County,Tennessee,2017-1-4-0-0,1155860,-76,-15,5.24,4.78,0.39,17.6,717288,3.96,5.26,10,315364,9875,48898,3758
Hawkins County,Tennessee,2017-1-4-0-0,79680540,-112,-13,2.59,0.76,1.73,10.3,704505,1.06,5.13,6.37,939453,13752,18598,1691
Haywood County,Tennessee,2017-1-4-0-0,16237128,-74,-6,2.97,1.91,8.53,2,272637,2.39,5.49,4.86,701576,37926,34397,946
Henderson County,Tennessee,2017-1-4-0-0,60715737,-113,-13,5.25,2.59,4.05,6.2,432710,4.76,4.56,3.58,398471,29571,41829,1768
Henry County,Tennessee,2017-1-4-0-0,54629588,-69,-16,1.78,1.47,6.41,19.1,362266,1.72,4.52,2.16,252007,28895,16034,3814
Hickman County,Tennessee,2017-1-4-0-0,78296773,-112,-8,2.79,0.76,8.47,1.8,672507,2.98,1.81,6.35,273051,10228,45408,3269
