Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Bahrain,Zain/Vodafone/MTC,426/02,2016-1,-111.2,-10.03,0.09,0.01,0.17,0.1,0.22,0.94,0.1,0.49,561973,7542,10530,5576
Belgium,"Base (KPN,Orange)",206/20,2016-1,-67.92,-8.55,0.02,0.38,0.44,0.17,0.69,0.36,0.45,0.14,131336,9412,90871,7069
Belgium,Mobistar S.A.,206/10,2016-1,-73.97,-12.77,0.29,1,0.87,0.34,0.36,0.41,0.44,0.92,164783,7212,33952,2314
Belgium,Belgacom Mobile,206/01,2016-1,-69.61,-11.38,0.66,0.41,0.7,0.42,0.64,0.52,0.85,0.21,329478,1809,15007,5266
Brazil,Vivo S.A,724/10,2016-1,-148.51,-6.51,0.7,0.83,0.02,0.65,0.17,0.39,0.63,0.21,434799,7746,78316,4618
Brazil,TIM,724/04,2016-1,-72.67,-9.35,0.97,0.08,0.3,0.5,0.21,0.75,0.9,0.66,242070,9592,54800,3247
Bulgaria,Mobiltel,284/01,2016-1,-112.25,-10.56,0.72,0.25,0.53,0.42,0.19,0.51,0.33,0.44,745312,5571,28000,6762
Canada,Bell Mobility,302/610,2016-1,-145.85,-13.04,0.67,0.43,0.49,0.32,0.89,0.66,0.07,0.68,328742,7190,17307,4190
Canada,Telus Mobility,302/220,2016-1,-76.21,-14.61,0.37,0.08,0.53,0.47,0.92,0.16,0.35,0.81,732221,8850,85869,2651
China,China Mobile,460/07,2016-1,-131.46,-7.24,0.2,0.58,0.62,0.11,0.46,0.57,0.83,0.43,636313,5866,96140,6748
China,China Unicom,460/01,2016-1,-99.29,-13.55,0.81,0.75,0.04,0.03,0.26,0.39,0.21,0.82,550813,9392,20146,1315
China,China Mobile,460/02,2016-1,-76.32,-12.55,0.24,0.69,0.1,0.66,0.63,0.51,0.61,0.7,483658,5791,13339,2685
China,China Mobile,460/00,2016-1,-153.21,-8.03,0.46,0.28,0.24,0.85,0.2,0.22,0.37,0.52,880571,1476,18004,1540
Croatia,Croatian Telecom (ex T- Mobile),219/01,2016-1,-95.12,-8.08,0.96,0.72,0.52,0.97,0.97,0.18,0.87,0.61,732489,4224,19903,6185
Croatia,VIP-net,219/10,2016-1,-126.93,-9.49,0.11,0.03,0.2,0.58,0.91,0.41,0.83,0.07,873945,8028,99931,2260
Czech Republic,Telefonica O2 (Eurotel),230/02,2016-1,-122.73,-11.22,0.37,0.09,0.65,0.83,0.77,0.11,0.69,0.74,216346,6346,55167,8375
Denmark,Telenor (Sonofon),238/02,2016-1,-123.83,-14.31,0.34,0.82,0.49,0.22,0.65,0.7,0.64,0.15,153969,4336,72628,2169
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2016-1,-76.36,-6.84,0.17,0.81,0.62,0.31,0.8,0.63,0.8,0.89,810562,6268,28396,4087
Egypt,Vodafone(EGYPT),602/02,2016-1,-83.12,-8.09,0.36,0.81,0.8,0.75,0.99,0.84,0.18,0.17,727392,7327,59322,3194
Egypt,Etisalat Misr,602/03,2016-1,-61.7,-14.6,0.33,0.59,0.02,0.75,0.31,0.23,0.05,0.27,989237,8335,81003,5617
Estonia,Tele2(ESTONIA),248/03,2016-1,-89.45,-10.88,0.72,0.44,0.02,0.48,0.85,0.35,0.61,0.68,252752,1359,97511,9398
France,SFR (Cegetel),208/10,2016-1,-152.29,-10.2,0.78,0.35,0.67,0.58,0.51,0.65,0.17,0.78,513685,2549,30631,4791
France,Orange (Iteneris),208/01,2016-1,-147.37,-14.89,0.96,0.02,0.08,0.55,0.76,0.27,0.99,0.8,433789,3601,36922,6345
France,Free Mobile,208/15,2016-1,-138.14,-10.49,0.28,0.08,0.1,0.54,0.55,0.81,0.73,0.33,701884,4689,45736,5052
France,Bouygues,208/20,2016-1,-84.2,-8.29,0.56,0.89,0.79,0.27,0.86,0.41,0.44,0.92,476338,2835,22949,2443
Germany,Telekom Deutschland (T-Mobile),262/01,2016-1,-69.71,-9.4,0.26,0.04,0.19,0.58,0.25,0.7,0.78,0.07,518065,4041,23215,2232
Germany,Vodafone(GERMANY),262/02,2016-1,-69.48,-8.99,0.66,0.2,0.27,0.33,0.69,0.01,0.58,0.14,939507,1398,11261,8483
Germany,Telefonica O2/viag,262/07,2016-1,-95.78,-9.35,0.96,0.19,0.14,0.55,0.18,0.13,0.69,0.34,404630,5154,36589,6356
Germany,E-Plus,262/03,2016-1,-135.71,-12.68,0.15,0.36,0.67,0.31,0.18,0.87,0.18,0.96,708246,3296,34879,2295
Hongkong,China Mobile - Peoples,454/12,2016-1,-68.1,-7.01,0.79,0.94,0.71,0.51,0.58,0.61,0.62,0.88,801024,4379,32242,6271
Hongkong,H3G(HONG KONG),454/03,2016-1,-133.82,-12.4,0.73,0.65,0.86,0.48,0.97,0.08,0.48,0.19,245734,9850,46414,5362
Hongkong,PCCW-HKT Telephone Limited,454/19,2016-1,-74.55,-8.03,0.66,0.89,0.33,0.86,0.25,0.99,0.26,0.03,376362,9520,94845,6831
Hongkong,SmarTone - Vodafone,454/06,2016-1,-155.19,-7.27,0.09,0.14,0.09,0.81,0.77,0.37,0.27,0.08,166312,6315,14804,6319
Hongkong,CSL (C&W),454/00,2016-1,-146.09,-13.82,0.77,0.87,0.77,0.28,0.24,0.39,0.35,0.71,144331,6598,73174,5276
Hungary,Vodafone(HUNGARY),216/70,2016-1,-89.91,-14.04,0.36,0.78,0.45,0.47,0.58,0.45,0.08,0.1,503583,9540,27803,1809
Hungary,T-Mobile(HUNGARY),216/30,2016-1,-149.85,-10.97,0.89,0.36,0.75,0.79,0.99,0.24,0.24,0.27,722729,7185,65257,7925
India,Airtel (Karnataka),404/45,2016-1,-68.31,-14.26,0.3,0.51,0.2,0.2,0.5,0.91,0.93,0.93,646943,6998,63326,9158
India,Airtel (Delhi),404/10,2016-1,-134.82,-10.48,0.51,0.88,0.34,0.04,0.78,0.11,0.99,0.57,151293,5768,52635,1393
Indonesia,Indosat (IDNSL),510/01,2016-1,-108.79,-10.29,0.62,0.59,0.98,0.83,0.66,0.39,0.96,0.52,800740,4322,93669,6396
Ireland,Vodafone(IRELAND),272/01,2016-1,-157.87,-11.62,0.95,0.29,0.45,0.15,0.76,0.98,0.47,0.96,991662,5051,16951,2302
Ireland,Meteor,272/03,2016-1,-130.4,-11.75,0.64,0.05,0.17,0.02,0.26,0.78,0.39,0.4,379020,7405,39922,2103
Ireland,Telefonica O2 (East DigiFone),272/02,2016-1,-104.75,-7.77,0.17,1,0.1,0.6,0.44,0.09,0.24,0.66,207958,2889,53322,3125
Italy,Vodafone Omnitel,222/10,2016-1,-133.71,-10.49,0.17,0.31,0.75,0.98,0.76,0.25,0.11,0.86,308753,2725,97882,9364
Italy,Wind,222/88,2016-1,-137.49,-6.89,0.54,0.19,0.17,0.61,0.67,0.89,0.68,0.53,250431,1332,71389,9744
Japan,KDDI Corporation,440/51,2016-1,-108.86,-14.99,0.07,0.55,0.97,0.68,0.09,0.16,0.26,0.61,183722,5426,66759,4199
Japan,Soft Bank (Vodafone KK),440/20,2016-1,-107.6,-12.27,0.45,0.07,0.02,0.71,0.38,0.35,0.53,0.02,511476,7406,61637,5853
Japan,KDDI,440/50,2016-1,-137.55,-13.18,0.89,0.76,0.3,0.21,0.33,0.35,0.59,0.37,605398,6287,92156,5971
Japan,NTT Docomo,440/10,2016-1,-102.64,-14.86,0.82,0.03,0.66,0.72,0.43,0.76,0.93,0.54,890153,9908,89268,6130
Jordan,Zain (Fastlink),416/01,2016-1,-72.38,-6.48,1,0.9,0.33,0.12,0.77,0.8,0.49,0.98,195604,5464,79736,9622
Jordan,Orange (MobileCom),416/77,2016-1,-124.86,-14.1,0.02,0.95,0.74,0.25,0.06,0.05,0.21,0.41,389376,3632,89413,8735
Kazakhstan ,K-Cell,401/02,2016-1,-145.6,-6.45,0.76,0.26,1,0.64,0.34,0.59,0.23,0.12,701773,4577,17450,4991
Kuwait,MTC/Zain,419/02,2016-1,-156.84,-7.36,0.48,0.38,0.78,0.51,0.19,0.98,0.38,0.86,834819,9534,30802,6744
Kuwait,Viva (KTC),419/04,2016-1,-64.53,-11.55,0.62,0.11,0.25,0.15,0.94,0.03,0.56,0.14,458528,8599,97495,6777
Lebanon,MTC (MIC 2 Touch),415/03,2016-1,-149.17,-14.81,0.7,0.12,0.96,0.22,0.88,0.75,0.44,0.65,809418,5223,56602,4810
Luxembourg,Tango,270/77,2016-1,-91.71,-11.14,0.86,0.77,0.72,0.49,0.48,0.99,0.6,0.62,353880,4114,89782,7869
Macao,CTM,455/01,2016-1,-91.8,-13.58,0.97,0.97,0.73,0.95,0.64,0.77,0.77,0.42,144890,3474,76482,6019
Macao,Hutchison 3,455/03,2016-1,-117.39,-10.01,0.26,0.64,0.24,0.03,0.83,0.8,0.89,0.77,717035,5010,12094,8947
Malaysia,Celcom,502/19,2016-1,-101.67,-6.03,0.45,0.15,0.75,0.72,0.42,0.3,0.61,0.62,194080,7956,70518,7459
Malaysia,DiGi  Telecommunication,502/16,2016-1,-152.13,-12.14,0.25,0.26,0.58,0.65,0.44,0.39,0.3,0.17,578223,1863,66490,1645
Malaysia,Maxis,502/12,2016-1,-157.48,-10.41,0.53,0.13,0.14,0.27,0.51,0.92,0.76,0.5,396986,8008,95043,1734
Malta,Vodafone(MALTA),278/01,2016-1,-70.46,-6.45,0.96,0.94,0.32,0.33,0.07,0.02,0.26,0.12,718548,5191,77417,2960
Mauritius,Cellplus Orange,617/01,2016-1,-150.07,-13.61,0.22,0.55,0.37,0.59,0.83,0.18,0.31,0.16,752575,3408,18165,9888
Netherlands,Vodafone(NETHERLANDS),204/04,2016-1,-70.04,-9.04,0.16,0.41,0.33,0.02,0.58,0.19,0.54,0.12,933035,9767,54479,6113
Netherlands,T-mobile (ex Ben),204/16,2016-1,-85.94,-14.11,0.54,0.29,0.52,0.53,0.55,0.88,0.71,0.38,437843,8253,33007,9035
New Zealand,Vodafone(NEW ZEALAND),530/01,2016-1,-152.8,-7.03,0.74,0.33,0.64,0.57,0.88,0.91,0.25,0.86,297266,1775,16856,4451
Nigeria,EMTS,621/60,2016-1,-144.65,-6.03,0.78,0.91,0.82,1,0.3,0.51,0.55,0.01,508932,8201,71670,1737
Norway,Telenor Mobile,242/01,2016-1,-71.55,-12.93,0.72,0.26,0.54,0.93,0.06,0.73,0.2,0.37,581976,8509,89554,5925
Norway,NetCom TeliaSonera,242/02,2016-1,-144.76,-8.32,0.94,0.3,0.03,0.46,0.97,0.54,0.34,0.2,173748,5338,99425,9149
Oman,Nawras,422/03,2016-1,-114.24,-6.66,0.74,0.86,0.24,0.2,0.55,0.79,0.43,0.16,759113,7001,99894,8789
Oman,Oman Mobile - GTO (Omantel),422/02,2016-1,-130.51,-9.37,0.18,0.1,0.65,0.35,0.61,0.31,0.8,0.65,251993,2317,31748,5628
Philippines,Smart,515/03,2016-1,-84.63,-6.31,0.8,0.56,0.3,0.78,0.54,0.5,0.64,0.73,858242,8580,57479,2142
Poland,"T-Mobile (ERA,PTC)",260/02,2016-1,-62.95,-13.25,0.74,0.77,0.71,0.84,0.82,0.47,0.47,0.75,375710,8909,65828,6859
Poland,Orange/Centertel,260/03,2016-1,-118.85,-8.45,0.4,1,1,0.74,0.18,0.06,0.35,0.38,491819,8772,69896,1643
Portugal,Vodafone(PORTUGAL),268/01,2016-1,-113.31,-13.59,0.53,0.7,0.26,0.6,0.34,0.55,0.29,0.68,883765,1377,88458,8633
Portugal,Optimus (Sonecom),268/03,2016-1,-125.79,-8.67,0.01,0.82,0.12,0.93,0.97,0.73,0.07,0.92,429918,2033,76776,3943
Qatar,Vodafone(QATAR),427/02,2016-1,-104.68,-14.15,0.49,0.66,0.24,0.25,0.52,0.01,0.92,0.53,936912,8993,65505,5766
Qatar,Q-Tel,427/01,2016-1,-111.38,-10.97,0.16,0.34,0.37,0.75,0.06,0.63,0.97,0.04,728092,1952,59128,3629
Romania,Orange (Mobilrom),226/10,2016-1,-105.58,-7.53,0.83,0.8,0.31,0.51,0.66,0.7,0.18,0.32,326628,7294,21081,8128
Russia,MTS(RUSSIA),250/01,2016-1,-71.83,-14.41,0.08,0.32,0.7,0.92,0.3,0.52,0.25,0.47,190776,3588,19003,8727
Russia,MegaFon,250/02,2016-1,-142.87,-7.48,0.75,0.32,0.6,0.48,0.39,0.52,0.85,0.1,300948,1216,29134,7734
Russia,Vimpelcom Beeline (KB Impuls),250/99,2016-1,-158.03,-6.54,0.63,0.46,0.69,0.72,0.99,0.77,0.19,0.05,461700,9772,74638,8272
Saudi Arabia,Saudi Telecom Company,420/01,2016-1,-115.4,-9.99,0.91,0.16,0.09,0.29,0.73,0.22,0.51,0.17,193138,6357,65096,5683
Saudi Arabia,Mobily,420/03,2016-1,-133.3,-14.08,0.21,0.64,0.97,0.43,0.94,0.5,0.18,0.57,273370,1259,92720,6164
SERBIA,Telenor Serbia,220/01,2016-1,-144.43,-13.12,0.76,0.49,0.83,0.75,0.87,0.08,0.81,0.27,469254,3883,71013,5256
Singapore,Mobile One,525/03,2016-1,-99.76,-12.35,0.17,0.24,0.16,1,0.75,0.08,0.2,0.63,669730,2671,13649,7255
Singapore,Starhub,525/05,2016-1,-107.03,-6.53,0.87,0.34,0.28,0.44,0.39,0.7,0.21,0.65,972834,2816,53763,8682
Singapore,SingTel,525/01,2016-1,-115.32,-10.46,0.94,0.95,0.64,0.95,0.9,0.98,0.81,0.48,658977,4857,66165,3097
Slovak Republic,Orange (ex Globtel),231/01,2016-1,-146.24,-13.85,0.78,0.66,0.41,0.89,0.6,0.57,0.52,0.66,830146,5741,86492,7260
Slovenia,SI Mobil,293/40,2016-1,-147.94,-8.61,0.84,0.59,0.22,0.33,0.65,0.21,0.15,0.2,225345,6329,45601,8475
South Africa,Vodacom(SOUTH AFRICA),655/01,2016-1,-75.18,-11.94,0.87,0.11,0.14,0.51,0.6,0.74,0.41,0.81,238996,1616,16105,1174
South Africa,MTN(SOUTH AFRICA),655/10,2016-1,-101.9,-8.55,0.6,0.47,0.3,0.76,0.76,0.17,0.8,0.43,747705,4418,51201,5413
South Korea,KT (KTF),450/08,2016-1,-80.17,-9.7,0.85,0.5,0.83,0.23,0.59,0.49,0.77,0.62,683773,6349,59418,9569
South Korea,SK Telecom,450/05,2016-1,-98.15,-11.4,0.35,0.18,0.25,0.09,0.65,0.1,0.05,0.64,883536,9503,66080,3651
Spain,Orange/Amena,214/03,2016-1,-87.15,-8.92,0.51,0.54,0.65,0.83,0.17,0.75,0.25,0.94,704060,4900,50481,4826
Spain,Vodafone (AirTel),214/01,2016-1,-116.67,-11.05,0.25,0.83,1,0.96,0.56,0.06,0.81,0.67,605507,6887,53376,4603
Spain,Xfera Yoigo,214/04,2016-1,-155.75,-8.92,0.27,0.27,0.98,0.1,0.81,0.61,0.7,0.88,398185,9129,69894,6716
Spain,Telefonica Moviles(SPAIN),214/07,2016-1,-135.89,-11.59,0.54,0.59,0.01,0.14,0.73,0.42,0.16,0.67,160233,2658,66138,6142
Sweden,Tele2 - Comviq,240/07,2016-1,-97.92,-12.18,0.1,0.92,0.62,0.81,0.21,0.86,0.59,0.16,963351,3739,64912,5928
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2016-1,-122.73,-14.93,0.78,0.01,0.12,0.6,0.74,0.54,0.42,0.91,770990,8219,92952,5811
Sweden,TeliaSonera Mobile,240/01,2016-1,-133.84,-7.11,0.99,0.13,0.48,0.53,0.56,0.71,0.56,0.27,381395,4427,36493,6492
Switzerland,Swisscom,228/01,2016-1,-89.77,-10.46,0.15,0.21,0.3,0.7,0.53,0.94,0.46,0.08,991793,3721,84700,7988
Switzerland,Sunrise DiAx,228/02,2016-1,-81.6,-10.43,0.67,0.16,0.46,0.38,0.82,0.06,0.73,0.74,370823,8235,98804,5662
Switzerland,Orange(SWITZERLAND),228/03,2016-1,-84.46,-7.92,0.33,0.52,0.21,0.63,0.67,0.88,0.33,0.34,158558,7226,43896,1885
Thailand,True Move  HSPA,520/00,2016-1,-131.65,-13.62,0.2,0.12,0.15,0.57,0.45,0.04,0.33,0.02,601079,5369,51673,1675
Thailand, AIS,520/03,2016-1,-151.01,-12.21,0.58,0.74,0.19,0.89,0.57,0.34,0.49,0.24,243174,1789,16381,3822
Turkey,Vodafone (TelSim),286/02,2016-1,-77.72,-7.77,0.28,0.26,0.71,0.38,0.72,0.57,0.77,0.73,547468,8460,49551,8367
Turkey,Turkcel,286/01,2016-1,-75.7,-7.52,0.36,0.44,0.75,0.99,0.38,0.76,0.08,0.55,449784,5270,54634,1293
United Arab Emirates,Etisalat(UAE),424/02,2016-1,-85.47,-14.31,0.03,0.46,0.55,0.67,0.98,0.26,0.46,0.72,871803,8634,93192,9340
United Arab Emirates,Du,424/03,2016-1,-111.6,-8.41,0.52,0.98,0.24,0.6,0.15,0.33,0.56,0.27,120875,9306,35751,8086
United Kingdom,Vodafone(UK),234/15,2016-1,-109.86,-11.5,0.38,0.28,0.38,0.54,0.2,0.01,0.09,0.01,161077,6467,37246,3202
United Kingdom,Everything Everywhere,234/30,2016-1,-101.06,-10.88,0.91,0.13,0.83,0.06,0.57,0.76,0.82,0.31,116299,4567,41896,5388
United Kingdom,Telefonica O2 (CellNet),234/10,2016-1,-76.15,-6.72,0.01,0.19,0.74,0.5,0.62,0.27,0.81,0.01,744157,1363,79960,4205
United Kingdom,Everything Everywhere (ex-Orange),234/33,2016-1,-109.76,-13.44,0.93,0.67,0.5,0.92,0.08,0.84,0.65,0.74,829050,6847,25501,5022
Unted States,AT&T,310/410,2016-1,-118.29,-13.59,0.12,0.02,0.14,0.08,0.99,0.43,0.14,0.18,307554,1520,15763,6636
Unted States,Guamcell Cellular and Paging,310/370,2016-1,-137.21,-6.82,0.77,0.19,0.82,0.75,0.52,0.97,0.27,0.87,724979,9029,17538,8597
Unted States,T-Mobile,310/260,2016-1,-154.63,-6.42,0.87,0.99,0.25,0.4,0.19,0.5,0.22,0.79,386569,7063,30793,9295
Unted States,Verizon Wireless,311/48,2016-1,-98.08,-13.7,0.95,0.54,0.08,0.91,0.89,0.46,0.61,0.59,860856,3100,10332,3383
Albania,Vodafone(ALBANIA),276/02,2016-2,-82.45,-7.11,0.29,0.85,0.95,0.45,0.15,0.89,0.1,0.23,468978,1643,54722,3325
Australia,Vodafone Hutchison,505/03,2016-2,-110.77,-6.27,0.76,0.17,0.65,0.02,0.68,0.7,0.17,0.45,380408,3436,22125,8669
Australia,Optus,505/02,2016-2,-78.67,-12.29,0.14,0.05,0.88,0.06,0.59,0.71,0.68,0.23,627335,3846,98548,7862
Australia,Telstra,505/01,2016-2,-139.57,-6.56,0.75,0.11,0.22,0.22,0.17,0.42,0.88,0.49,635497,4088,43873,7606
Austria,A1 Austria Telekom (Mobilkom),232/01,2016-2,-64.41,-13.41,0.84,0.63,0.27,0.7,0.86,0.66,0.99,0.44,851258,4267,13355,2576
Austria,H3G(AUSTRIA),232/10,2016-2,-140.08,-12.43,0.14,0.38,0.36,0.62,0.45,0.93,0.11,0.4,579423,9825,21050,3992
Bahrain,Viva,426/04,2016-2,-119.54,-11.56,0.02,0.69,0.75,0.86,0.78,0.24,0.89,0.73,579144,4755,21327,3726
Bahrain,Batelco,426/01,2016-2,-132.17,-14.56,1,0.14,0.53,0.47,0.92,0.25,0.47,0.8,520439,8160,49990,6956
Bahrain,Zain/Vodafone/MTC,426/02,2016-2,-62.58,-10.16,0.98,0.1,0.34,0.81,0.23,0.7,0.92,0.58,780594,7092,87260,8441
Belgium,"Base (KPN,Orange)",206/20,2016-2,-150.2,-10.91,0.48,0.75,0.84,0.17,0.31,0.65,0.78,0.56,166973,9144,76684,4420
Belgium,Mobistar S.A.,206/10,2016-2,-103.37,-9.67,0.84,0.74,0.9,0.26,0.26,0.8,0.6,0.27,958371,5656,44080,9278
Belgium,Belgacom Mobile,206/01,2016-2,-127.66,-9.26,0.81,0.61,0.65,0.14,0.86,0.27,0.6,0.01,716108,6821,46779,2915
Brazil,Vivo S.A,724/10,2016-2,-138.7,-10.2,0.29,0.07,0.83,0.42,0.38,0.87,0.77,0.24,123817,9486,19745,7618
Brazil,TIM,724/04,2016-2,-152.47,-8.29,0.94,0.8,0.91,0.97,0.52,0.52,0.44,0.58,341389,3214,32178,5243
Bulgaria,Mobiltel,284/01,2016-2,-80.73,-6.69,0.51,0.92,0.7,0.21,0.48,0.06,0.36,0.4,613250,8712,19198,6125
Canada,Bell Mobility,302/610,2016-2,-133.64,-12.41,0.34,0.48,0.4,0.72,0.11,0.33,0.4,0.64,116660,8999,25447,1840
Canada,Telus Mobility,302/220,2016-2,-65.3,-10.83,0.11,0.57,0.71,0.77,0.13,0.43,0.05,0.25,885891,2224,50188,5518
China,China Mobile,460/07,2016-2,-102.23,-6.79,0.95,0.92,0.14,0.26,0.42,0.42,0.11,0.48,306486,1823,92117,1787
China,China Unicom,460/01,2016-2,-133.52,-12.12,0.62,0.86,0.7,0.2,0.7,0.03,0.21,1,641246,7714,28455,3337
China,China Mobile,460/02,2016-2,-78.12,-8.45,1,0.82,0.26,0.26,0.1,0.09,0.91,0.56,680372,1968,71810,8644
China,China Mobile,460/00,2016-2,-137.67,-10.5,0.89,0.94,0.09,0.97,0.15,0.2,0.25,0.05,352539,1138,99395,9075
Croatia,Croatian Telecom (ex T- Mobile),219/01,2016-2,-108.94,-14.06,0.27,0.62,0.14,0.97,0.54,0.94,0.9,0.73,370906,3450,69107,8745
Croatia,VIP-net,219/10,2016-2,-145.37,-12.66,0.49,0.66,0.19,0.42,0.97,0.4,0.18,0.9,366493,1081,39323,2950
Czech Republic,Telefonica O2 (Eurotel),230/02,2016-2,-73.27,-8.7,0.73,0.51,0.21,0.09,0.94,0.99,0.84,0.78,924434,3619,21759,1538
Denmark,Telenor (Sonofon),238/02,2016-2,-144.22,-9.23,0.96,0.31,0.72,0.46,0.39,0.59,0.66,0.42,254706,2514,92525,9391
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2016-2,-77.59,-14.09,0.42,0.05,0.45,0.31,0.98,0.96,0.49,0.42,603885,7576,38634,9527
Egypt,Vodafone(EGYPT),602/02,2016-2,-118.95,-10.52,0.9,0.22,0.12,0.79,0.48,0.17,0.61,0.7,605970,9620,66835,1178
Egypt,Etisalat Misr,602/03,2016-2,-109.78,-7.85,0.15,1,0.56,0.26,0.32,0.01,0.11,0.55,235952,9719,81012,7442
Estonia,Tele2(ESTONIA),248/03,2016-2,-149.23,-9.36,0.21,0.31,0.43,0.84,0.47,0.63,0.08,0.05,481322,8224,28223,5491
France,SFR (Cegetel),208/10,2016-2,-67.64,-14.09,0.87,0.57,0.35,0.94,0.21,0.07,0.08,0.6,257276,7965,90768,4638
France,Orange (Iteneris),208/01,2016-2,-113.2,-8.27,0.95,0.99,0.34,0.52,0.73,0.93,0.39,0.39,676753,1138,59991,7310
France,Free Mobile,208/15,2016-2,-157.09,-6.32,0.73,0.67,0.93,0.7,0.14,0.68,0.2,0.51,322144,6506,71734,2836
France,Bouygues,208/20,2016-2,-125.13,-8.62,0.79,0.4,0.67,0.33,0.12,0.22,0.5,0.87,442400,9987,97169,4565
Germany,Telekom Deutschland (T-Mobile),262/01,2016-2,-144.56,-12.7,0.95,0.69,0.67,0.68,0.34,0.93,0.06,0.79,363325,6160,48211,2841
Germany,Vodafone(GERMANY),262/02,2016-2,-112.78,-12.38,0.17,0.58,0.79,0.57,0.62,0.46,0.47,0.96,196206,6464,29533,5111
Germany,Telefonica O2/viag,262/07,2016-2,-150.76,-9.05,0.68,0.87,0.15,0.8,0.02,0.03,0.57,0.36,544293,3899,17594,9862
Germany,E-Plus,262/03,2016-2,-72.89,-13.47,0.92,0.1,0.3,0.91,0.01,0.95,0.61,0.66,745580,5693,73855,4663
Hongkong,China Mobile - Peoples,454/12,2016-2,-140.68,-13.43,0.4,0.73,0.61,0.92,0.18,0.27,0.17,0.85,576700,8769,25827,9517
Hongkong,H3G(HONG KONG),454/03,2016-2,-129.28,-11.62,0.21,0.53,0.29,0.32,0.59,0.64,0.6,1,160477,8963,81406,4550
Hongkong,PCCW-HKT Telephone Limited,454/19,2016-2,-76.75,-14.01,0.38,0.72,0.4,0.65,0.74,0.18,0.94,0.62,403757,9297,87917,5678
Hongkong,SmarTone - Vodafone,454/06,2016-2,-65.92,-13.41,0.19,0.79,0.36,0.3,0.02,0.59,0.26,0.56,538473,2707,20770,9794
Hongkong,CSL (C&W),454/00,2016-2,-121.07,-10.93,0.93,0.78,0.99,0.49,0.62,0.55,0.95,0.97,173598,2489,10682,7877
Hungary,Vodafone(HUNGARY),216/70,2016-2,-111.26,-8.72,0.51,0.14,0.13,0.73,0.39,0.67,0.76,0.54,601862,3242,48543,3257
Hungary,T-Mobile(HUNGARY),216/30,2016-2,-103.21,-6.45,0.1,0.82,0.27,0.99,0.89,0.26,0.2,0.93,902567,1284,33771,2027
India,Airtel (Karnataka),404/45,2016-2,-66.69,-6.88,0.28,0.41,0.89,0.33,0.47,0.27,0.72,0.18,723348,4630,86997,9606
India,Airtel (Delhi),404/10,2016-2,-103.07,-9.38,0.01,0.58,0.19,0.13,0.66,0.27,0.67,0.15,562872,4742,89653,1733
Indonesia,Indosat (IDNSL),510/01,2016-2,-77.3,-11.07,0.89,0.63,0.64,0.88,0.6,0.05,0.37,0.02,619335,8337,28091,4475
Ireland,Vodafone(IRELAND),272/01,2016-2,-147,-6.03,0.67,0.29,0.25,0.14,0.55,0.74,1,0.56,539633,8197,69274,5841
Ireland,Meteor,272/03,2016-2,-136.82,-7.44,0.48,0.49,0.18,0.42,0.34,0.52,0.91,0.71,348009,1656,62634,4893
Ireland,Telefonica O2 (East DigiFone),272/02,2016-2,-84.58,-11.08,0.53,0.26,0.49,0.42,0.22,0.66,0.19,0.61,526198,7256,70986,4942
Italy,Vodafone Omnitel,222/10,2016-2,-148.5,-6.61,0.05,0.07,0.4,0.69,0.22,0.3,0.39,0.54,997436,3158,70115,8170
Italy,Wind,222/88,2016-2,-69.43,-14.84,1,0.17,0.99,0.68,0.69,0.25,0.95,0.2,996757,3286,85171,4838
Japan,KDDI Corporation,440/51,2016-2,-133.59,-13.56,0.44,0.02,0.11,0.79,0.19,0.71,0.93,0.7,254612,5858,37256,8023
Japan,Soft Bank (Vodafone KK),440/20,2016-2,-75.2,-8.43,0.6,0.04,0.66,0.98,0.92,0.6,0.88,0.72,515251,7721,27918,7249
Japan,KDDI,440/50,2016-2,-105.41,-14.93,0.38,0.2,0.29,0.26,0.21,0.34,0.33,0.45,869091,1564,56563,9032
Japan,NTT Docomo,440/10,2016-2,-63.96,-8.48,0.74,0.58,0.28,0.75,0.96,0.82,0.44,0.56,542272,9791,42716,8662
Jordan,Zain (Fastlink),416/01,2016-2,-155.58,-14.45,0.69,0.93,0.6,0.63,0.45,0.17,0.66,0.52,904025,2052,32269,6756
Jordan,Orange (MobileCom),416/77,2016-2,-137.6,-11.93,0.19,0.68,0.9,0.58,0.85,0.6,0.76,0.8,408019,4190,77920,3512
Kazakhstan ,K-Cell,401/02,2016-2,-141.42,-7.4,0.16,0.47,0.58,0.24,0.48,0.32,0.29,0.89,653742,1314,87907,7364
Kuwait,MTC/Zain,419/02,2016-2,-149.93,-12.56,0.06,0.01,0.35,0.83,0.56,0.16,0.06,0.82,691332,3304,96045,2579
Kuwait,Viva (KTC),419/04,2016-2,-68.47,-9.19,0.02,0.94,0.52,0.86,0.19,0.73,0.83,0.85,948195,8854,72987,4442
