2015-1,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Hungary,T-Mobile(HUNGARY),216/30,21-Sep,-62.16,-13.26,0.28,0.76,0.61,0.11,0.85,0.42,0.22,0.99,836514,4881,19909,6002
India,Airtel (Karnataka),404/45,21-Sep,-140.54,-8.48,0.83,0.96,0.07,0.72,0.31,0.47,0.82,0.49,338784,5981,94233,4759
India,Airtel (Delhi),404/10,21-Sep,-82.71,-9.3,0.91,0.18,0.26,0.01,0.53,0.44,0.43,0.09,731679,5812,11617,5389
Indonesia,Indosat (IDNSL),510/01,21-Sep,-61.53,-12.77,0.53,0.13,0.97,0.37,0.71,0.56,0.52,0.59,517948,4872,79874,2539
Ireland,Vodafone(IRELAND),272/01,21-Sep,-143.32,-8.41,0.97,0.1,0.6,0.52,0.56,0.06,0.72,0.72,397309,7802,95210,3737
Ireland,Meteor,272/03,21-Sep,-136.71,-11.14,0.75,0.48,0.18,0.11,0.6,0.45,0.55,0.99,790879,5544,26358,4918
Ireland,Telefonica O2 (East DigiFone),272/02,21-Sep,-79.41,-10.71,0.96,0.12,0.23,0.4,0.52,0.6,0.88,0.97,636644,2364,68881,9331
Italy,Vodafone Omnitel,222/10,21-Sep,-93.49,-13.87,0.7,0.73,0.59,0.67,0.86,0.39,0.69,0.49,140147,1050,10440,8576
Italy,Wind,222/88,21-Sep,-105.64,-12.61,0.67,0.68,0.22,0.65,0.22,0.17,0.67,0.46,373717,8275,83861,6206
Japan,KDDI Corporation,440/51,21-Sep,-145.54,-8.47,0.34,0.21,0.73,0.65,0.54,0.53,0.99,0.54,375062,8381,33428,4160
Japan,Soft Bank (Vodafone KK),440/20,21-Sep,-62.62,-6.31,0.25,0.3,0.07,0.01,0.56,0.31,0.11,0.63,480385,5309,29729,9501
Japan,KDDI,440/50,21-Sep,-110.67,-7.38,0.51,0.94,0.6,0.04,0.59,0.39,0.68,0.78,222236,8379,82290,4174
Japan,NTT Docomo,440/10,21-Sep,-115.81,-6.28,0.9,0.97,0.74,0.98,0.51,0.01,0.55,0.24,223991,9740,62272,9400
Jordan,Zain (Fastlink),416/01,21-Sep,-128.1,-10.68,0.35,0.05,0.17,0.97,0.76,0.25,0.02,0.96,684247,7967,25074,3003
Jordan,Orange (MobileCom),416/77,21-Sep,-108.68,-13.41,0.63,0.2,0.04,0.7,0.39,0.79,0.61,0.64,685999,7647,79580,8494
Kazakhstan ,K-Cell,401/02,21-Sep,-120.59,-12.42,0.15,0.13,0.01,0.96,0.03,0.18,0.41,0.88,467647,8944,60562,7698
Kuwait,MTC/Zain,419/02,21-Sep,-159.65,-11.58,0.82,0.85,1,0.69,0.28,0.6,0.08,1,631327,4572,63678,5015
Kuwait,Viva (KTC),419/04,21-Sep,-123.25,-9.52,0.5,0.9,0.86,0.13,0.01,0.05,0.82,0.85,343576,6438,69502,2025
Lebanon,MTC (MIC 2 Touch),415/03,21-Sep,-78.14,-6.85,0.04,0.32,0.07,0.05,0.89,0.86,0.54,0.72,991875,7655,31710,6035
Luxembourg,Tango,270/77,21-Sep,-68.3,-13.2,0.57,0.62,0.05,0.92,0.12,0.25,0.34,0.18,182636,6837,52408,5649
Macao,CTM,455/01,21-Sep,-127.01,-7.61,1,0.54,0.28,0.31,0.92,0.95,0.02,0.43,539100,8679,40060,3633
Macao,Hutchison 3,455/03,21-Sep,-97.43,-6.75,0.18,0.03,0.19,0.19,0.84,0.5,0.34,0.27,770565,1873,17175,2336
Malaysia,Celcom,502/19,21-Sep,-74.78,-13.09,0.36,0.36,0.1,0.29,0.37,0.44,0.92,0.23,531834,2558,51574,2809
Malaysia,DiGi  Telecommunication,502/16,21-Sep,-61.17,-13.04,0.68,0.54,0.13,0.93,0.32,0.91,0.32,0.41,653211,7047,25689,5362
Malaysia,Maxis,502/12,21-Sep,-113.43,-12.39,0.13,0.97,0.98,0.56,0.17,0.09,0.3,0.23,252834,5597,65016,1879
Malta,Vodafone(MALTA),278/01,21-Sep,-117.78,-9.84,0.07,0.18,0.25,0.82,0.36,0.05,0.63,0.04,272022,1334,45607,5359
Mauritius,Cellplus Orange,617/01,21-Sep,-102.15,-12.96,0.07,0.38,0.2,0.71,0.64,0.63,0.35,0.94,466413,2441,55721,3447
Netherlands,Vodafone(NETHERLANDS),204/04,21-Sep,-155.99,-12.9,0.99,0.74,0.04,0.79,0.41,0.91,0.39,0.38,170177,1404,23624,1120
Netherlands,T-mobile (ex Ben),204/16,21-Sep,-90.04,-11.98,0.62,0.73,0.81,0.5,0.81,0.72,0.87,0.56,495169,6128,54134,8669
New Zealand,Vodafone(NEW ZEALAND),530/01,21-Sep,-104.84,-7.52,0.5,0.17,0.44,0.13,0.56,0.15,0.2,0.32,642849,3140,65276,3131
Nigeria,EMTS,621/60,21-Sep,-71.42,-13.21,0.97,0.44,0.63,0.99,0.44,0.94,0.95,0.74,679283,6448,27840,6525
Norway,Telenor Mobile,242/01,21-Sep,-143.97,-10.3,0.56,0.64,0.52,0.25,0.95,0.88,0.21,0.74,107343,7098,92208,7080
Norway,NetCom TeliaSonera,242/02,21-Sep,-67.62,-9.37,0.82,0.87,1,0.79,0.39,0.96,0.08,0.33,841226,7586,68729,6796
Oman,Nawras,422/03,21-Sep,-148.75,-14.03,0.73,0.53,0.18,0.12,0.62,0.43,0.5,0.61,720883,3627,26021,8676
Oman,Oman Mobile - GTO (Omantel),422/02,21-Sep,-86.77,-9.95,0.75,0.43,0.42,0.31,0.59,0.37,0.06,0.78,397006,8002,55685,7606
Philippines,Smart,515/03,21-Sep,-76.63,-13.32,0.73,0.43,0.49,0.22,0.49,0.22,0.6,0.76,893201,4700,59581,6473
Poland,"T-Mobile (ERA,PTC)",260/02,21-Sep,-72.72,-14.3,0.19,0.18,0.43,0.02,0.44,0.18,0.23,0.36,642263,9124,19985,3228
Poland,Orange/Centertel,260/03,21-Sep,-96.75,-6.25,0.98,0.34,0.22,0.58,0.24,0.85,0.67,0.53,262392,4500,17655,3355
Portugal,Vodafone(PORTUGAL),268/01,21-Sep,-97.81,-7.96,0.19,0.56,0.58,0.12,0.59,0.52,0.45,0.85,707407,5569,20125,4575
Portugal,Optimus (Sonecom),268/03,21-Sep,-94.2,-6.54,0.18,0.67,0.7,0.08,0.01,0.75,0.68,0.66,784451,1585,48346,1543
Qatar,Vodafone(QATAR),427/02,21-Sep,-115.31,-12.97,0.62,0.29,0.1,0.13,0.85,0.58,0.97,0.34,103768,3534,12974,7634
Qatar,Q-Tel,427/01,21-Sep,-123.44,-13.4,0.8,0.88,0.34,0.48,0.35,0.66,0.31,0.6,775728,9294,62599,5844
Romania,Orange (Mobilrom),226/10,21-Sep,-151.77,-12.58,0.69,0.39,0.69,0.55,0.52,0.01,0.71,0.72,809925,9779,42668,8216
Russia,MTS(RUSSIA),250/01,21-Sep,-86.83,-8.36,0.61,0.94,0.31,0.75,0.4,0.35,0.54,0.47,835823,1944,39130,3436
Russia,MegaFon,250/02,21-Sep,-110.14,-8.36,0.29,0.21,0.02,0.17,0.16,0.94,0.53,0.49,730507,4992,92228,2759
Russia,Vimpelcom Beeline (KB Impuls),250/99,21-Sep,-158.16,-9.03,0.79,0.98,0.81,0.2,0.42,0.59,0.57,0.84,826366,9557,91633,8410
Saudi Arabia,Saudi Telecom Company,420/01,21-Sep,-125.08,-10.66,0.85,0.55,0.98,0.24,0.77,0.28,0.21,0.49,811706,4812,53430,2011
Saudi Arabia,Mobily,420/03,21-Sep,-99.57,-9.58,0.67,0.59,0.51,0.68,0.28,0.97,0.83,0.79,716487,2389,86135,7447
SERBIA,Telenor Serbia,220/01,21-Sep,-75.62,-6.49,0.24,0.06,0.07,0.76,0.21,0.43,0.44,0.46,548228,3833,34652,8944
Singapore,Mobile One,525/03,21-Sep,-150,-10.18,0.54,0.06,0.23,0.19,0.73,0.35,0.1,0.1,312721,5024,32367,9303
Singapore,Starhub,525/05,21-Sep,-144.76,-13.53,0.16,0.39,0.26,1,0.39,0.29,0.31,0.16,818859,1988,92106,5082
Singapore,SingTel,525/01,21-Sep,-85.21,-10.03,0.06,0.22,0.15,0.36,0.72,0.15,0.29,0.31,113850,3574,48166,1337
Slovak Republic,Orange (ex Globtel),231/01,21-Sep,-98.54,-12.52,0.3,0.2,0.08,0.11,0.98,0.74,0.4,0.13,631965,1886,55047,8480
Slovenia,SI Mobil,293/40,21-Sep,-111.01,-13.1,0.21,0.41,0.72,0.44,0.76,0.88,0.8,0.48,579403,3512,66871,6408
South Africa,Vodacom(SOUTH AFRICA),655/01,21-Sep,-110.42,-7.93,0.29,0.8,0.33,0.34,0.62,0.05,0.66,0.87,346115,1342,79817,5087
South Africa,MTN(SOUTH AFRICA),655/10,21-Sep,-124.73,-9.5,0.56,0.62,0.31,0.59,0.66,0.87,0.79,0.58,378769,7291,47980,8533
South Korea,KT (KTF),450/08,21-Sep,-60.64,-10.63,0.97,0.99,0.26,0.78,0.85,0.17,0.99,0.65,814264,6180,16985,9065
South Korea,SK Telecom,450/05,21-Sep,-125.35,-9.03,0.93,0.97,0.6,0.39,0.66,0.46,0.26,0.51,401771,2164,57770,3751
Spain,Orange/Amena,214/03,21-Sep,-133.45,-7.19,0.95,0.96,0.75,0.18,0.56,0.89,0.84,0.13,956372,3778,67534,9292
Spain,Vodafone (AirTel),214/01,21-Sep,-101.47,-14.46,0.86,0.52,0.24,0.39,0.83,0.86,0.57,0.45,527902,5914,58386,2708
Spain,Xfera Yoigo,214/04,21-Sep,-116.3,-6.05,0.49,0.62,0.12,0.63,0.89,0.3,0.5,0.57,935172,4221,66836,8362
Spain,Telefonica Moviles(SPAIN),214/07,21-Sep,-144.09,-13.68,0.21,0.28,0.56,1,0.68,0.2,0.07,0.35,696573,1791,62181,5376
Sweden,Tele2 - Comviq,240/07,21-Sep,-106.47,-9.51,0.51,0.54,0.54,0.22,0.18,0.36,0.58,0.43,434793,6606,89383,8657
Sweden,"Telenor (Vodafone,Europolitn)",240/08,21-Sep,-148.87,-10.68,0.7,0.31,0.94,0.95,0.53,0.52,0.41,0.48,983469,2540,12968,4165
Sweden,TeliaSonera Mobile,240/01,21-Sep,-72.94,-14.75,0.71,0.96,0.89,0.93,0.79,0.52,0.75,0.02,796587,9413,69882,8439
Switzerland,Swisscom,228/01,21-Sep,-139.46,-8.16,0.5,0.1,0.19,0.55,0.16,0.18,0.95,0.28,797442,6734,49634,2011
Switzerland,Sunrise DiAx,228/02,21-Sep,-76.77,-10.8,0.98,0.67,0.99,0.17,0.07,0.63,0.63,0.85,874048,2798,21320,1723
Switzerland,Orange(SWITZERLAND),228/03,21-Sep,-70,-7.4,0.41,0.83,0.74,0.12,0.86,0.78,0.72,0.51,862142,5546,21895,2110
Thailand,True Move  HSPA,520/00,21-Sep,-81.82,-11.82,0.59,0.91,0.04,0.47,0.72,0.12,0.17,0.01,104788,3329,30856,2038
Thailand, AIS,520/03,21-Sep,-130.12,-13.14,0.65,0.84,0.95,0.4,0.55,0.89,0.62,0.93,563388,1937,95826,5493
Turkey,Vodafone (TelSim),286/02,21-Sep,-83.69,-12.44,0.76,0.29,0.03,0.37,0.15,0.99,0.09,0.97,666142,4294,98164,8543
Turkey,Turkcel,286/01,21-Sep,-127.94,-10.55,0.02,0.4,0.64,0.87,0.34,0.51,0.95,0.43,860502,8043,87776,9058
United Arab Emirates,Etisalat(UAE),424/02,21-Sep,-67.73,-8,0.24,0.05,0.41,0.29,0.19,0.24,0.72,0.15,301026,2478,91777,4930
United Arab Emirates,Du,424/03,21-Sep,-137.57,-10.45,0.21,0.57,0.06,0.06,0.78,0.11,0.8,0.27,295214,7554,57313,3772
United Kingdom,Vodafone(UK),234/15,21-Sep,-159.22,-11.35,0.57,0.84,0.13,0.38,0.83,0.85,0.74,0.34,703940,4234,14750,1549
United Kingdom,Everything Everywhere,234/30,21-Sep,-103.96,-10.84,0.57,0.67,0.6,0.22,0.86,0.88,0.66,0.36,436328,1992,47584,8767
United Kingdom,Telefonica O2 (CellNet),234/10,21-Sep,-130.55,-11.43,0.03,0.7,0.26,0.64,0.68,0.49,0.33,0.56,546085,1052,21133,3604
United Kingdom,Everything Everywhere (ex-Orange),234/33,21-Sep,-146.4,-6.64,0.83,0.26,0.25,0.16,0.74,0.28,0.67,0.98,473420,1371,48337,3773
Unted States,AT&T,310/410,21-Sep,-66.77,-9.59,0.72,0.13,0.9,0.35,0.2,0.5,0.59,0.44,162029,2385,30930,2098
Unted States,Guamcell Cellular and Paging,310/370,21-Sep,-139.54,-14.06,0.36,0.47,0.18,0.96,0.99,0.89,0.88,0.09,814254,8858,40834,1135
Unted States,T-Mobile,310/260,21-Sep,-98.44,-11.27,0.42,0.06,0.37,0.83,0.4,0.37,0.7,0.75,588059,3881,18486,3519
Unted States,Verizon Wireless,311/48,21-Sep,-119.8,-10.44,0.6,0.82,0.15,0.83,0.02,0.78,0.47,0.88,906878,1446,59935,2599
Albania,Vodafone(ALBANIA),276/02,22-Sep,-139.44,-9.14,0.68,0.78,0.51,0.57,0.09,0.95,0.23,0.79,123929,4563,98046,9734
Australia,Vodafone Hutchison,505/03,22-Sep,-136.82,-8.86,0.11,0.19,0.02,0.63,0.33,0.5,0.51,0.72,390808,6712,55454,7338
Australia,Optus,505/02,22-Sep,-147.59,-12.57,0.55,0.6,0.49,0.96,0.31,0.59,0.08,0.85,108725,8226,38162,3784
Australia,Telstra,505/01,22-Sep,-122.87,-12.16,0.05,0.68,0.86,0.37,0.81,0.61,0.96,0.23,172460,6536,96969,9471
Austria,A1 Austria Telekom (Mobilkom),232/01,22-Sep,-137.95,-7.13,0.59,0.75,0.5,0.68,0.25,0.13,0.16,0.69,427136,3672,71042,3529
Austria,H3G(AUSTRIA),232/10,22-Sep,-114.82,-11.5,0.01,0.85,0.86,0.64,0.35,0.01,0.34,0.97,289720,4804,98625,7943
Bahrain,Viva,426/04,22-Sep,-67.93,-11.41,0.61,0.51,0.55,0.56,0.07,0.9,0.86,0.23,913688,6021,88496,9336
Bahrain,Batelco,426/01,22-Sep,-77.2,-12.94,0.81,0.49,0.03,0.71,0.56,0.84,0.2,0.45,458026,7059,87926,9936
Bahrain,Zain/Vodafone/MTC,426/02,22-Sep,-90.89,-13.25,0.97,0.63,0.13,0.63,0.88,0.44,0.27,0.95,194967,6501,19925,7173
Belgium,"Base (KPN,Orange)",206/20,22-Sep,-115.66,-14.97,0.55,0.64,0.2,0.01,0.02,0.95,0.17,0.98,282990,9869,46966,9936
Belgium,Mobistar S.A.,206/10,22-Sep,-120.87,-6.85,0.77,0.08,0.54,0.21,0.83,0.88,0.2,0.5,688988,3262,38296,7117
Belgium,Belgacom Mobile,206/01,22-Sep,-101.6,-7.74,0.53,0.17,0.5,0.51,0.26,0.85,0.6,0.83,359402,2045,90851,1244
Brazil,Vivo S.A,724/10,22-Sep,-68.37,-7.46,0.97,0.59,0.75,0.7,0.19,0.58,0.66,0.55,361344,6962,86813,3130
Brazil,TIM,724/04,22-Sep,-77.82,-9.98,0.22,0.9,0.39,0.11,0.72,0.16,0.81,0.54,633792,1622,36991,2380
Bulgaria,Mobiltel,284/01,22-Sep,-142.71,-8.6,0.47,0.31,0.48,0.1,0.43,0.8,0.62,0.47,219110,6036,45998,5996
Canada,Bell Mobility,302/610,22-Sep,-114.18,-14.89,0.13,0.66,0.41,0.6,0.36,0.07,0.94,0.26,536728,4483,58114,4852
Canada,Telus Mobility,302/220,22-Sep,-146.16,-10.15,0.25,0.22,0.86,0.14,0.32,0.01,0.59,0.92,648204,7009,22975,1907
China,China Mobile,460/07,22-Sep,-90.25,-8.16,0.81,0.79,0.78,0.22,0.87,0.25,0.72,0.69,104129,3467,74466,5324
China,China Unicom,460/01,22-Sep,-104.99,-12.75,0.82,0.07,0.34,0.85,0.98,0.86,0.15,0.11,427251,1321,50651,1042
China,China Mobile,460/02,22-Sep,-114.46,-14.17,0.34,0.46,0.54,0.35,0.01,0.27,0.63,0.08,180079,7964,55998,3631
China,China Mobile,460/00,22-Sep,-96.5,-8.11,0.99,0.56,0.68,0.12,0.3,0.16,0.72,0.89,734904,3880,14948,4061
Croatia,Croatian Telecom (ex T- Mobile),219/01,22-Sep,-118.11,-8.06,0.51,0.26,0.65,0.74,0.77,0.6,0.37,0.57,409773,3908,48040,2220
Croatia,VIP-net,219/10,22-Sep,-93.43,-10.8,0.47,0.05,0.27,0.24,0.69,0.04,0.06,0.86,839120,5116,16092,6315
Czech Republic,Telefonica O2 (Eurotel),230/02,22-Sep,-116.29,-10.86,0.94,0.64,0.3,0.56,0.4,0.4,0.52,0.27,754404,1052,88912,2553
Denmark,Telenor (Sonofon),238/02,22-Sep,-108.07,-13.78,0.16,1,0.26,0.13,0.06,0.24,0.91,0.27,893682,4224,43194,8668
Dominica Rep.,"Orange Dominicana, S.A.",370/01,22-Sep,-109.11,-10.88,0.81,0.42,0.91,0.25,0.59,0.48,0.71,0.08,436517,9142,70354,4652
Egypt,Vodafone(EGYPT),602/02,22-Sep,-108.98,-14.85,0.6,0.78,0.41,0.97,0.28,0.81,0.63,0.3,304630,4357,77818,2310
Egypt,Etisalat Misr,602/03,22-Sep,-103.25,-10.68,0.89,0.31,0.65,0.52,0.31,0.56,0.61,0.55,750041,3054,63991,6726
Estonia,Tele2(ESTONIA),248/03,22-Sep,-158.56,-9.44,0.85,0.61,0.63,0.13,0.72,0.86,0.02,0.96,934806,3097,80767,5884
France,SFR (Cegetel),208/10,22-Sep,-147.87,-8.64,0.02,0.66,0.43,0.81,0.5,0.95,0.51,0.8,328973,5187,90138,9455
France,Orange (Iteneris),208/01,22-Sep,-111.55,-13.7,0.57,0.62,0.62,0.51,0.51,0.6,0.79,0.87,896874,3151,77476,8728
France,Free Mobile,208/15,22-Sep,-99,-6.23,0.16,0.82,0.03,0.93,0.99,0.09,0.63,0.11,260542,1049,98325,7778
France,Bouygues,208/20,22-Sep,-60.02,-11.39,0.12,0.49,0.59,0.66,0.26,0.95,0.69,0.87,647633,9709,68808,9900
Germany,Telekom Deutschland (T-Mobile),262/01,22-Sep,-127.33,-13.17,0.9,0.45,0.61,0.78,0.44,0.45,0.74,0.25,149917,9080,33128,2905
Germany,Vodafone(GERMANY),262/02,22-Sep,-93.82,-10.14,0.93,0.1,0.04,0.77,0.01,0.06,0.08,0.56,452522,2469,73105,9364
Germany,Telefonica O2/viag,262/07,22-Sep,-130.79,-12.89,0.43,0.46,0.53,0.2,0.85,0.03,0.18,0.35,679490,4532,34619,2318
Germany,E-Plus,262/03,22-Sep,-154.12,-7.21,0.21,0.57,0.09,0.85,0.84,0.14,0.92,0.77,587728,2636,89283,4283
Hongkong,China Mobile - Peoples,454/12,22-Sep,-150.59,-9.6,0.42,0.34,0.27,0.26,0.66,0.58,0.97,0.42,668818,2379,79415,4713
Hongkong,H3G(HONG KONG),454/03,22-Sep,-107.95,-11.16,0.25,0.41,0.14,0.69,0.79,0.14,0.2,0.48,449882,7945,44185,4809
Hongkong,PCCW-HKT Telephone Limited,454/19,22-Sep,-61.6,-8.76,0.92,0.03,0.07,0.54,0.43,0.84,0.04,0.85,125239,7745,47100,6846
Hongkong,SmarTone - Vodafone,454/06,22-Sep,-69.32,-7.17,0.18,0.65,0.31,0.78,1,0.42,0.81,0.74,556454,5923,77060,3463
Hongkong,CSL (C&W),454/00,22-Sep,-125.92,-9.51,0.3,0.21,0.66,0.05,0.83,0.26,0.95,0.23,101880,1357,79594,5258
Hungary,Vodafone(HUNGARY),216/70,22-Sep,-141.61,-7.01,0.35,0.13,0.28,0.71,0.73,0.45,0.81,0.19,832056,6081,47539,6718
Hungary,T-Mobile(HUNGARY),216/30,22-Sep,-102.08,-8.23,0.82,0.45,0.36,0.69,0.69,0.33,0.77,0.32,706654,7646,76813,9942
India,Airtel (Karnataka),404/45,22-Sep,-154.35,-7.23,0.46,0.88,0.36,0.96,0.12,0.44,0.36,0.13,975738,7555,30663,2222
India,Airtel (Delhi),404/10,22-Sep,-104.45,-14.69,0.24,0.4,0.99,0.43,0.07,0.28,0.64,0.44,339591,6398,49785,6898
Indonesia,Indosat (IDNSL),510/01,22-Sep,-104.03,-13.77,0.53,0.08,0.39,0.53,0.62,0.35,0.17,0.95,134342,8332,97488,6009
Ireland,Vodafone(IRELAND),272/01,22-Sep,-142.43,-10.01,0.77,0.14,0.25,0.09,0.71,0.96,0.15,0.21,412107,8397,96421,3778
Ireland,Meteor,272/03,22-Sep,-147.63,-9.77,0.57,0.73,0.22,0.01,0.34,0.8,0.17,0.61,296900,8214,28662,4929
Ireland,Telefonica O2 (East DigiFone),272/02,22-Sep,-62.32,-8.19,0.1,0.24,0.41,0.6,0.72,0.26,0.65,0.12,488770,8048,13861,4410
Italy,Vodafone Omnitel,222/10,22-Sep,-67.34,-8.18,0.07,0.15,0.36,0.06,0.44,0.58,0.8,0.82,784023,7636,40261,9099
Italy,Wind,222/88,22-Sep,-126.82,-11.42,0.28,0.37,0.88,0.55,0.2,0.08,0.99,0.69,976014,2176,61260,7911
Japan,KDDI Corporation,440/51,22-Sep,-96.1,-7.87,1,0.97,0.43,0.55,0.11,0.97,0.95,0.55,872045,8830,86003,5303
Japan,Soft Bank (Vodafone KK),440/20,22-Sep,-159.46,-8.51,0.33,0.85,0.32,0.77,0.06,0.9,0.12,0.19,999946,7298,14489,9587
Japan,KDDI,440/50,22-Sep,-98.32,-14.65,0.05,0.32,0.9,0.78,0.14,0.23,0.26,0.17,929836,9639,24587,9952
Japan,NTT Docomo,440/10,22-Sep,-155.85,-14.88,0.21,0.91,0.37,0.99,0.58,0.36,0.24,0.57,899850,8767,68242,2805
Jordan,Zain (Fastlink),416/01,22-Sep,-125.16,-6.94,0.78,0.45,0.64,0.13,0.3,0.01,0.01,0.93,122335,9513,70718,3707
Jordan,Orange (MobileCom),416/77,22-Sep,-80.61,-10.33,0.03,0.87,0.22,0.61,0.61,0.85,0.12,0.52,537692,5266,91016,7528
Kazakhstan ,K-Cell,401/02,22-Sep,-103.26,-6.59,0.45,0.98,0.32,0.24,0.43,0.45,0.4,0.21,463831,5914,58381,9356
Kuwait,MTC/Zain,419/02,22-Sep,-107.59,-13.95,0.65,0.47,0.41,0.75,0.68,0.32,0.75,0.2,474509,2395,44105,8618
Kuwait,Viva (KTC),419/04,22-Sep,-116.22,-8.94,0.61,0.86,0.84,0.86,0.69,0.48,0.9,0.86,687475,7966,22710,8177
Lebanon,MTC (MIC 2 Touch),415/03,22-Sep,-134.61,-12.87,0.1,0.83,0.17,0.33,0.18,1,0.67,0.32,857165,8444,93152,1339
Luxembourg,Tango,270/77,22-Sep,-100.88,-10.66,0.17,0.37,0.03,0.79,0.76,0.12,0.37,0.2,419371,3816,91383,8144
Macao,CTM,455/01,22-Sep,-71.92,-11.34,0.92,0.74,0.97,0.57,0.36,0.48,0.52,0.49,887053,5945,52136,5185
Macao,Hutchison 3,455/03,22-Sep,-134.67,-10.82,0.68,0.45,0.47,0.21,0.89,0.77,0.14,0.37,565014,7714,11388,7712
Malaysia,Celcom,502/19,22-Sep,-150.28,-13.9,0.13,0.5,0.02,0.8,0.4,0.23,0.2,0.71,785827,3923,27891,1100
Malaysia,DiGi  Telecommunication,502/16,22-Sep,-69.5,-9.63,0.33,0.82,0.97,0.64,0.39,0.21,0.97,0.62,637991,5592,37069,1633
Malaysia,Maxis,502/12,22-Sep,-153.51,-9.03,0.4,0.25,0.64,0.32,0.03,0.46,0.49,1,280723,7196,53654,4995
Malta,Vodafone(MALTA),278/01,22-Sep,-84.77,-7.06,0.28,0.44,0.46,0.55,0.64,0.34,0.51,0.47,467043,3397,65338,2215
Mauritius,Cellplus Orange,617/01,22-Sep,-131.55,-8,1,0.41,0.34,0.09,0.07,0.08,0.74,0.29,129282,5583,75358,6404
Netherlands,Vodafone(NETHERLANDS),204/04,22-Sep,-153.53,-11.25,0.75,0.54,0.15,0.66,0.37,0.16,0.27,0.27,580413,6027,30167,6305
Netherlands,T-mobile (ex Ben),204/16,22-Sep,-120.52,-11.3,0.26,0.59,0.85,0.61,0.01,0.68,0.45,0.46,918214,4994,60015,1558
New Zealand,Vodafone(NEW ZEALAND),530/01,22-Sep,-130.13,-11.66,0.38,0.37,0.75,0.78,0.11,0.72,0.47,0.28,731599,2301,97016,6002
Nigeria,EMTS,621/60,22-Sep,-119.45,-6.6,0.61,0.91,0.44,0.79,0.37,0.3,0.89,0.38,295354,6320,18815,9197
Norway,Telenor Mobile,242/01,22-Sep,-138.67,-8.2,0.94,0.58,0.34,0.99,0.91,0.12,0.2,0.51,382922,4856,85058,1163
Norway,NetCom TeliaSonera,242/02,22-Sep,-62.14,-9.54,0.26,0.68,0.93,0.23,0.45,0.97,0.04,0.99,914998,5147,78745,6667
Oman,Nawras,422/03,22-Sep,-88.78,-6.17,0.46,0.28,0.56,0.41,0.31,0.8,0.7,0.16,997065,3518,10026,1770
Oman,Oman Mobile - GTO (Omantel),422/02,22-Sep,-134.93,-14.28,0.98,0.4,0.09,0.62,0.18,0.8,0.44,0.18,196919,4463,85392,5500
Philippines,Smart,515/03,22-Sep,-84.64,-7.21,0.71,0.95,0.69,0.49,0.98,0.76,0.91,0.95,941140,2958,86645,5496
Poland,"T-Mobile (ERA,PTC)",260/02,22-Sep,-68.58,-10.43,0.05,0.66,0.48,0.16,0.57,0.85,0.18,0.24,347526,2077,83114,8118
Poland,Orange/Centertel,260/03,22-Sep,-140.18,-13.18,0.38,0.89,0.15,0.17,0.23,0.22,0.09,0.54,600830,5976,64580,2522
Portugal,Vodafone(PORTUGAL),268/01,22-Sep,-63.08,-9.46,0.34,0.76,0.01,0.34,0.99,0.59,0.83,1,482299,9453,46304,1633
Portugal,Optimus (Sonecom),268/03,22-Sep,-85.75,-13.99,0.14,0.88,0.52,0.23,0.46,0.88,0.05,0.01,243518,8023,98040,3858
Qatar,Vodafone(QATAR),427/02,22-Sep,-64.1,-7.04,0.76,0.06,0.22,0.63,0.71,0.47,0.44,0.67,547496,9360,14111,6100
Qatar,Q-Tel,427/01,22-Sep,-95.88,-11.21,0.28,0.34,0.85,0.36,0.7,0.31,0.53,1,333969,2214,97118,8223
Romania,Orange (Mobilrom),226/10,22-Sep,-137.76,-9.61,0.23,0.17,0.21,0.51,0.58,0.84,0.75,0.29,144470,4611,12930,1975
Russia,MTS(RUSSIA),250/01,22-Sep,-84.86,-8.85,0.86,0.41,0.75,0.02,0.61,0.9,0.48,0.02,481922,7335,14731,6751
Russia,MegaFon,250/02,22-Sep,-80.06,-7.2,0.76,0.21,0.63,0.84,0.81,0.25,0.33,0.52,810279,5209,32604,5253
Russia,Vimpelcom Beeline (KB Impuls),250/99,22-Sep,-155.37,-7.7,0.54,0.16,0.74,0.7,0.83,0.52,0.27,0.22,541051,9232,35085,1193
Saudi Arabia,Saudi Telecom Company,420/01,22-Sep,-159.91,-8.72,0.97,0.01,0.76,0.69,0.89,0.98,0.71,0.96,122650,2983,65001,4457
Saudi Arabia,Mobily,420/03,22-Sep,-98.98,-10.98,0.47,0.89,0.97,0.53,0.09,0.42,0.98,0.51,346501,8157,60414,1842
SERBIA,Telenor Serbia,220/01,22-Sep,-90.72,-12.38,0.48,0.52,0.39,0.9,0.77,0.53,0.05,0.22,549553,7071,29144,2685
Singapore,Mobile One,525/03,22-Sep,-84.63,-9.18,0.71,0.23,0.44,0.15,0.07,0.33,0.22,0.75,692970,9620,34763,7518
