Region,Time,Subscriber_Prepaid,Subscriber_Postpaid,Subscriber_Combo1,Subscriber_Combo2,Subscriber_Combo3,Subscriber_Combo4,Subscriber_Combo5,Subscriber_Combo6,Subscriber_Combo12,VoLTE Holding Time_VoLTE holding Time,Data_Downlink traffic,Data_Uplink traffic,Coverage_Avg RSRP,Coverage_SINR,Quality_Avg RSRQ,VoLTE_Call setup success rate,VoLTE_Call completion success rate,VoLTE_Call setup time ,VoLTE_Drop call rate,VoLTE_IMS registration latency ,VoLTE_IMS registration success rate,VoLTE_HO interruption time,VoLTE_MOS,VoLTE_Speech path delay,Data_Call setup success rate,Data_Call completion success rate,Data_Call setup time ,Data_Drop call rate,Data_HO interruption time ,Data_Low throughput samples rate,Data_Retransmission rate,Streaming_Startup time,Streaming_MOS,Streaming_Freeze rate ,Streaming_Number of video stall,Streaming_Dropped frame rate,Streaming_Reproduction start failure rate,Streaming_Reproduction start delay,Streaming_Buffering time,Streaming_number of re-buffering,Streaming_Synchronization index,Streaming_Throughput,Streaming_Inter packet delay,Streaming_Jitter,Streaming_Packet loss rate,Streaming_Round trip time,Gaming_Startup time,Gaming_MOS,Gaming_Dropped frame rate,Gaming_Reproduction start failure rate,Gaming_Reproduction start delay,Gaming_Throughput,Gaming_Inter packet delay,Gaming_Jitter,Gaming_Packet loss rate,Gaming_Round trip time,Chatting_DNS lookup attempt,Chatting_Avg ping time,Chatting_App login time
TUS,8:00,2176,28737,17535,2002,2289,2505,1032,1745,1628,78.85,1264.80,406.49,-86.41,19.82,-8,100,99.39,255.2,0.56,47.04,98.61,58.17,5,62.34,99.85,98.48,186.52,0.51,63.3,1.92,0.35,530.52,5,0.89,3,0.58,0.37,466.89,663.46,3,0.08,1.47,39,35.25,0.26,36.7,824.89,4,0.77,0.56,871.13,8.7,57.76,84.79,0.08,58.15,2,51.19,89.77
WLD,8:00,5351,33751,20084,2491,2036,2661,2476,1994,2009,114.70,1311.58,391.80,-73.52,21.93,-11.23,100,98.55,290.69,0.62,47.86,98.75,61.71,4,74.78,97.13,97.58,179.39,0.39,64.93,1.88,0.21,913.64,4,0.41,2,0.98,0.35,973.82,959.38,1,0.41,4.86,34.63,73.83,0.82,81.76,933.09,4,0.79,0.89,594.34,4.27,56.05,89.85,0.76,86.26,2,95.4,62.24
YCK,8:00,1551,33372,20224,2255,2137,2811,2078,1654,2213,83.69,2572.26,395.01,-89.69,18.68,-8.73,100,97.41,194.04,0.8,59.59,97.45,42.69,4,82.04,97,97.01,151.75,0.99,45.43,1.52,0.27,482.24,4,0.85,2,0.22,0.61,903.38,933.39,2,0.58,2.97,37.63,63.1,0.93,40.35,848.12,5,0.37,1,748.94,3.69,53.93,33.13,0.2,38.52,1,48.15,83.4
YSH,8:00,3520,31848,19566,2224,767,2248,2560,2136,2346,108.59,2306.30,410.47,-72.34,23.11,-9.91,100,98.16,185.59,0.12,41.17,99.89,57.16,5,63.09,98.88,99.35,151.19,0.47,67.58,1.03,0.32,853.84,4,0.4,2,0.95,0.81,590.4,462.4,3,0.22,6.7,59.75,77.96,0.96,64.06,332.15,5,0.67,0.85,381.28,9.24,54.41,35.33,0.87,45.31,3,88.64,76.17
ALX,9:00,4167,27874,18653,1117,1611,1793,1368,2063,1269,64.72,1937.85,385.30,-85.01,23.35,-9.24,100,97.77,248.33,0.53,88.26,98.87,53.31,5,66.21,98.33,97.68,192.5,0.59,42.92,1.53,0.4,867.41,5,0.75,2,0.66,0.36,498.88,656.3,1,0.99,4.51,51.3,64.57,0.44,91.38,496.98,4,0.21,0.19,837.39,9.39,97.54,92.63,0.94,99.1,3,52.66,59.82
AMK,9:00,2766,31315,18819,1440,2172,2330,2003,2798,1754,133.62,2585.25,440.76,-89.45,20.96,-9.14,100,97.73,249.2,0.76,48.45,99.26,42.11,5,98.61,98.51,98.86,188.94,0.78,58.97,1.15,0.25,349.16,4,0.99,3,0.89,0.24,963.21,696.78,2,0.79,6.2,98.24,98.93,0.96,94.22,727.96,4,0.59,0.44,480.65,6.27,78.93,58.1,0.5,81.4,2,52.69,59.38
ART,9:00,1696,29345,19885,798,2698,1966,1333,1160,1506,128.79,2814.29,401.49,-70.93,19.19,-9.87,100,99.5,256.68,0.37,94.12,98.57,40.55,5,46.56,99.49,98.77,215.55,0.42,95.45,2,0.36,566.91,4,0.77,2,0.59,0.78,890.38,804.32,1,1,9.14,45.45,48.51,0.79,67.85,638.57,5,0.84,0.79,959.5,3.56,34.11,56.02,0.51,54.65,3,51.69,69.29
AYE,9:00,1601,30042,19612,1477,1167,1798,1861,1558,2570,12.54,1776.04,442.71,-82.19,22.7,-8.37,100,97.2,253.27,0.51,77.82,97.73,89.05,5,36.33,99.73,99.33,194.21,0.49,32.51,1.29,0.19,429.15,4,0.52,1,0.35,0.66,930.42,325.06,3,0.59,7.15,61.92,84.86,0.87,96.74,628.17,5,0.27,0.67,805.48,4.22,43.36,76.07,0.2,77.48,1,55.6,63.5
BDK,9:00,3559,34876,20576,1807,2858,2828,2738,2322,1747,87.13,2053.79,393.74,-81.55,21.23,-11.05,100,98.1,275.31,0.27,60.43,98.63,73.59,4,84.37,99.56,99.48,171.66,0.67,83.26,1.13,0.45,459.76,5,0.95,2,0.38,0.3,840.98,454.59,2,0.51,7.46,30.78,34.54,0.58,40.67,978.22,5,0.19,0.08,463.25,1.34,96.48,80.34,0.38,85.05,1,48.05,41.25
BKK,9:00,3001,32383,20661,1389,1943,2529,1249,2203,2409,118.01,1760.96,402.20,-70.34,17.31,-11.1,100,97.27,263.33,0.11,71.28,99.38,64.33,4,65.01,99.4,97.04,241.68,0.23,32.62,1.11,0.22,360.15,4,0.65,3,0.59,0.26,830.23,381.92,2,0.29,8.11,54.92,83.38,0.08,39.89,990.16,4,0.99,0.39,563.28,3.54,52.39,78.61,0.11,61.64,2,98.41,53.66
BKT,9:00,252,32530,19878,1376,2428,2079,2530,2363,1876,150.84,1663.29,400.34,-78.65,16.69,-11.84,99.94,98.01,181.4,0.32,84.34,98.71,59.6,5,74.56,97.66,98.3,206.46,0.99,39.58,1.54,0.21,760.27,5,0.97,1,0.11,0.25,416.04,878.79,1,0.83,6.41,77.44,84.8,0.09,40.27,796.76,4,0.97,0.24,416.4,5.45,42.6,43.23,0.24,99.53,1,90.31,41.56
BLT,9:00,4684,31477,18015,2333,2122,2372,2665,2309,1661,119.81,1321.72,396.96,-80.11,21.35,-11.6,97.27,97.89,225.91,0.96,94.98,98.73,54.09,4,34.52,99.42,99.61,152.68,0.51,56.73,1.51,0.14,540.36,5,0.7,1,0.99,0.83,518.89,882.97,2,0.17,5.09,74.04,51.46,0.58,33.01,840.44,4,0.5,0.44,383.49,9.85,62.37,85.34,0.21,51.61,2,92.39,35.19
BLY,9:00,2773,31589,20580,1601,1389,1613,3176,655,2575,166.53,2324.36,384.50,-79.24,23.15,-11.49,97.13,99.59,204.11,0.89,50.65,98.57,74.89,4,59.41,99.63,99.38,181.67,0.14,88.47,1.72,0.17,595.89,5,0.19,3,0.53,0.21,813.32,308.62,3,0.11,6.04,60.13,81.48,0.37,59.41,576.54,4,0.74,0.43,546.34,7.74,89.23,87.77,0.24,93.68,2,37.1,46.09
BSN,9:00,3591,34125,19127,2644,2534,2393,2953,1985,2488,78.11,1660.07,402.69,-81.51,20.65,-10.98,97.52,99.74,193.27,0.5,94.01,98.34,40.68,5,46.32,100,97.06,221.67,0.59,75.33,1.53,0.22,676.96,4,0.75,1,0.36,0.81,877.88,578.79,1,0.32,9.01,39.66,99.52,0.66,89.55,756.28,4,0.59,0.21,570.02,6.67,61.99,60.92,0.93,50.1,3,65.47,83.69
BTB,9:00,2553,34396,20579,2222,3354,1770,2542,1744,2185,-40.23,1903.41,403.17,-87.42,22.98,-10.7,97.31,97.29,209.8,0.91,51.69,98.51,94.65,4,38.38,98.73,98.02,161.38,0.6,40.62,1.73,0.22,830.83,5,0.8,2,0.38,0.4,394.53,667.94,2,0.28,8.48,97.8,84.76,0.49,37.19,907.55,5,0.78,0.99,600.88,9.3,56.65,35.61,0.5,74.71,2,48.9,33.36
BTP,9:00,3422,34472,19013,2456,2256,2315,3657,2207,2568,61.61,1467.48,430.66,-70.45,20.55,-11.57,99.68,99.58,266.66,0.96,37.3,97.86,53.66,4,96.79,97.79,99.27,214.07,0.93,49.81,1.09,0.35,481.26,4,0.23,3,0.42,0.53,332.51,577.48,1,0.59,2.56,63.98,33.84,0.18,70,693.53,5,0.8,0.54,474.51,5.17,74.04,41.68,0.36,59.61,1,44.82,71.57
CCK,9:00,2435,28793,18695,1530,2257,1319,1537,1613,1841,100.75,1869.26,393.36,-84.69,21.33,-10.17,98.64,99.07,156.51,0.21,94.34,97.77,91.77,5,46.2,97.12,98.55,238.12,0.07,32.07,1.56,0.22,582.46,5,0.35,2,0.37,0.12,563.92,371.56,1,0.74,2.57,84.77,78.55,0.95,32.15,953.02,5,0.41,0.89,491.41,2.62,54.4,60.86,0.56,39.47,3,62.58,41.71
CLM,9:00,2725,32429,21026,2837,1325,1416,2054,1984,1787,-25.75,1639.21,352.83,-85.92,19.99,-12,99.33,99.94,225.66,0.57,58.73,98.72,66.15,5,90.72,98.5,98.71,290.39,0.61,88.22,1.45,0.35,369.41,4,0.24,2,0.69,0.63,325.79,798.76,1,0.9,2.25,50.31,73.96,0.57,42.59,386.03,5,0.36,0.86,360.07,2.76,63.77,68.28,0.36,74.09,1,57.89,92.51
CNG,9:00,3489,31596,20528,839,1414,2195,1931,2479,2211,186.43,1515.90,363.08,-71.37,20.42,-10.4,98.69,99.27,243.96,0.74,32.48,97.75,48.39,4,43.24,99.61,99.57,288,0.69,47.59,1.28,0.35,877.02,4,0.22,1,0.25,0.14,559.88,731.24,1,0.33,5.5,46.28,47.59,0.6,71.47,974.93,5,0.87,0.85,302.89,4.15,41.06,91.34,0.51,31.58,3,93.45,71.3
CTH,9:00,2635,32170,21147,1568,1578,1364,2556,1927,2031,121.38,2409.21,400.73,-77.67,19.2,-9.76,99.32,97.83,262.48,0.96,36.88,99.77,46.85,4,98.51,97.25,99.07,209.22,0.8,30.23,1.36,0.32,862.83,4,0.81,1,0.83,0.68,778.41,378.34,1,0.23,1.33,94.44,63.61,1,42.04,512.29,4,0.68,0.15,942.68,8.99,96.71,83.34,0.58,82.23,2,36.95,59.22
ECS,9:00,2560,31110,18576,2207,2508,2033,1875,2036,1875,162.79,2465.36,381.45,-89.27,22.02,-10.44,97.28,99.86,279.03,0.83,45.86,99.98,96.7,4,49.24,98.53,99.15,201.44,0.72,95.83,1.54,0.45,914.76,5,0.74,2,0.93,0.5,902.08,763.36,1,0.86,9.84,58.53,48.6,0.41,93.96,683.39,4,0.67,0.31,552.07,6.22,67.82,67.89,0.99,79.79,3,44.26,96.69
GUL,9:00,2891,32867,20800,2891,1501,2685,1085,2214,1691,-18.18,924.34,375.54,-70.57,18.36,-8.78,97.24,97.25,288.13,0.28,40.62,97.92,84.26,4,66.54,99.13,99.78,222.72,0.84,33.79,1.67,0.4,309.57,5,0.46,1,0.43,0.49,991.21,427.52,2,0.89,7.18,68.38,93.69,0.54,81.66,483.01,4,0.35,0.25,549.25,2.45,43.45,62.94,0.86,50.46,1,36.32,34.13
HGG,9:00,3830,29203,18799,984,1888,1236,2022,2572,1703,18.62,1798.79,401.56,-83.35,20.31,-8.45,98.03,98.57,232.27,0.2,76.71,98.12,43.49,5,66.64,99.85,97.59,165.55,0.24,61.15,1.57,0.23,831.38,4,0.99,2,0.07,0.52,658.25,479.85,1,0.49,4.42,70.89,30.48,0.63,83.8,455.87,4,0.62,0.67,908.25,9.06,33.79,49.26,0.42,51.7,1,77.38,39.25
HLV,9:00,2409,30606,20653,1138,1555,2618,1472,1649,1521,38.75,2034.28,408.35,-88.37,18.72,-10.42,98.28,97,182.9,0.54,80.6,99.06,73.88,5,76.51,98.06,99.7,264.09,0.9,74.94,1.41,0.14,480.61,4,0.66,1,0.07,0.14,606.46,451.9,1,0.5,1.92,97.94,57.29,0.56,99.84,420.92,5,0.44,0.74,330.99,2.61,41.03,60.8,0.74,64.12,3,54.74,61.64
JRE,9:00,4488,32615,20639,1736,1681,2599,1486,2396,2079,-31.53,1745.56,403.73,-76.8,20.43,-9.01,99.12,97.43,235.96,0.09,98.24,97.15,81.92,5,74.34,98.89,97.86,260.73,0.48,63.57,1.97,0.2,878.05,4,0.62,2,0.4,0.48,922.9,963.41,3,0.7,7.87,88.31,44.65,0.77,35.29,733.03,5,0.55,0.76,616.75,9.46,32.45,36.57,0.61,35.53,1,99.89,34
JRI,9:00,4023,32121,18360,2090,2124,1532,2793,3115,2108,28.98,2739.23,416.70,-83.07,20.94,-9.66,98.28,98.59,219.73,0.38,83.59,97.75,91.18,4,87.87,98.63,98.1,236.98,0.65,35.27,1.67,0.46,991.28,5,0.77,3,0.96,0.99,522.45,565.87,3,0.43,9.38,72.66,51.47,0.95,65.94,507.37,5,0.38,0.48,759.78,6.34,54.56,66.06,0.39,44.27,3,70.6,72.07
JRW,9:00,4486,29980,19539,2196,1682,1403,1856,1271,2033,124.59,2172.86,414.65,-89.47,18.16,-8.51,97.66,99.98,191.77,0.33,75.64,98.58,32.46,5,75.55,97.09,98.36,226.88,0.68,49.24,1.83,0.1,405.44,4,0.99,3,0.81,0.64,669.11,393.35,2,0.67,8.56,60.74,70.64,0.31,54.11,429.19,5,0.29,0.21,928.63,9.65,82.98,47.71,0.33,80.26,2,91.85,43.89
KLG,9:00,2789,32275,21211,2167,2358,1147,2175,1016,2202,104.03,2685.17,438.95,-75.66,18.76,-10.39,99.51,99.53,171.47,0.55,59.36,98.26,72.48,5,64.29,97.68,99.65,181.18,0.61,55.88,1.27,0.34,744.71,5,0.64,1,0.22,0.9,723.46,911.35,1,0.95,2.27,86.75,69.45,0.53,39.6,732.16,4,0.57,0.14,748.07,4.53,51.18,72.16,0.44,49.27,2,75.84,36.18
KRD,9:00,1320,29088,18597,1785,2217,1436,1659,1242,2153,66.31,2951.28,376.10,-77,21.03,-9.19,99.96,98.39,224.69,0.94,48.38,98.17,34.07,4,91.35,98.23,99.88,205.09,0.16,39.11,1.17,0.22,358.14,4,0.24,1,0.19,0.33,366.28,417.99,3,0.82,2.9,37.34,63.07,0.91,65.71,392.46,4,0.89,0.38,723.76,8.94,67.02,84.35,0.84,89.95,3,72.38,88.11
KRJ,9:00,2996,31420,19856,1486,1813,1608,2613,1400,2643,113.25,1378.67,381.70,-71.46,16.59,-11.53,97.95,97.85,273.43,0.43,93.48,97.29,70.68,5,53.71,97.02,98.23,291.99,0.27,50.68,1.72,0.12,999.14,4,0.63,3,0.87,0.67,814.42,480.61,3,0.13,9.28,45.89,51.78,0.19,51.12,616.22,4,0.66,0.46,636.27,1.86,79.46,89.02,0.46,56.09,1,44.23,39.68
LCK,9:00,1989,35450,21322,2652,1920,2568,2644,2530,1815,146.78,2699.20,378.46,-83.82,18.42,-8.39,97.97,99.04,230.63,0.68,87.61,99.89,43.72,4,35.7,99.36,98.63,183.22,0.35,47.08,1.15,0.15,970.05,4,0.39,1,0.51,0.61,418.17,988.7,2,0.78,5.61,73.56,65.83,0.69,86.23,882.07,4,0.5,0.4,610.26,9.56,80.72,30.29,0.88,83.15,3,53.76,36.99
LTG,9:00,2357,34792,20436,2434,1216,2503,2125,2980,3097,-2.58,816.25,402.52,-87.72,23.01,-9.94,98.89,98.72,173.72,0.21,32.71,99.5,53.94,5,92.14,99.79,97.37,292.36,0.13,70.89,1.26,0.22,963.29,5,0.21,3,0.58,0.71,607.52,319.23,2,0.57,1.05,75.3,73.82,0.73,91.4,893.82,4,0.72,0.68,486.76,1.02,79.46,60.06,0.49,47.43,2,90.25,66.3
MBY,9:00,2100,34079,21001,2635,1496,2056,2373,2183,2335,91.72,2946.16,406.27,-84.59,16.91,-8.97,99.11,99.86,199.39,0.59,54.82,97.08,31.94,4,30.08,98.45,98.21,187.66,0.54,70.78,1.08,0.14,772.28,4,0.14,3,0.57,0.88,689.64,504.08,2,0.35,3.4,92.5,48.73,0.5,62.93,577.53,4,0.54,0.95,331.13,5.84,81.02,77.64,0.86,85.36,3,88.51,67.13
MND,9:00,3053,32917,19751,2661,2558,2188,2920,1085,1756,10.08,2375.07,367.09,-86.23,19.52,-11.91,98.99,98.41,183.23,0.14,33.69,97.69,48.01,5,37.98,99.74,97.95,248.58,0.57,79.12,1.01,0.1,920.3,4,0.1,2,0.84,0.22,532.74,455.51,2,0.72,5.65,52.41,89.8,0.48,33.58,539.42,4,0.69,0.94,313.42,5.7,80.62,83.63,0.37,39.13,1,37.04,65.88
MPR,9:00,3890,33363,19523,1713,2737,2842,2101,2509,1939,126.85,2284.89,412.60,-80.94,21.05,-10.9,98.14,99.43,175.89,0.23,34.01,98.03,50.56,5,75.57,98.57,99.19,211.73,0.89,51.09,1.81,0.41,399.92,4,0.08,3,0.73,0.44,649.87,587.73,1,0.36,3.81,59.61,88.27,0.24,38.73,734.33,4,0.72,0.08,645.32,1.2,91.35,52.08,0.4,82.66,2,30.39,95.27
MSL,9:00,2527,30815,19964,1254,1899,2257,2008,1303,2131,166.81,2731.55,380.78,-70.8,20.54,-10.12,97.52,98.4,222.64,0.22,90.39,99.76,71.81,5,79.9,98.54,98.76,212.54,0.32,75.47,1.66,0.16,609.26,4,0.34,3,0.85,0.16,932.79,981.35,2,0.1,7.39,67.66,62.49,0.83,96.31,621.42,4,0.24,0.55,619.4,9.56,35.8,99.61,0.8,74.2,3,34.46,32.17
ORC,9:00,4183,33216,20030,2382,2632,1807,2235,1804,2326,122.59,2820.65,390.29,-80.39,17.53,-10.63,97.91,98.26,223.2,0.53,30.77,98.63,51.64,5,79.54,99.98,99.97,181.86,0.26,95.51,1.62,0.26,689.19,5,0.64,3,0.46,0.37,900.41,508.94,1,0.38,5.14,88.09,33.18,0.15,85.29,402.21,5,0.82,0.61,369.47,7.44,49.06,87.13,0.27,51.19,1,72.74,95.43
PGL,9:00,3906,33536,22064,1829,1227,1523,2149,1883,2862,86.49,1126.11,397.11,-78.62,18.61,-11.27,98.8,97.57,259.34,0.16,53.09,98.06,60.16,4,50.43,98.96,99.64,164.29,0.42,60.14,1.31,0.36,422.73,5,0.65,1,0.56,0.35,300.67,778.3,3,0.2,5.73,37.42,87.43,0.14,81.3,552.19,4,0.63,0.28,817.54,4.52,48.1,50.31,0.42,88.33,3,44.69,86.35
PLB,9:00,2138,31819,19703,1961,2554,1914,2149,1895,1643,59.41,1953.82,360.20,-71.31,18.4,-11.53,99.11,99.53,292.63,0.41,72.71,98.3,65.5,5,88.15,97.95,97.87,243.25,0.45,73.47,1.26,0.42,305.28,4,0.89,2,0.1,0.42,989.99,869.29,1,0.62,3.78,79.27,65.58,0.98,91.28,718.94,4,1,0.66,810.73,1.87,51.23,52.83,0.7,96.12,2,97.85,67.23
PNR,9:00,3940,31875,19657,1591,2223,1895,3157,964,2389,147.61,2057.59,418.46,-70.78,16.54,-11.8,97.47,99.68,220.14,0.51,86.65,99.95,32.68,5,71.19,97.23,98.86,220.85,0.57,47.12,1.71,0.21,919.83,4,0.79,2,0.87,0.14,868.33,670.82,2,0.08,9.49,83.89,77.87,0.8,77.17,801.23,4,0.98,0.18,584.31,6.7,88.63,34.63,0.8,96.34,2,48.11,70.96
PRS,9:00,3911,31040,19927,2392,1079,1833,1938,1424,2447,173.44,1400.71,343.69,-77.47,16.14,-10.03,99,98.52,294.65,0.65,91.11,98.81,41.98,5,89.6,97.87,98.03,192.82,0.99,36.83,1.24,0.46,309.92,5,0.61,2,0.19,0.1,543.44,785.35,3,0.7,4.01,49.83,97.46,0.4,91.25,322.91,5,0.7,0.77,497.04,1.9,30.47,37.56,0.15,58.98,2,86.85,52.52
PTK,9:00,2612,32241,19949,1277,2306,2258,2168,2203,2079,106.35,2343.38,382.64,-73.55,19.9,-10.13,99.88,98.75,280.1,0.84,97.32,98.83,92,5,83.93,97.44,97.16,226.2,0.76,95.01,1.42,0.34,788.78,4,0.78,1,0.2,0.81,329.23,735.21,1,0.91,8.32,61.18,39.91,0.89,52.85,626.88,4,0.34,0.63,912.37,5.1,86.06,43.95,0.19,83.44,1,70.8,76.68
PUB,9:00,620,32639,19536,1942,1575,2983,2238,2081,2284,106.35,1496.68,403.72,-74.23,21.34,-11.83,97.65,98.82,269.24,0.29,38.48,99.25,67.61,4,92.63,99.55,99.93,264.63,0.76,51.63,1.59,0.48,721.34,4,0.42,1,0.37,0.9,578.33,338.01,2,0.34,7.58,71.34,41.11,0.36,93.41,829.85,4,0.96,0.15,958.39,7.75,36.85,86.59,0.25,54.03,2,92.76,63.37
SDM,9:00,1713,31797,19693,1543,2310,2166,2144,2173,1769,93.99,1558.85,413.82,-71.04,16.92,-8.07,99.87,99.29,162.02,0.44,99.42,98.37,39.76,5,44.96,98.6,98.27,190.7,0.73,76.8,1.03,0.28,965.63,4,0.16,1,0.22,0.32,536.79,852.38,1,0.86,1.38,97.22,30.28,0.26,71.95,364.45,5,0.14,0.27,339.65,4.22,41.96,78.16,0.64,71.5,3,70.96,35.91
SHW,9:00,2420,29957,19783,1834,1225,2183,1193,1800,1939,88.68,1589.12,377.93,-72.35,23.11,-10.61,99.17,98.63,213.24,0.83,67.15,97.85,49.94,4,93.5,97.94,97.36,151.27,0.57,55.66,1.5,0.11,751.48,5,0.72,1,0.63,0.46,404.74,516.09,1,0.66,9.05,50.59,91.26,0.97,42.82,414.6,4,0.65,0.21,555.41,4.76,89.83,40.27,0.81,32.1,3,49.13,42.39
SKG,9:00,4139,30208,19110,1102,1803,986,2764,1964,2480,56.20,2520.28,396.48,-77.74,21.59,-9.47,99.32,97.83,200.72,0.65,60.47,98.6,63.89,5,46.05,99.3,98.23,296.81,0.09,42.34,1.98,0.2,612.75,4,0.97,1,0.08,0.08,468.7,470.28,3,0.6,7.77,64.47,40.23,0.15,99.32,523.43,5,0.2,0.67,852.85,9.92,57.45,49.95,0.59,63.09,1,37.04,64.99
SMB,9:00,2911,31009,19661,1705,2098,1378,2183,1419,2564,157.88,1930.22,397.42,-84.85,16.6,-10.27,97.73,98.02,261.44,0.64,71.35,98.57,61.31,4,65.8,97.8,98.5,218.22,0.1,41.68,1.12,0.33,584.73,5,0.92,3,0.64,1,589.58,485.06,3,0.36,5.5,89.21,56.82,0.65,70.69,919.58,4,0.63,0.68,780.85,6.77,61.79,70.26,0.8,35.24,2,70.66,81.94
SMI,9:00,2020,29872,19744,1876,2185,1161,934,1795,2177,131.28,1464.67,386.29,-87.75,20.92,-8.22,98.1,98.62,241.24,0.98,82.57,97.32,36.25,5,37.84,97.33,98.23,187.11,0.29,42,1.82,0.44,912.73,5,0.42,1,0.62,0.61,844.74,870.92,3,0.93,9.61,41.69,42.53,0.88,60.47,492.69,4,0.74,0.68,818.36,6.76,44.62,59.03,0.82,90.63,3,43.93,80.73
SRG,9:00,1465,32084,19845,2208,2535,2129,1789,1914,1665,83.48,1920.07,383.72,-84.06,16.05,-10.63,97.28,99.94,174.33,0.39,37.59,98.15,30.82,5,67.25,98.42,99.8,212.38,0.75,59.9,1.92,0.48,680.51,4,0.74,3,0.66,0.97,336.56,585.91,1,0.18,3.24,47.02,30.85,0.21,94.95,795.92,4,0.72,0.41,945,4.01,97.3,83.47,0.49,97.39,3,90.42,82.25
STS,9:00,2911,29017,18558,1440,1956,1139,1910,1982,2031,42.30,3419.22,382.55,-76.81,19.09,-8.05,99.88,97.84,275.48,0.81,61.61,97.97,74.69,5,76.53,99.81,99.93,246.45,0.82,89.82,1.22,0.36,318.66,5,0.9,1,0.73,0.18,965.78,883.21,3,0.66,9.65,52.72,32.59,0.26,52.99,321.92,5,0.76,0.6,375.65,5.86,35.07,72.12,0.34,34.65,2,30.55,34.97
TBL,9:00,3761,33814,20897,2133,1939,2783,1866,2084,2112,122.13,1738.91,381.58,-75.03,19.94,-10.43,97.67,97.42,176.98,0.11,98.22,98.21,35.21,4,84.93,97.83,97.66,251.82,0.97,68.67,1.86,0.49,758.13,5,0.42,2,0.75,0.1,636.09,397.28,3,0.43,4.12,53.02,69.89,0.98,65.7,889.47,5,0.78,0.78,520.68,8.66,91.7,90.89,0.68,33.41,3,73.06,35.6
TGL,9:00,1905,28732,18081,1506,1470,1495,2279,2266,1636,154.59,2213.84,392.43,-72.81,16.42,-9.53,99.61,98.19,227.85,0.36,81.97,97.1,73.95,4,96.51,99.76,98.02,237.35,1,49.18,1.87,0.37,995.59,5,0.59,3,0.14,0.69,587.04,710.98,1,0.53,6.26,80.1,76.92,0.93,50.57,539.56,4,0.15,0.19,420.7,5.81,94.16,78.79,0.86,69.59,1,68.01,33.27
TMP,9:00,2536,29166,19116,2050,1458,2340,747,1383,2072,167.57,1626.77,400.78,-88.3,23.14,-8.32,99.18,99.78,198.09,0.36,79.81,98.05,91.24,4,41.89,97.47,99.82,180.79,0.23,96.57,1.85,0.14,457.91,5,0.58,1,0.54,0.76,377.36,424.08,1,0.59,4.88,75.34,91.72,0.61,51.07,565.06,4,0.23,0.97,961.86,9.98,74.45,40.97,0.29,67.08,2,49.4,97.55
TMS,9:00,2166,32744,21302,1643,2288,1843,1395,1744,2530,87.76,566.18,402.19,-84.45,22.06,-8.22,99.2,97.04,155.47,0.3,39.44,97.45,63.21,5,33.65,99.52,99.11,168.5,0.33,99.64,1.27,0.17,873.74,5,0.98,3,0.83,0.2,882.93,767.78,2,0.64,6.57,49,35.21,0.62,96.31,870.41,4,0.6,0.59,785.95,1.09,87.05,48.64,0.51,78.59,1,86.93,44.82
TPY,9:00,3944,31911,18649,3048,1217,2554,2218,2062,2161,25.17,2370.50,429.59,-87.21,20.78,-11.79,99.77,98.43,177.96,0.58,88.86,97.7,95.06,5,63.12,98,99.86,156.42,0.91,86.55,1.51,0.2,618.49,5,0.91,2,0.73,0.74,573.04,521.79,3,0.79,3.4,45.16,70.73,0.29,97.46,413.84,4,0.53,0.37,331.07,8.15,59.05,79.91,0.17,59.39,3,49.44,60.47
TUS,9:00,2937,34002,21122,2122,2254,1807,2016,1111,3571,171.39,1716.00,409.79,-75.2,20.95,-9.52,97.25,99.06,242.94,0.98,40.45,99.05,97.23,4,72.71,97.53,99.28,269.71,0.21,59.09,1.83,0.35,606.17,4,0.91,1,0.34,0.54,611.84,402.97,2,0.91,7.35,53.3,54.58,0.58,62.93,860.57,4,0.1,0.63,457.04,2.78,40.57,47.08,0.73,50.79,3,77.54,57.09
WLD,9:00,1346,32329,18495,1842,2515,3196,2499,1428,2355,156.89,1500.94,378.08,-81.5,17.75,-9.67,98.96,98.5,203,0.21,57.87,98.23,53.62,5,79.29,98.79,97.23,290.38,0.48,89.41,1.78,0.44,508.95,4,0.59,1,0.08,0.73,696.54,586.52,1,0.37,9.2,43.35,55.56,0.91,68.02,684.24,5,0.2,0.69,382.5,6.67,62.27,64.71,0.35,79.95,3,99.17,43.49
YCK,9:00,3435,29802,19707,2088,1579,1772,1746,1139,1771,80.60,1813.02,390.77,-78.74,22.05,-9.22,99.1,97.37,243.24,0.08,86.29,98.17,98.83,4,96.98,97.19,99.17,155.09,0.16,59.22,1.04,0.17,664.79,4,0.7,2,0.63,0.7,328.25,440.93,3,0.43,9.31,78.9,56.27,0.18,96.34,358.85,5,0.63,0.2,572.29,4.04,65.62,78.53,0.7,45.51,3,75.01,93.39
YSH,9:00,3379,27411,17161,1310,1922,1736,1881,1468,1933,113.70,1657.35,380.47,-87.67,21.57,-10.51,99.84,99.86,162.6,0.42,34.19,98.92,65.97,5,69.96,97.26,98.44,276.15,0.13,97.99,1.55,0.43,481.08,5,0.46,3,0.74,0.27,900.71,644.06,1,0.67,8.5,90.34,92.72,0.72,65.72,465.94,5,0.87,0.69,384.39,6.03,72.21,40.74,0.21,35.27,2,33.9,63.73
